#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud (Db),Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,ISRC
20,"Voodoo Child","Rogue Traders",50,132,"","","The Sound Of Drums",2003-00-00,03:57,65,96,0,0,80,0,10,-5,E,4,2021-11-10,5KVll4Si4pL02nmrUvAHrc,"Sony Music Entertainment",12B,AUBM00599402
21,"Hollaback Girl","Gwen Stefani",72,110,"","","Love. Angel. Music. Baby.",2004-11-12,03:19,93,92,35,0,90,0,0,-2,A#/B♭ minor,4,2021-11-10,0eqH0ALoDQevq59YcQ53KE,"Interscope",3A,USIR10400847
22,"Since U Been Gone","Kelly Clarkson",74,131,"christmas","Pop","Breakaway",2004-00-00,03:08,66,74,0,6,38,0,10,-5,A minor,4,2021-11-10,6JY1IdkZGeIcPegKxjSKeb,"RCA Records Label",8A,GBCTA0400231
23,"Lonely No More","Rob Thomas",60,172,"","","Something to Be",2005-04-05,03:46,55,90,3,0,86,10,0,-3,A minor,4,2021-11-10,4faFAhOflLzhfJECveRwva,"Melisma/Atlantic Records",8A,USAT20500023
24,"Candy Shop","50 Cent, Olivia",80,125,"east coast hip hop, old school hip hop","Hip Hop","The Massacre",2005-03-03,03:29,61,57,3,0,76,40,30,-8,B,5,2021-11-10,5D2mYZuzcgjpchVY1pmTPh,"Aftermath/Shady",1B,USIR10500072
25,"Incomplete","Backstreet Boys",66,134,"","","Never Gone",2005-06-14,03:59,44,59,23,0,17,0,0,-5,E,4,2021-11-10,0CnD7Hiw6pae6rLsZw5q5W,"Jive",12B,USJI10500131
26,"Rich Girl","Gwen Stefani, Eve",71,98,"","","Love. Angel. Music. Baby.",2004-11-12,03:56,86,75,3,0,76,0,20,-3,G minor,4,2021-11-10,2oxtQ84p1j5GmyzmD50Lq0,"Interscope",6A,USIR10400846
27,"Schnappi, das kleine Krokodil","Schnappi, Joy",54,130,"children's music","Folk, Pop","Liederalbum",2005-02-28,02:10,96,48,57,0,78,0,10,-7,G,4,2021-11-10,2QnAg9u1MmoNpm4O7zrYA4,"Iris Gruttmann",9B,DE1A12182791
28,"The Special Two","Missy Higgins",52,139,"","","The Sound Of White",2004-01-01,04:25,45,34,74,0,36,0,0,-10,D,4,2021-11-10,57FlM19L7CMprNvyQxKTTe,"Universal Music Australia Pty. Ltd.",10B,AUEL00500001
29,"Get Right","Jennifer Lopez",65,97,"","","Rebirth",2005-00-00,03:45,74,76,2,0,36,10,60,-5,C minor,4,2021-11-10,3jVSV60WZE5jPE2a6KGNFy,"Epic",5A,USSM10414903
30,"Numb / Encore","JAY-Z, Linkin Park",78,107,"hip hop, east coast hip hop, rap, nu metal, rap metal, rock, alternative metal","Metal, Rock, Hip Hop","Numb / Encore: MTV Ultimate Mash-Ups Presents Collision Course",2004-11-30,03:25,69,79,6,0,75,10,50,-4,D,4,2021-11-10,5sNESr6pQfIhL3krM8CtZn,"Warner Records/Roc-A-Fella",10B,USWB10403681
31,"Boulevard of Broken Dreams","Green Day",72,167,"punk, pop punk","Pop, Rock","Greatest Hits: God's Favorite Band",2017-11-17,04:22,50,68,1,0,47,0,0,-4,G#/A♭,4,2021-11-10,5GorCbAP4aL0EJ16frG2hd,"Reprise",4B,USRE10400985
32,"Obsesion (No Es Amor) (feat. Baby Bash)","Frankie J, Baby Bash",27,150,"","","Obsession (No Es Amor) featuring Baby Bash",2005-02-01,03:45,65,51,10,0,57,0,30,-8,G#/A♭,4,2021-11-10,3NKrH3UhrvpRa1Efyyi97G,"Columbia",4B,USSM10414469
33,"Gold Digger","Kanye West, Jamie Foxx",80,93,"rap","Hip Hop","Late Registration",2005-08-30,03:27,63,70,2,0,62,30,0,-6,C♯/D♭ minor,4,2021-11-10,1PS1QMdUqOal0ai3Gt7sDQ,"Roc-A-Fella",12A,USUM70500143
34,"Bridge Over Troubled Water","Anthony Callea",19,81,"","","Anthony Callea",2005-00-00,03:58,34,49,49,0,30,0,0,-6,C♯/D♭,4,2021-11-10,3LfbNgMn4xOX856kxNDsWD,"BMG Music",3B,AUBM00548802
35,"Shine","Shannon Noll",39,118,"","","Lift",2005-10-16,03:33,44,82,0,0,51,0,10,-2,F#/G♭,4,2021-11-10,672uPLDAVUmeCOh0UD128y,"Sony BMG Music Entertainment",2B,AUBM00599354
36,"Drop It Like It's Hot","Snoop Dogg, Pharrell Williams",1,92,"g-funk, west coast hip hop, gangster rap, hip hop, old school hip hop, rap","Hip Hop, R&B","R&G (Rhythm & Gangsta): The Masterpiece",2004-01-01,04:26,89,63,17,0,68,20,10,-4,C♯/D♭,4,2021-11-10,70ludZZEUJy1aFVkPI0Kpi,"Geffen",3B,USMC10400640
37,"Signs","Snoop Dogg, Charlie Wilson, Justin Timberlake",0,113,"g-funk, west coast hip hop, gangster rap, hip hop, old school hip hop, rap, sexy drill","Hip Hop, R&B","R&G (Rhythm & Gangsta): The Masterpiece",2004-01-01,03:56,94,71,4,0,67,10,10,-5,G,4,2021-11-10,37cjy72zqnjI97ACS5xgpP,"Geffen",9B,USMC10400893
38,"Stop the Music (feat. Scribe)","P-Money, Scribe",45,130,"nz reggae","Reggae","Magic City",2004-01-01,05:09,72,63,0,8,6,0,0,-7,A minor,4,2021-11-10,09uSUnIpsyPsdR0RKFXcLX,"Dirty Records",8A,NZDI00400114
39,"Pon de Replay","Rihanna",79,99,"","","Music Of The Sun",2005-08-29,04:06,78,64,0,0,50,10,10,-8,G,4,2021-11-10,4TsmezEQVSZNNPv5RJ65Ov,"Def Jam Recordings",9B,USIR20500331
40,"What You Waiting For?","Gwen Stefani",63,136,"","","Love. Angel. Music. Baby. (Deluxe Version)",2004-11-12,03:41,68,95,5,0,73,0,30,-3,F,4,2021-11-10,7bZsx7Zif6FIhrcZrh0LVm,"Interscope",7B,USIR10400692
41,"Lose Control (feat. Ciara & Fat Man Scoop)","Missy Elliott, Ciara, Fatman Scoop",68,125,"hip hop","Hip Hop","The Cookbook",2005-07-04,03:46,90,81,3,1,81,10,0,-7,E minor,4,2021-11-10,0UaMYEvWZi0ZqiDOoHU3YI,"Atlantic Records/ATG",9A,USEE10414022
42,"Wonderful","Ja Rule, R. Kelly, Ashanti",67,93,"east coast hip hop, r&b","Hip Hop, R&B","R.U.L.E.",2004-01-01,04:30,66,78,28,0,76,10,0,-5,B minor,4,2021-11-10,1bl99Q4umnPomYGv3dQP67,"I.G. Records, Inc./Universal Records",10A,USDJ20400973
43,"Come On Aussie, Come On in the Style of Shannon Noll","Sunfly Karaoke",0,204,"","","Karaoke Kool, Vol. 43",2009-08-10,03:52,42,93,0,65,65,0,10,-5,E,4,2022-02-13,1iFSSVs8k53wrIp3nVSGE9,"Sunfly Music Group",12B,FR6V80570363
44,"My Humps","Black Eyed Peas",77,124,"","","Monkey Business",2005-01-01,05:26,80,68,11,0,59,20,10,-6,C♯/D♭ minor,4,2021-11-10,20jYtEun4dUdYZ9foaOC48,"Interscope",12A,USIR10500771
45,"Photograph","Nickelback",66,146,"post-grunge, rock","Rock","All the Right Reasons",2005-09-26,04:18,52,88,0,0,39,0,10,-4,G#/A♭,4,2021-11-10,3hb2ScEVkGchcAQqrPLP0R,"Roadrunner Records",4B,NLA320581256
46,"Untitled (How Could This Happen to Me?)","Simple Plan",60,186,"pop punk, punk, emo","Rock, Pop","Still Not Getting Any...",2004-10-25,03:59,21,34,88,0,14,0,0,-9,F#/G♭,4,2021-11-10,6rT0BKAbg4y35tukHcfk4N,"143/Atlantic Entertainment",2B,USAT20402500
47,"Don't Lie","Black Eyed Peas",65,90,"","","Monkey Business",2005-01-01,03:39,66,79,16,0,60,10,0,-5,A,4,2021-11-10,6tp27J7xy18DQiQXut3GsF,"Interscope",11B,USIR10500766
48,"Hung Up","Madonna",78,125,"","","Confessions on a Dance Floor",2005-11-11,05:37,65,65,0,16,41,0,0,-8,A minor,4,2021-11-10,3850dYVgOFIXJh5U4BFEWH,"Warner Records",8A,USWB10504319
49,"Soldier (feat. T.I. & Lil' Wayne)","Destiny's Child, T.I., Lil Wayne",61,77,"southern hip hop, rap, hip hop","Hip Hop","Destiny Fulfilled",2004-11-16,05:25,88,42,4,0,90,30,0,-7,G,4,2021-11-10,4FTOpNYcGxnQdGNWSxIcio,"Sony Urban Music/Columbia",9B,USSM10413197
50,"Maybe Tonight","Kate DeAraugo",21,134,"","","A Place I've Never Been",2005-12-11,03:38,49,51,70,0,32,0,10,-5,D#/E♭,4,2021-11-10,7bPyCZzfImpH5jRAhix23Z,"Sony BMG Music Entertainment",5B,AUBM00599636
51,"I Just Wanna Live","Good Charlotte",61,111,"pop punk, punk, emo","Rock, Pop","The Chronicles of Life and Death ( LIFE  version)",2004-09-28,02:46,80,83,1,0,94,0,10,-5,A#/B♭ minor,4,2021-11-10,5TjwiYZVMHVrGvRzbeCaV7,"Epic/Daylight",3A,USSM10412717
52,"Girl","Destiny's Child",55,89,"","","Destiny Fulfilled",2004-11-16,03:44,57,75,31,0,56,10,0,-6,F#/G♭ minor,4,2021-11-10,3s2MyU2YCwNNwcSokt0jXD,"Sony Urban Music/Columbia",11A,USSM10413912
53,"La La","Ashlee Simpson",43,130,"bubblegum pop","Pop","Autobiography",2004-07-20,03:42,53,90,0,44,50,0,0,-4,B minor,4,2021-11-10,1imW1tzgKbMTt2DFLOrFXb,"Geffen*",10A,USMC10400366
54,"I Like The Way - Radio Edit","Bodyrockers",54,128,"","","Bodyrockers",2005-01-01,03:20,64,85,2,1,78,0,0,-4,F#/G♭,4,2021-11-10,0reKGVcWLVvl1FzjZ6TACy,"EMI",2B,GBF080500011
55,"Underwear Goes Inside The Pants","Lazyboy",27,84,"","","Lazyboy",2004-01-01,04:54,51,90,3,0,50,20,10,-5,C,4,2021-11-10,24UAL0V1e5DrGOlnbpUzWF,"Universal Music A/S",8B,DKBKA0400174
56,"Welcome to My Life","Simple Plan",70,173,"pop punk, punk, emo","Rock, Pop","Still Not Getting Any...",2004-10-25,03:26,42,86,1,0,49,10,0,-5,C♯/D♭,4,2021-11-10,10rChmECwPcvTTj4w07hq4,"143/Atlantic Entertainment",3B,USAT20402001
57,"Lose My Breath","Destiny's Child",66,119,"","","Destiny Fulfilled",2004-00-00,04:02,81,90,1,22,55,0,10,-6,C♯/D♭,4,2021-11-10,2n4uOdMHzEvcZ0KP7iQnay,"Sony Urban Music/Columbia",3B,USSM10412855
58,"These Kids (radio edit)","Joel Turner",40,132,"","","Joel Turner & The Modern Day Poets",2004-01-01,04:00,75,85,11,0,67,0,10,-5,E minor,4,2021-11-10,0rYA2OJ81pKaPgjMweCipO,"Dream Dealers",9A,AUDM00500001
59,"It's Like That","Mariah Carey, Jermaine Dupri, Fatman Scoop",62,96,"christmas, southern hip hop","Pop, Hip Hop","The Emancipation of Mimi",2005-00-00,03:23,80,63,6,0,86,0,0,-5,G#/A♭ minor,4,2021-11-10,6qFEkCFsHB8rNerOBfY5Su,"Def Jam Recordings",1A,USIR20500028
60,"Oh (feat. Ludacris)","Ciara, Ludacris",66,128,"southern hip hop","Hip Hop","Goodies",2004-09-27,04:16,80,50,0,0,36,0,0,-7,G,4,2021-11-10,7i7UIbm5E0DD7aSOYvwp2v,"So So Def",9B,USLF20400123
61,"Shut Up!","Simple Plan",58,165,"pop punk, punk, emo","Rock, Pop","Still Not Getting Any...",2004-10-25,03:02,51,96,0,0,44,10,10,-5,C♯/D♭,4,2021-11-10,78pHMOI9qUWonIMySjO3XY,"143/Atlantic Entertainment",3B,USAT20402497
62,"Like Toy Soldiers","Eminem",67,79,"rap, hip hop","Hip Hop","Encore (Deluxe Version)",2004-11-12,04:56,52,77,2,0,40,30,10,-3,G#/A♭ minor,4,2021-11-10,6CN3e26iQSj1N5lomh0mfO,"Eminem Catalog PS",1A,USIR10400812
63,"DARE (feat. Shaun Ryder & Roses Gabor)","Gorillaz, Shaun Ryder, Roses Gabor",83,120,"","","Demon Days",2005-05-23,04:04,76,89,2,9,97,0,30,-6,B minor,4,2021-11-10,4Hff1IjRbLGeLgFgxvHflk,"Parlophone UK",10A,GBAYE0500178
64,"Rumors","Lindsay Lohan",55,115,"","","Speak",2004-01-01,03:16,89,76,2,4,86,0,30,-6,A#/B♭ minor,4,2021-11-10,3KnjerEPMolLapVo2wdgz6,"Universal Records",3A,USC7R0400027
65,"Tilt Ya Head Back - Album Version / Explicit","Nelly, Christina Aguilera",38,116,"","","Sweat",2004-11-14,04:13,84,73,3,0,73,10,20,-6,A#/B♭ minor,4,2021-11-10,2VJg6kEJXgeBNm0xnl7xYk,"Motown",3A,USUR10400764
66,"Do Somethin'","Britney Spears",50,130,"pop","Pop","Greatest Hits: My Prerogative",2004-11-08,03:22,85,94,3,0,96,0,30,-3,E,4,2021-11-10,77rzoJ5VaC2BLB1IkjGnoi,"Jive",12B,USJI10401154
67,"Have A Nice Day","Bon Jovi",62,130,"glam metal, rock","Metal, Rock","Have A Nice Day",2005-01-01,03:49,50,90,0,0,57,0,0,-4,E,4,2021-11-10,06Zz2l7cVTCTgCNDe1bnEF,"Island Records",12B,USUM70502481
68,"Ass Like That","Eminem",54,83,"rap, hip hop","Hip Hop","Encore",2004-11-12,04:25,65,80,41,0,68,30,10,-6,D,4,2021-11-10,0avjVeujL8PYfm8tKKszLH,"Eminem Catalog PS",10B,USIR10400804
69,"Just A Lil Bit","50 Cent",80,97,"east coast hip hop, old school hip hop","Hip Hop","The Massacre",2005-03-03,03:57,49,69,3,1,53,40,30,-7,C♯/D♭,4,2021-11-10,4nva9EpKntUTs6CRSGBCn9,"Aftermath/Shady",3B,USIR10500279
70,"Push The Button","Sugababes",47,126,"","","Taller In More Ways",2005-01-01,03:38,96,66,5,0,79,0,0,-5,G#/A♭,4,2021-11-10,355bn96bz24cQBcoKDVjGe,"Universal-Island Records Ltd.",4B,GBAAN0500329
71,"Listen With Your Heart","Casey Donovan",23,118,"","","For You",2004-12-10,04:01,54,51,82,0,15,0,10,-5,F,4,2021-11-10,1BsIcp6FTuM8jSt4NYe5TW,"Sony Music Entertainment",7B,AUBM00449001
72,"Mockingbird","Eminem",86,84,"rap, hip hop","Hip Hop","Encore (Deluxe Version)",2004-11-12,04:10,64,68,21,0,25,20,10,-4,C,4,2021-11-10,561jH07mF1jHuk7KlaeF0s,"Eminem Catalog PS",8B,USIR10400813
73,"Ten Days","Missy Higgins",45,84,"","","The Sound Of White",2004-01-01,03:46,52,57,46,0,32,0,10,-7,F,4,2021-11-10,2G8jB4liJQPELoUMRY1Gv8,"Universal Music Australia Pty. Ltd.",7B,USWB10402043
74,"Hell No!","Ricki-Lee",9,106,"","","Ricki Lee",2005-00-00,03:13,77,73,4,0,92,10,30,-7,B minor,4,2021-11-10,225liLup4ek4J5GmsmCLHc,"Shock Entertainment",10A,AUOY00500101
75,"Way To Go!","Rogue Traders",23,153,"","","The Sound Of Drums",2003-00-00,03:16,69,96,0,0,64,10,0,-4,A,4,2021-11-10,2bzZepjJ0Y5whB2kKtszLW,"Sony Music Entertainment",11B,AUBM00599335
76,"1 Thing","Amerie",68,130,"","","Touch",2005-00-00,03:58,61,96,11,0,87,30,0,-3,A#/B♭ minor,5,2021-11-10,1mnqraQ8oV8MX92rdOFLWW,"Richcraft/Sony Urban Music/Columbia",3A,USSM10500100
77,"Pony","Kasey Chambers",39,113,"alt country","Country, Rock","Wayward Angel",2004-01-01,04:42,76,31,69,4,48,0,10,-8,A minor,4,2021-11-10,78xEO4qUV8ZgMA5TqYbF0L,"EMI Music Australia",8A,AUEM00400100
78,"Popcorn","Crazy Frog",57,130,"","","Crazy Frog presents Crazy Hits",2005-08-01,03:12,78,99,9,85,96,0,30,-4,C,4,2021-11-10,0jQ4Nb9ylfUheLP9EOpOFk,"Mach 1",8B,DES310500135
79,"Sunshine","Ricki-Lee",25,169,"","","Ricki Lee",2005-00-00,03:02,53,82,2,0,83,0,20,-6,C♯/D♭,4,2021-11-10,6gjjyhY00azOGzdeZqyuW9,"Shock Entertainment",3B,AUOY00500072
80,"Better Days","Pete Murray",41,114,"","","See The Sun",2006-08-19,03:43,63,57,15,0,33,0,20,-7,C♯/D♭,4,2021-11-10,2vDW5s3RpQNJp9gkhMB1da,"Columbia",3B,AUBM00599201
81,"Midas Touch - Starskee Radio Edit","Midnight Star, Starskee",33,128,"funk, post-disco, quiet storm, electroclash","Electronic, Rock, R&B, Pop","Midas Touch",2005-02-28,03:29,84,61,0,0,96,0,0,-6,C,4,2021-11-10,3iqSMhrYkWQqc4q7qwHHnM,"Vicious Recordings Pty Ltd",8B,AUVC00520111
82,"Shake It Off","Mariah Carey",62,134,"christmas","Pop","The Emancipation of Mimi",2005-00-00,03:52,78,50,19,0,84,10,10,-7,D,4,2021-11-10,6rJQTvhKl5GSEA8SWW7t1X,"Def Jam Recordings",10B,USIR20500246
83,"Pointless Relationship","Tammin Sursok",20,92,"","","Whatever Will Be",2005-05-20,03:24,48,82,8,0,40,0,10,-3,E,4,2021-11-10,5mEqGK8HVKFjihzhWiohoq,"Columbia",12B,AUSM00400244
84,"Hey Bitty - Main","Nitty",30,140,"","","Players Paradise",2005-01-01,02:49,90,93,0,0,89,0,0,-5,G#/A♭,4,2021-11-10,3XP1qbJDl9lSekSL3Rvybf,"Motown",4B,USUR10401100
85,"Wake Me up When September Ends","Green Day",81,105,"punk, pop punk","Pop, Rock","American Idiot",2004-09-21,04:45,55,81,2,0,15,0,10,-5,G,4,2021-11-10,3ZffCQKLFLUvYM59XKLbVm,"Reprise",9B,USRE10400992
86,"So Good - International Version","Bratz",40,130,"","","Rock Angelz",2005-01-01,03:06,57,82,3,0,32,0,10,-4,A minor,4,2021-11-10,3lLT0h6gDFeg9JvqxCAYIz,"Universal Music Enterprises",8A,USUM70500625
87,"Just Lose It","Eminem",69,121,"rap, hip hop","Hip Hop","Encore (Deluxe Version)",2004-11-12,04:08,94,63,6,0,96,0,20,-4,G#/A♭,4,2021-11-10,0qcjuYtMWhBjXg0Xwt5SzS,"Eminem Catalog PS",4B,USIR10400682
88,"Tripping","Robbie Williams",62,118,"","","Intensive Care",2005-00-00,04:36,67,92,4,0,83,0,0,-4,D minor,4,2021-11-10,7MTdv6v3vsmQcVfh7eIaks,"Chrysalis UK",7A,GBFFG0500004
89,"Caught Up","USHER",65,110,"r&b","R&B","Confessions (Expanded Edition)",2004-03-23,03:44,82,81,3,0,81,0,10,-5,F#/G♭,4,2021-11-10,5zdUc1JRCImBYcDWgvFNpE,"LaFace Records",2B,USAR10400975
90,"Catch My Disease","Ben Lee",0,116,"","","Awake Is the New Sleep",2005-02-22,04:14,76,73,2,0,92,0,10,-5,B,4,2021-11-10,4vqHz44pzFSfDNIE20QRBu,"New West Records",1B,US27Q0460704
91,"Hate It Or Love It","The Game, 50 Cent",82,100,"west coast hip hop, east coast hip hop, old school hip hop","Hip Hop","The Documentary",2005-00-00,03:26,80,79,14,0,44,20,10,-5,A,4,2021-11-10,2wGSgTmgSF3xjRrHkTc25R,"Geffen",11B,USIR10401121
92,"This Is How a Heart Breaks","Rob Thomas",51,140,"","","Something to Be",2005-04-05,03:50,61,91,0,0,67,0,0,-4,C,4,2021-11-10,3Voz5vnFfMu8nrVP6hIYte,"Melisma/Atlantic Records",8B,USAT20403947
93,"She's No You","Jesse McCartney",50,90,"","","Beautiful Soul",2004-01-01,03:33,55,88,8,3,31,0,30,-4,E minor,4,2021-11-10,3bcVpuuWgAUQZri3FgpfNX,"Hollywood Records",9A,USHR10421207
94,"Whatever Will Be","Tammin Sursok, Ray Hedges",16,136,"","","Whatever Will Be",2005-05-20,03:47,51,71,1,0,24,0,10,-5,B minor,4,2021-11-10,2U2aFdIusTy3JetFPjHZkx,"Columbia",10A,AUSM00500003
95,"N Dey Say","Nelly",37,98,"","","Sweatsuit",2005-11-22,03:37,86,72,26,0,70,0,10,-4,C,4,2021-11-10,1MhwOqjMmvRsFdwxBGS3II,"Motown",8B,USUR10400812
96,"Wake Up","Hilary Duff",52,121,"","","Most Wanted",2005-01-01,03:37,63,83,6,0,28,0,20,-5,E,4,2021-11-10,7qhUtJDCu1tYrdkIMPVYRc,"Hollywood Records",12B,USHR10521660
