#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud (Db),Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,ISRC
13,"Brother","Matt Corby",59,100,"","","Into The Flame",2011-01-01,04:14,66,74,4,0,37,0,0,-5,A,4,2013-12-21,5KrdYQS4U1Emzer8QShBE7,"Universal Music Australia Pty. Ltd.",11B,AUUM71101248
14,"Lego House","Ed Sheeran",50,160,"soft pop","Pop","+",2011-09-09,03:05,59,64,56,0,56,10,10,-8,B,4,2013-12-21,53Pgsvu3qSYO2aXt5J2vcL,"Atlantic Records UK",1B,GBAHS1100206
15,"Some Nights","fun.",69,108,"","","Some Nights",2012-02-21,04:37,67,74,2,0,39,0,0,-7,C,4,2013-12-21,6t6oULCRS6hnI7rm0h5gwl,"Fueled By Ramen",8B,USAT21104050
16,"Good Time","Owl City, Carly Rae Jepsen",0,126,"","","Good Time",2012-01-01,03:26,56,89,3,0,70,10,20,-4,D#/E♭,4,2013-12-21,2jR5kaTWvyyWENtAlPxLNi,"Universal Music Ltd.",5B,USUM71206288
17,"What Makes You Beautiful","One Direction",84,125,"","","Up All Night",2012-05-25,03:19,73,79,1,0,89,0,0,-2,E,4,2013-12-21,4cluDES4hQEUhmXj6TXkSo,"Syco Music UK",12B,GBHMU1100018
18,"One More Night","Maroon 5",48,93,"pop","Pop","Overexposed (Deluxe)",2012-01-01,03:39,72,82,4,0,61,0,0,-3,F minor,4,2013-12-21,45kbpUIFmkS9Xla7hMXpzn,"Interscope Records*",4A,USUM71203514
19,"We Are Never Ever Getting Back Together","Taylor Swift",0,172,"","","We Are Never Ever Getting Back Together",2012-01-01,03:12,55,69,1,0,78,10,0,-5,G,4,2013-12-21,32Z4ioCoKKsKMFS9vhzkJJ,"Big Machine Records, LLC",9B,USCJY1231018
20,"Hall of Fame (feat. will.i.am)","The Script, will.i.am",36,85,"","","Hall of Fame (feat. will.i.am)",2012-08-17,03:21,43,87,6,0,63,0,10,-4,A#/B♭,4,2013-12-21,5PfosUjFKkvJSlkjBorS17,"Epic/Phonogenic",6B,GBARL1201055
21,"Bangarang (feat. Sirah)","Skrillex, Sirah",69,110,"dubstep, edm, electro, electronic","Electronic","Bangarang EP",2011-12-27,03:35,72,97,1,0,58,20,30,-2,G,4,2013-12-21,6VRhkROS2SZHGlp0pxndbJ,"Big Beat Records/Atlantic",9B,USAT21104243
22,"One Thing","One Direction",75,127,"","","Up All Night",2012-05-25,03:17,71,72,0,0,66,0,0,-4,D,4,2013-12-21,5G2c6FsfTzgYUzageCmfXY,"Syco Music UK",10B,GBHMU1100171
23,"Boys Like You","360, Gossling",50,146,"","","Falling & Flying",2011-09-30,03:40,71,69,0,0,52,10,10,-9,D#/E♭ minor,4,2013-12-21,2Aab1S0t1HRbvF1BKaw2xj,"Soulmate Records",2A,AUSR21100080
24,"Paradise","Coldplay",84,140,"","","Mylo Xyloto",2011-10-24,04:38,45,59,5,0,21,0,0,-7,F,4,2013-12-21,6nek1Nin9q48AVZcWs9e9D,"Parlophone UK",7B,GBAYE1101143
25,"Earthquake (feat. Tinie Tempah)","Labrinth, Tinie Tempah",59,153,"grime","Electronic, Hip Hop","Electronic Earth (Expanded Edition)",2012-04-02,04:34,54,86,11,0,26,10,20,-4,C minor,4,2013-12-21,3SxiAdI8dP9AaaEz1Z24mn,"Syco Music UK",5A,GBHMU1100027
26,"Bom Bom - Radio Edit","Sam And The Womp",53,125,"","","Bom Bom",2012-08-17,02:54,76,93,2,0,80,20,10,-4,C,4,2013-12-21,0d5f6gzzW1Pgx9uJsLrSDP,"Big Beat Records/Atlantic",8B,GBAHT1200388
27,"I Knew You Were Trouble","Taylor Swift",0,154,"","","I Knew You Were Trouble.",2012-01-01,03:39,60,47,1,0,66,0,0,-7,F#/G♭,4,2013-12-21,21K6jcmZPktm7MftqfLfLg,"Universal Music Group",2B,USCJY1231039
28,"Locked out of Heaven","Bruno Mars",38,144,"","","Locked out of Heaven",2012-10-02,03:53,73,70,5,0,87,0,30,-4,F,4,2013-12-21,5PsMbxhgWpJMsouEfDTX6r,"Atlantic Records",7B,USAT21203287
29,"I Cry","Flo Rida",39,126,"","","Wild Ones (Deluxe)",2012-06-22,03:43,69,82,1,0,76,0,30,-5,E minor,4,2013-12-21,1tpsPOYeA3EYQ8ioejkpJo,"Poe Boy/Atlantic",9A,USAT21202584
30,"Never Let Me Go","Florence + The Machine",0,145,"baroque pop","Classical, Pop","Ceremonials",2011-00-00,04:31,46,73,34,0,26,0,30,-3,A,4,2013-12-21,7tmRpTD2fwL3z7W9NGGPpz,"Universal Music Group",11B,GBUM71107580
31,"Feel The Love (Radio Edit) (Radio Edit)","Rudimental Feat. John Newman",0,90,"","","ONELOVE Summer Festival Anthems 2013 (Mixed by Generik)",2013-02-01,03:39,51,79,0,0,27,0,70,-5,C♯/D♭,4,2013-12-21,1ZoHJCacaSDCjupt6enld5,"Onelove",3B,GBAHS1200163
32,"Diamonds","Rihanna",0,92,"","","Diamonds",2012-09-27,03:45,55,67,0,0,37,0,10,-6,B minor,4,2013-12-21,1mwt9hzaH7idmC5UCoOUkz,"Universal Music Group",10A,USUM71211793
33,"Ass Back Home (feat. Neon Hitch)","Gym Class Heroes, Neon Hitch",64,130,"","","The Papercut Chronicles II",2011-11-11,03:42,72,84,13,0,65,0,10,-4,A#/B♭,4,2013-12-21,3bfqkspKABT4pPicm6wC9F,"Decaydance/Fueled By Ramen",6B,USAT21102797
34,"Set It Off","Timomatic",0,124,"","","Set It Off",2011-12-09,03:18,69,89,0,0,85,0,10,-2,C,4,2013-12-21,59lRsVkNO0wWEwm7UUiXrD,"Sony Music Entertainment",8B,AUBM01100618
35,"Wide Awake","Katy Perry",75,160,"pop","Pop","Teenage Dream: The Complete Confection",2012-03-12,03:40,52,68,7,0,57,0,30,-5,F,4,2013-12-21,5JLv62qFIS1DR3zGEcApRt,"Capitol Records",7B,USCA21200932
36,"Throw Your Hands Up (Dancar Kuduro)","Qwote, Pitbull, Lucenzo",0,130,"reggaeton","Latin","Throw Your Hands Up (Dancar Kuduro)",2011-01-01,03:29,60,93,16,0,74,30,40,-5,C,4,2013-12-21,1yXf4r6w9g2ZyZnZmtxePP,"Universal Music Australia (Distribution)",8B,USUS11100331
37,"Sexy And I Know It","LMFAO",70,130,"","","Sorry For Party Rocking",2011-01-01,03:19,71,86,10,0,80,30,10,-4,G,4,2013-12-21,70Vdd1gx5tn84jkAU31ASv,"Will I Am / A&M",9B,USUM71108090
38,"Little Talks","Of Monsters and Men",0,103,"folk pop","Folk, Pop","Into The Woods",2011-00-00,04:27,48,77,2,0,43,0,20,-5,C♯/D♭,4,2013-12-21,27CxysprRCcgjEvFvZhbHS,"Of Monsters and Men",3B,USUM71119106
39,"Back in Time - featured in  Men In Black 3 ","Pitbull",52,127,"","","Back in Time (featured in  Men In Black 3 )",2012-03-26,03:25,73,92,0,0,79,0,30,-4,C,4,2013-12-21,2U2ONBrf1HJCDxQlynpD6J,"Mr.305/Polo Grounds Music/J Records",8B,USRC11200227
40,"Somebody That I Used To Know - Miami Nights 1984 Remix","Gotye, Kimbra, Miami Nights 1984",10,129,"synthwave, vaporwave, chillwave","Electronic","Somebody That I Used To Know Remixes",2012-01-01,05:27,70,79,0,3,97,0,30,-8,D minor,4,2013-12-21,7sWL9Vx7Uz0dzNmm6iRWNP,"Eleven",7A,AUZS21200074
41,"I Won't Let You Go","James Morrison",0,106,"","","I Won't Let You Go",2011-01-01,03:49,54,58,24,0,18,0,10,-6,C,4,2013-12-21,1TXC8xauDAiYtBOusm7bxK,"Universal Music Ltd.",8B,GBUM71104692
42,"Lonely Boy","The Black Keys",0,166,"blues rock, garage rock, modern blues, rock","Blues, Rock","Now The Hits Of Autumn 2012",2012-03-09,03:13,36,92,0,1,60,0,10,-5,D,4,2013-12-21,03EjPxNKoVwBTVswiMQGBF,"WM Australia",10B,USNO11100273
43,"Die Young","Kesha",2,128,"","","Warrior (Deluxe Version)",2012-11-30,03:31,71,70,0,0,80,0,20,-5,C♯/D♭ minor,4,2013-12-21,6mnjcTmK8TewHfyOp3fC9C,"Kemosabe Records/RCA Records",12A,USRC11201008
44,"Turn Me On (feat. Nicki Minaj)","David Guetta, Nicki Minaj",71,128,"edm","Electronic","Nothing but the Beat (Ultimate Edition)",2012-12-07,03:19,70,79,5,0,41,0,50,-2,G#/A♭,4,2013-12-21,6T27IN7Ai94BeDv6PPCmoC,"Parlophone (France)",4B,GB28K1100029
45,"Part Of Me","Katy Perry",0,130,"pop","Pop","Part Of Me",2012-00-00,03:35,66,92,0,0,81,0,10,-5,F,4,2013-12-21,5BlTeDPwFKgFFYwfMh9O9W,"Capitol Records",7B,USCA21102809
46,"Don't Wake Me Up","Chris Brown",0,128,"r&b","R&B","Fortune (Deluxe Version)",2012-06-29,03:42,60,69,5,0,21,0,10,-5,G minor,4,2013-12-21,12Ns5IphkblPmHxpRILG9t,"RCA Records Label",6A,USRC11200464
47,"Scream & Shout","will.i.am, Britney Spears",1,130,"pop","Pop","Scream & Shout",2012-01-01,04:44,79,62,6,0,47,0,10,-7,C,4,2013-12-21,7n6ibfsRHhCb1Ccl9Fg2CZ,"Universal Music Group",8B,USUM71215597
48,"Blow Me","P!nk",65,114,"","","The Truth About Love",2012-09-18,04:15,60,92,0,0,73,0,20,-3,G,4,2013-12-21,4k80K0b6KZ2QjAYkXON7q6,"RCA Records Label",9B,USRC11200669
49,"Sitting on Top of the World","Delta Goodrem",0,125,"","","Sitting on Top of the World",2012-04-20,03:57,58,96,4,0,73,0,60,-2,A#/B♭,4,2013-12-21,0PozpLwRw4jBnCPU7v9uYu,"Sony Music Entertainment",6B,AUBM01200112
50,"Hey Hey Hey - Radio Mix","Laurent Wery, Swift K.I.D.",0,128,"","","Maxima FM Compilation Vol. 12",2011-05-31,03:05,86,82,6,0,96,10,90,-6,F minor,4,2013-12-21,6ia84yr4Dg35dKOYYhFOqB,"Universal Music Spain S.L.",4A,BEZ941002081
51,"Try","P!nk",81,104,"","","The Truth About Love",2012-09-18,04:07,67,63,0,0,55,0,0,-7,D,4,2013-12-21,1jF7IL57ayN4Ity3jQqGu0,"RCA Records Label",10B,USRC11200785
52,"Spectrum (Say My Name) - Calvin Harris Remix","Florence + The Machine, Calvin Harris",1,126,"baroque pop, edm","Classical, Pop, Electronic","Spectrum (Say My Name) EP",2012-01-01,03:38,58,94,0,0,61,0,0,-4,B minor,4,2013-12-21,1ztbs9oxLOfYcDr5xL8loQ,"Island Records",10A,GBUM71203723
53,"Where Have You Been","Rihanna",7,128,"","","Talk That Talk",2011-11-19,04:02,72,85,0,2,44,0,20,-6,C minor,4,2013-12-21,1MOh2kEqV4QBcye2ciQAjp,"Universal Music Group",5A,USUM71118074
54,"Pumped Up Kicks","Foster The People",0,128,"","","Arsenio Manila - Vol. 1",2012-06-24,03:46,74,71,13,10,93,0,50,-6,A#/B♭ minor,4,2013-12-21,4sAXJQ9nZDsEAroyY1ziVB,"Tarifa Records",3A,ES36B1259103
55,"Sweet Nothing (feat. Florence Welch) - Qulinez Remix","Calvin Harris, Florence Welch, Qulinez",27,128,"edm, big room","Electronic","Sweet Nothing (feat. Florence Welch)",2012-10-12,06:14,56,96,10,0,7,20,10,-6,G#/A♭ minor,4,2013-12-21,3Dhv5bk1ZQGVMqll3W7Yxy,"Columbia",1A,GBARL1201776
56,"Drive By","Train",0,122,"soft pop","Pop","Drive By",2012-01-10,03:16,76,85,0,0,73,0,0,-3,C♯/D♭ minor,4,2013-12-21,1wAXODAAL6hY64ZdhrnjBO,"Columbia",12A,USSM11106876
57,"Turn All the Lights On (feat. Ne-Yo)","T-Pain, Ne-Yo",1,127,"","","rEVOLVEr (Deluxe Version)",2011-12-02,03:36,70,81,4,0,73,0,40,-3,F#/G♭ minor,4,2013-12-21,5Ue25r0VGvZR7vaw3iB0gZ,"RCA Records Label",11A,USRC11101041
58,"She Wolf (Falling to Pieces) [feat. Sia]","David Guetta, Sia",0,130,"edm","Electronic","She Wolf (Falling to Pieces)",2012-08-17,03:30,51,86,6,0,42,0,40,-2,G,4,2013-12-21,56fwHfJaBpaauvFJrnwk2L,"Parlophone France",9B,GB28K1200043
59,"Summer Paradise (feat. K'naan)","Simple Plan, K'NAAN",23,172,"pop punk, punk, emo","Rock, Pop","Get Your Heart On!",2011-06-14,03:55,40,81,1,0,73,0,0,-5,D,4,2013-12-21,7wGtGgBCDyJuKLjOSESRoZ,"Atlantic Records",10B,USAT21101052
60,"Young, Wild & Free (feat. Bruno Mars)","Snoop Dogg, Wiz Khalifa, Bruno Mars",72,95,"g-funk, west coast hip hop, gangster rap, hip hop, old school hip hop, rap","Hip Hop, R&B","Young, Wild & Free (feat. Bruno Mars)",2011-10-21,03:27,55,65,9,0,55,20,10,-7,C,4,2013-12-21,3FNy4yzOhHhFBeA5p4ofoq,"Rostrum/Atlantic",8B,USAT21102233
61,"I Love It","Hilltop Hoods, Sia",0,91,"","","I Love It",2011-11-25,03:45,68,87,0,0,52,0,30,-6,B minor,4,2013-12-21,61WSQC9C2YCvvXEbWUSSgf,"Universal Music Group",10A,AUHT01102001
62,"Boyfriend","Justin Bieber",0,97,"","","Boyfriend",2012-03-23,02:52,72,55,5,0,35,0,10,-6,A#/B♭ minor,4,2013-12-21,1CnpZ2ANl5AStEnkXmiwCl,"Island Records",3A,USUM71202650
63,"I Love It (feat. Charli XCX)","Icona Pop, Charli xcx",75,126,"hyperpop, art pop","Pop, Electronic","THIS IS... ICONA POP",2013-08-23,02:37,71,91,1,0,82,0,10,-3,G#/A♭,4,2013-12-21,2U8NXPTXZWG2O0ye2sYRiH,"Record Company TEN/Big Beat/ATL",4B,SEWEE1200301
64,"Fight for You","Jason Derulo",21,178,"","","Future History",2011-09-16,04:02,42,84,1,0,52,0,10,-4,C,4,2013-12-21,2b1lMbqc69Q4kZI985Pgt2,"Beluga Heights/Warner Records",8B,USWB11102512
65,"Turn Up The Love","Far East Movement, Cover Drive",2,124,"","","Dirty Bass (Spotify International Version)",2012-01-01,03:15,75,87,12,0,68,10,20,-4,F#/G♭,4,2013-12-21,4HQ9gXAtONKs8NCM0MFUTu,"Cherrytree Records/Kierszenbaum 33%",2B,USUM71204292
66,"Take Care","Drake, Rihanna",77,122,"rap","Hip Hop","Take Care (Deluxe)",2011-11-15,04:37,63,52,3,0,30,20,0,-10,C minor,4,2013-12-21,124NFj84ppZ5pAxTuVQYCQ,"Cash Money Records/Young Money Ent./Universal Rec.",5A,USCM51100547
67,"a thousand years","Christina Perri",56,139,"soft pop","Pop","The Twilight Saga: Breaking Dawn - Part 1 (Original Motion Picture Soundtrack)",2011-11-04,04:45,42,41,31,0,16,0,10,-7,A#/B♭,3,2013-12-21,03H03k1F6t3VqCSPRBtuHk,"Chop Shop/Atlantic",6B,USAT21102141
68,"Beauty And A Beat","Justin Bieber, Nicki Minaj",0,128,"","","Believe (Deluxe Edition)",2012-01-01,03:47,60,85,0,0,66,0,0,-5,C,4,2013-12-21,0KTsmr6JOuhxZuiXUha1xC,"Universal Music Group",8B,USUM71205367
69,"Girl On Fire - Inferno Version","Alicia Keys, Nicki Minaj",0,77,"r&b, neo soul","R&B","Girl On Fire (Inferno Version)",2012-09-04,04:30,42,80,9,0,31,30,10,-6,A,3,2013-12-21,324V3YhBuOf8cyzYm1HE3v,"RCA Records Label",11B,USRC11200924
70,"Turn Up the Music","Chris Brown",3,130,"r&b","R&B","Fortune (Deluxe Version)",2012-06-29,03:47,59,84,0,0,64,10,10,-6,C♯/D♭,4,2013-12-21,0UlHiqi7seV02XNHLMtfGK,"RCA Records Label",3B,USRC11200099
71,"We'll Be Coming Back (feat. Example)","Calvin Harris, Example",31,128,"edm","Electronic","We'll Be Coming Back (feat. Example)",2012-07-27,03:56,60,95,0,0,62,0,40,-4,G,4,2013-12-21,0blzOIMnSXUKDsVSHpZtWL,"Columbia",9B,GBARL1200642
72,"Let Me Love You (Until You Learn To Love Yourself)","Ne-Yo",0,125,"","","Let Me Love You (Until You Learn To Love Yourself)",2012-01-01,04:14,67,68,24,0,30,0,70,-6,F,4,2013-12-21,68PHBS4CsrBK8QnRmeGqup,"Universal Music Group",7B,USUM71207198
73,"The Fighter","Gym Class Heroes, Ryan Tedder",58,99,"","","The Papercut Chronicles II",2011-11-11,03:48,59,93,8,0,43,10,10,-3,G,4,2013-12-21,77ZdAoTHYoF6Umo76HFD4m,"Decaydance/Fueled By Ramen",9B,USAT21102798
74,"What You've Done to Me","Samantha Jade",0,128,"","","What You've Done to Me",2012-11-20,03:29,66,75,1,0,35,0,0,-4,D,4,2013-12-21,0l452B8TRuFFHQaxSiMKdN,"Sony Music Entertainment",10B,AUBM01200424
75,"Good Feeling","Flo Rida",18,128,"","","Wild Ones (Deluxe)",2012-06-22,04:08,71,89,6,0,68,0,30,-4,C♯/D♭ minor,4,2013-12-21,663I8dPCXnYGTW4ksWrFpZ,"Poe Boy/Atlantic",12A,USAT21101961
76,"Levels - Instrumental","Avicii",0,126,"edm","Electronic","Levels",2011-10-28,05:38,57,80,3,92,27,0,30,-7,A,4,2013-12-21,183TVtSgGzeWTdwa81y66O,"Virgin",11B,SEUM71100963
77,"Live While We're Young","One Direction",1,126,"","","Take Me Home: Yearbook Edition",2012-11-09,03:20,66,84,6,0,94,0,10,-2,D,4,2013-12-21,6aGjEZ7kq3YXgD0EDt80O5,"Syco Music UK",10B,GBHMU1200210
78,"As Long As You Love Me","Justin Bieber, Big Sean",2,140,"","","Believe (Deluxe Edition)",2012-01-01,03:49,58,87,7,0,60,10,30,-3,C minor,4,2013-12-21,4rvtlpAeDuOn4baUJPCEhy,"Universal Music Group",5A,USUM71205320
79,"Don't Worry Be Happy","Guy Sebastian",0,125,"","","Armageddon",2012-10-15,04:29,70,80,0,0,80,0,0,-3,F minor,4,2013-12-21,7uUMd6zu3nz1EcMn21ns1P,"Sony Music Entertainment",4A,AUBM01200280
80,"This Is Love - Damien Le Roy Remix","will.i.am, Eva Simons",0,129,"","","This Is Love Remix EP",2012-01-01,03:40,62,80,0,0,28,0,10,-3,C minor,4,2013-12-21,2BE7foc8T9LSEtm8Lc6OQG,"Universal Music Group",5A,USUM71207862
81,"Mind Your Manners (feat. Icona Pop)","Chiddy Bang, Icona Pop",11,93,"","","Mind Your Manners (feat. Icona Pop)",2012-05-11,03:15,69,85,0,0,67,20,10,-4,D,4,2013-12-21,1HREZGHqLoUkTkslHjFijo,"Parlophone UK",10B,GBAYE1101002
82,"Wings - Sunship Extended Mix","Little Mix, Sunship",0,135,"uk garage, uk funky, house","Electronic","Wings",2012-08-26,04:50,79,90,3,0,69,0,30,-3,G,4,2013-12-21,1m0SPkX8VGRTqIQXwI83zN,"Syco Music UK",9B,GBHMU1200149
83,"If Looks Could Kill","Timomatic",32,127,"","","Timomatic",2012-08-24,03:38,67,89,8,0,56,0,30,-3,B,4,2013-12-21,6vgljKboue4quS4io2n9bM,"Sony Music Entertainment",1B,AUBM01200025
84,"How We Do (Party)","Rita Ora",0,116,"","","How We Do (Party)",2012-03-20,04:06,75,92,0,0,73,0,10,-4,G,4,2013-12-21,65UnVEqHActQfVQiAF81Ws,"Roc Nation/Columbia",9B,USQX91101878
85,"Party Rock Anthem","LMFAO, Lauren Bennett, GoonRock",0,130,"","","Party Rock Anthem",2011-00-00,04:23,75,73,2,0,36,10,20,-4,F minor,4,2013-12-21,1CNJyTUh56oj3OCZOZ5way,"Universal Music Ltd.",4A,USUM71100061
86,"Count on Me","Bruno Mars",75,89,"","","Doo-Wops & Hooligans",2010-05-11,03:17,59,39,85,0,50,0,0,-6,C,4,2013-12-21,7l1qvxWjxcKpB9PCtBuTbU,"Atlantic Records",8B,USEE11000168
87,"Pound The Alarm","Nicki Minaj",18,125,"","","Pink Friday: Roman Reloaded The Re-Up",2012-01-01,03:25,73,85,3,0,58,0,0,-4,C♯/D♭ minor,4,2013-12-21,007RjmzUPzkj0Tg2qKMyzP,"Nicki Minaj/Cash Money",12A,USCM51200112
88,"I'm All Yours","Jay Sean, Pitbull",0,128,"","","I'm All Yours",2012-01-01,03:38,66,89,3,0,67,0,20,-4,C minor,4,2013-12-21,1UMWbdzeucChFiry9SYQ2w,"Universal Music",5A,USCM51200368
89,"We Found Love","Rihanna, Calvin Harris",0,128,"edm","Electronic","Talk That Talk",2011-11-19,03:35,73,77,3,0,60,0,10,-4,C♯/D♭,4,2013-12-21,2Xc3NC04rNmRVrsFf0ypRL,"Universal Music Group",3B,USUM71115507
90,"I Will Wait - Live From Red Rocks, Colorado","Mumford & Sons",20,134,"folk, indie folk, folk rock","Folk, Rock","The Road To Red Rocks Live",2012-01-01,04:45,28,74,0,0,24,0,90,-5,C,4,2013-12-21,1s8QdMG1eBrzwzqSAFnJGc,"Dew Process",8B,GBUM71207070
91,"The A Team","Ed Sheeran",75,85,"soft pop","Pop","+",2011-09-09,04:18,64,29,67,0,41,0,10,-10,A,4,2013-12-21,1VdZ0vKfR5jneCmWIUAMxK,"Atlantic Records UK",11B,GBAHS1100095
92,"Both of Us (feat. Taylor Swift)","B.o.B, Taylor Swift",55,125,"","","Strange Clouds",2012-04-27,03:36,68,72,2,0,5,0,20,-7,G,4,2013-12-21,3r9bgSJlJz2zlevcBRYXko,"Rebel Rock/Grand Hustle/Atlantic",9B,USAT21201807
93,"Moves Like Jagger - Studio Recording From The Voice Performance","Maroon 5, Christina Aguilera",0,128,"pop","Pop","Moves Like Jagger",2011-06-22,03:21,72,76,2,0,66,0,30,-4,A,4,2013-12-21,7jEUxosffRXOZ7rNSajygF,"Universal Music Ltd.",11B,USUM71109132
94,"Scream","USHER",1,128,"r&b","R&B","Looking 4 Myself (Deluxe Version)",2012-06-08,03:54,62,86,0,0,57,10,10,-5,G minor,4,2013-12-21,5sAlmL7Qp9N9BJTADkwEt9,"RCA Records Label",6A,USRC11200367
95,"Hangover","Taio Cruz, Flo Rida",0,128,"","","Hangover",2011-01-01,04:04,60,89,1,0,64,0,10,-3,C minor,4,2013-12-21,0FRelX0g1nNDFt6nvtiakE,"Universal Music Group",5A,GBUM71108687
96,"International Love (feat. Chris Brown)","Pitbull, Chris Brown",81,120,"r&b","R&B","Planet Pit (Deluxe Version)",2011-06-17,03:47,67,86,1,0,65,0,30,-3,C minor,4,2013-12-21,62zFEHfAYl5kdHYOivj4BC,"Mr.305/Polo Grounds Music/J Records",5A,USJAY1100015
97,"Brokenhearted","Karmin",60,120,"","","Hello",2012-05-07,03:47,77,77,1,0,89,0,0,-3,C♯/D♭ minor,4,2013-12-21,4urcG6Nfubqsuqy3juMjBi,"Epic",12A,USSM11200212
98,"Dedication To My Ex (Miss That) - Album Version (Edited)","Lloyd, André 3000, Lil Wayne",0,119,"r&b, rap, hip hop","Hip Hop, R&B","Dedication To My Ex (Miss That)",2011-01-01,03:56,82,80,2,0,91,0,10,-4,C,4,2013-12-21,0vyDncW7tj7iuMzyqQpom5,"Universal Music Australia Pty. Ltd.",8B,USUM71109714
99,"Stronger (What Doesn't Kill You)","Kelly Clarkson",74,116,"christmas","Pop","Stronger (Deluxe Version)",2011-10-24,03:41,56,94,5,0,68,0,10,-4,C,4,2013-12-21,1nInOsHbtotAmEOQhtvnzP,"RCA Records Label",8B,GBCTA1100364
100,"Live My Life","Far East Movement, Justin Bieber",0,128,"","","Live My Life",2012-01-01,03:59,67,76,0,0,53,10,0,-7,A minor,4,2013-12-21,1mFyO97Q5S43LidExg1iYq,"Interscope",8A,USUM71201831
