#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud (Db),Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,ISRC
47,"Bulletproof","La Roux",73,123,"","","La Roux",2009-00-00,03:25,67,88,0,0,68,0,0,-3,D#/E♭ minor,4,2022-02-14,3kMrazSvILsgcwtidZd1Qd,"Polydor Records",2A,GBUM70903779
48,"Heavy Cross","Gossip",56,120,"riot grrrl, queercore","Rock","Heavy Cross",2009-04-24,04:02,79,70,9,9,22,0,10,-4,D,4,2022-02-14,4N6R6yqkFUTyF3AYOdR0T7,"Columbia",10B,USSM10902231
49,"Her Diamonds","Rob Thomas",57,88,"","","Cradlesong",2009-06-22,04:40,56,92,2,0,87,0,0,-5,G,4,2022-02-14,3LtwmK1OfN0dGs9jf3qSjn,"Emblem / Atlantic",9B,USAT20900637
50,"Black Box","Stan Walker",42,123,"nz reggae","Reggae","Introducing",2009-12-08,03:29,69,81,0,0,47,0,20,-5,G,4,2022-02-14,3dovg4Mfj5EksLrMPrIzSj,"Sony Music Entertainment",9B,AUBM00900465
51,"Riverside","Sidney Samson",44,126,"","","Riverside",2009-01-19,05:20,80,98,0,89,24,0,10,-2,C♯/D♭ minor,4,2022-02-14,6FZQH0HlMULVggaqjyQBqT,"Sneakerz Muzik",12A,NLC280810779
52,"Funhouse","P!nk",49,104,"","","Funhouse",2008-10-24,03:24,79,86,1,0,81,0,0,-3,B minor,4,2022-02-14,4PmJXrIWNKfXqQy58qeEqb,"LaFace Records",10A,USLF20800184
53,"Sex on Fire","Kings of Leon",83,153,"","","Only By The Night",2008-09-23,03:23,54,91,0,1,37,0,10,-6,A,4,2022-02-14,0ntQJM78wzOLVeCUAW7Y45,"RCA/Legacy",11B,USRC10800300
54,"Rock & Roll","Eric Hutchinson",53,201,"","","Sounds Like This",2008-00-00,04:00,46,77,4,0,90,0,70,-5,A#/B♭,4,2022-02-14,5RBx3tM9hmVJAOnSUHIWkn,"Warner Records",6B,USWB10800447
55,"Someday Soon","Natalie Bassingthwaighte",28,130,"","","1000 Stars",2009-02-20,04:12,60,97,1,0,54,0,20,-4,C minor,4,2022-02-14,1IGce0abNTN99uNhpRpUyc,"Sony BMG Music Entertainment",5A,AUBM00800659
56,"Bad Influence","P!nk",43,138,"","","Funhouse",2008-10-24,03:36,67,90,0,0,75,0,0,-4,D,4,2022-02-14,6WQp6ef4S24dbtfpDb1cmn,"LaFace Records",10B,USLF20800183
57,"So What","P!nk",76,126,"","","Funhouse (Expanded Edition)",2008-10-24,03:35,53,87,0,0,46,0,20,-3,B minor,4,2022-02-14,0JiY190vktuhSGN6aqJdrt,"LaFace Records",10A,USLF20800067
58,"Hot N Cold","Katy Perry",62,132,"pop","Pop","One Of The Boys",2008-00-00,03:40,71,84,0,0,86,0,0,-4,G,4,2022-02-14,1ulXmqjktxSdrdT1bzc69H,"Capitol Records",9B,USCA20802544
59,"3","Britney Spears",53,135,"pop","Pop","The Essential Britney Spears",2014-07-29,03:25,70,72,5,0,76,0,20,-2,F minor,4,2022-02-14,2d7fRuDlFZfKIoSuf8bhGv,"Jive/Legacy",4A,USJI10900602
60,"Run This Town","JAY-Z, Rihanna, Kanye West",79,87,"hip hop, east coast hip hop, rap","Hip Hop","The Blueprint 3",2009-09-08,04:27,63,92,28,0,44,20,20,-2,C♯/D♭,4,2022-02-14,7LR85XLWw2yXqKBSI5brbG,"Roc Nation / Jay-Z",3B,USJZ10900010
61,"Walking On A Dream","Empire Of The Sun",84,127,"","","Walking On A Dream (10th Anniversary Edition)",2008-10-03,03:18,87,70,26,0,72,0,0,-6,F minor,4,2022-02-14,5r5cp9IpziiIsR6b93vcnQ,"EMI Recorded Music Australia Pty Ltd",4A,AUEI10800039
62,"Circus","Britney Spears",79,115,"pop","Pop","Circus (Deluxe Version)",2008-12-02,03:12,79,73,15,0,76,0,0,-5,F#/G♭ minor,4,2022-02-14,7jk7gqyEonmVVYahZN5zhW,"Jive",11A,USJI10801081
63,"Please Don't Leave Me","P!nk",53,138,"","","Funhouse",2008-10-24,03:51,59,84,1,0,76,0,20,-4,F#/G♭,4,2022-02-14,4iHUBqALsttdeXVRXlTMQJ,"LaFace Records",2B,USLF20800182
64,"Empire State Of Mind","JAY-Z, Alicia Keys",85,174,"hip hop, east coast hip hop, rap, r&b, neo soul","Hip Hop, R&B","The Blueprint 3",2009-09-08,04:36,49,96,3,0,81,30,40,-2,B,4,2022-02-14,2igwFfvr1OAGX9SKDCPBwO,"Roc Nation / Jay-Z",1B,USJZ10900031
65,"Beautiful","Akon, Colby O'Donis, Kardinal Offishall",0,130,"","","Freedom",2008-01-01,05:12,74,95,12,0,63,0,10,-4,C minor,4,2022-02-14,0lqYRbRiGc5oiCUW51JH5s,"Konvict/Upfront/SRC/Universal Records",5A,USUM70845927
66,"Bonkers - Radio Edit","Dizzee Rascal, Armand Van Helden",3,126,"grime, uk grime, disco house, funky house","Electronic, Hip Hop","Tongue N' Cheek",2009-09-25,02:57,62,98,1,0,74,20,20,-3,B minor,4,2022-02-14,4HlsGB3QShEMkbxhAYXkTt,"Liberator Music",10A,GBPVV0900240
67,"Waking Up In Vegas","Katy Perry",46,131,"pop","Pop","One Of The Boys",2008-00-00,03:19,52,88,0,0,59,0,10,-3,F minor,4,2022-02-14,5tRifT4qX6gfmpEK2pUv4h,"Capitol Records",4A,USCA20802541
68,"The Boy Does Nothing","Alesha Dixon",27,174,"uk funky","Electronic","The Alesha Show (Standard - New Artwork)",2008-11-21,03:31,56,97,13,0,85,20,0,-2,D#/E♭ minor,4,2022-02-14,7gGNsOgD6CyWgqyxL5oty6,"Atlantic Records",2A,GBAHS0800416
69,"Don't Stop Believin'","Glee Cast",53,124,"christmas","Pop","Glee: The Music, Volume 1",2009-11-02,03:52,47,60,4,0,27,0,10,-4,G,4,2022-02-14,6rjnRocdCULjLF61x2NR5e,"Columbia",9B,USQX90900224
70,"Just Dance","Lady Gaga, Colby O'Donis",83,119,"art pop, pop","Pop","The Fame",2008-01-01,04:01,82,74,3,0,75,0,10,-5,C♯/D♭ minor,4,2022-02-14,1dzQoRqT5ucxXVaAhTcT0J,"Streamline/Interscope",12A,USUM70807646
71,"I'm Yours","Jason Mraz",77,151,"soft pop, acoustic pop","Folk, Pop","We Sing. We Dance. We Steal Things.",2008-05-12,04:02,70,44,56,0,71,0,10,-9,B,4,2022-02-14,1EzrEOXmMH3G43AXT1y7pA,"Atlantic Records/ATG",1B,USEE10800667
72,"21 Guns","Green Day",76,160,"punk, pop punk","Pop, Rock","21st Century Breakdown",2009-05-15,05:21,27,74,5,0,42,0,60,-5,F,4,2022-02-14,64yrDBpcdwEdNY9loyEGbX,"Reprise",7B,USRE10900679
73,"Up/Down","Jessica Mauboy",24,123,"","","Been Waiting",2009-08-24,03:25,69,89,1,0,64,30,30,-4,C♯/D♭,4,2022-02-14,6aWgqdT3PCettGm19T29GM,"Sony Music Entertainment",3B,AUBM00800496
74,"Hush Hush; Hush Hush / I Will Survive - Medley","The Pussycat Dolls",60,129,"","","Hush Hush; Hush Hush",2009-01-01,04:12,61,78,10,0,63,0,30,-4,A#/B♭ minor,4,2022-02-14,2H9CKpZiLDF223BbwehpDF,"Pussycat Dolls LP2 / Timbaland",3A,USUM70963699
75,"Live Your Life","T.I., Rihanna",75,160,"southern hip hop","Hip Hop","Paper Trail",2008-09-07,05:38,38,86,7,0,48,20,20,-3,B minor,4,2022-02-14,3jlbL2OTD5YmIunYzgQTAN,"Grand Hustle, LLC",10A,USAT20803620
76,"Decode","Paramore",78,164,"pop punk, emo","Rock, Pop","Decode",2008-11-04,04:21,28,87,0,1,28,0,10,-4,A#/B♭ minor,4,2022-02-14,1ZLtE9tSJdaUiIJ9YoKHQe,"Atlantic Records",3A,USAT22103220
77,"Been Waiting","Jessica Mauboy",44,114,"","","Been Waiting",2008-11-17,03:48,68,68,15,0,78,0,0,-4,A minor,4,2022-02-14,3a0Qs1ZqkjTVne2XJuSGQw,"Sony BMG Music Entertainment",8A,AUBM00800490
78,"Whatcha Say","Jason Derulo",77,144,"","","Jason Derulo (International)",2010-02-26,03:41,62,71,4,0,71,0,10,-6,B,4,2022-02-14,7xkQdy0cy5ymoWT7nedvLz,"Beluga Heights/Warner Records",1B,USWB10901504
79,"Fireflies","Owl City",78,180,"","","Ocean Eyes",2009-01-01,03:48,51,66,3,0,47,0,10,-7,D#/E♭,4,2022-02-14,3DamFFqW32WihKkTVlwTYQ,"Universal Records",5B,USUM70972068
80,"If Today Was Your Last Day","Nickelback",71,90,"post-grunge, rock","Rock","Dark Horse",2008-11-14,04:09,49,91,0,0,57,0,0,-6,D#/E♭,4,2022-02-14,4QJLKU75Rg4558f4LbDBRi,"Roadrunner Records",5B,NLA320887846
81,"Eh, Eh (Nothing Else I Can Say)","Lady Gaga",53,188,"art pop, pop","Pop","The Fame",2008-01-01,02:55,68,88,25,0,82,0,0,-4,C♯/D♭ minor,4,2022-02-14,3WUbVS0J4Ulf0XZR6LNRnh,"Streamline/Interscope",12A,USUM70824406
82,"Right Now (Na Na Na)","Akon",2,138,"","","Freedom",2008-01-01,04:00,83,86,26,0,61,10,40,-4,G#/A♭ minor,4,2022-02-14,2VqAEP1yY5T523K7bZtL8a,"Konvict/Upfront/SRC/Universal Records",1A,USUM70837868
83,"Art of Love (feat. Jordin Sparks)","Guy Sebastian, Jordin Sparks",47,138,"","","Like It Like That",2009-10-23,03:58,54,72,2,0,53,0,10,-4,E,4,2022-02-14,2BO8KWwoED1420THvmk3ZH,"Sony Music Entertainment",12B,AUBM00900390
84,"Day 'N' Nite - Crookers Remix","Kid Cudi, Crookers",65,130,"italian trap","Hip Hop","Man On The Moon: The End Of Day (Int'l Version)",2009-01-01,04:41,76,71,3,5,96,0,0,-5,B minor,4,2022-02-14,34sGnIHB3ZthMvHpNX1i7e,"Kid Cudi/Universal Records",10A,USUM70957532
85,"She's A Genius","Jet",0,152,"","","Shaka Rock",2009-08-21,02:58,50,94,2,0,57,10,10,-2,A,4,2022-02-14,2rXfsWB0xfTHTOa9btjmUc,"Bloodlines",11B,USDPK0916003
86,"Already Gone","Kelly Clarkson",56,78,"christmas","Pop","All I Ever Wanted",2009-03-06,04:41,21,87,22,0,29,0,0,-3,A,4,2022-02-14,4fq2YUONcgrCJ2SPndSeKC,"RCA Records Label",11B,GBCTA0900011
87,"Little Lion Man","Mumford & Sons",53,139,"folk, indie folk, folk rock","Folk, Rock","Sigh No More",2010-01-01,04:07,52,49,3,0,48,0,0,-8,F,4,2022-02-14,37jCwWbb32w46aS5pKZZbe,"Universal Music Australia Pty. Ltd.",7B,GBUM70909097
88,"I Wanna","The All-American Rejects",50,164,"pop punk, emo","Rock, Pop","When The World Comes Down",2008-01-01,03:28,42,91,0,0,43,0,20,-5,G,4,2022-02-14,1sYloFVfC8uhNEGo8IM4Ug,"Interscope",9B,USUM70843644
89,"Before the Worst","The Script",46,115,"","","The Script",2008-07-14,03:23,60,92,12,0,39,0,60,-4,G#/A♭ minor,4,2022-02-14,7D3woUaa3J2wCsVy3pSbXH,"Epic/Phonogenic",1A,GBARL0800428
90,"Kiss Me Thru The Phone","Soulja Boy, Sammie",80,150,"","","iSouljaBoyTellem",2008-01-01,03:13,76,71,2,0,79,10,0,-4,G,4,2022-02-14,2q4rjDy9WhaN3o9MvDbO21,"Collipark / Interscope",9B,USUM70848200
91,"Sober","P!nk",47,91,"","","Funhouse",2008-10-24,04:11,61,80,7,0,41,0,10,-5,F#/G♭,4,2022-02-14,4CeAaWrgDx4hf9m1rxWYLU,"LaFace Records",2B,USLF20800179
92,"Viva La Vida","Coldplay",67,138,"","","Viva La Vida or Death and All His Friends",2008-06-19,04:02,49,62,10,0,42,0,10,-7,F minor,4,2022-02-14,1SLxVWqXo9zNrrDKRa3m1G,"Parlophone UK",4A,GBAYE0800265
93,"Hotel Room Service","Pitbull",60,126,"","","Hotel Room Service",2009-06-11,03:58,85,60,0,0,76,20,0,-8,F#/G♭,4,2022-02-14,32yIEFS62uS5ryhr2Xlooj,"Mr.305/Polo Grounds Music/J Records",2B,USJAY0900063
94,"Feels Like Woah","Wesley Dean",30,137,"","","The Way The World Looks",2009-03-23,03:12,47,94,1,0,69,10,30,-3,B,4,2022-02-14,1zLWUJOhY6yL345ENiioVF,"Sony Music Entertainment",1B,AUBM00900042
95,"According To You","Orianthi",45,131,"","","Believe (International Version)",2009-01-01,03:20,61,92,2,0,54,0,10,-3,F,4,2022-02-14,3SC4yUuwlSL8NvsYgo7B0M,"Geffen",7B,USUM70984867
96,"Russian Roulette","Rihanna",67,80,"","","Rated R",2009-11-20,03:47,48,49,5,0,27,0,10,-6,F#/G♭ minor,4,2022-02-14,3rMsX63C0IZVnOT5LGYoTH,"Def Jam Recordings",11A,USUM70912464
97,"If U Seek Amy","Britney Spears",71,130,"pop","Pop","Circus (Deluxe Version)",2008-12-02,03:36,72,59,2,0,54,0,0,-7,E minor,4,2022-02-14,2hdy9Wt9qp7M7d0U3ossu2,"Jive",9A,USJI10801329
98,"We Are The People","Empire Of The Sun",86,123,"","","Walking On A Dream (10th Anniversary Edition)",2008-10-03,04:27,68,78,8,1,53,0,40,-5,E minor,4,2022-02-14,3zEN0ii6s4DHHBpnTp3RP7,"EMI Recorded Music Australia Pty Ltd",9A,AUEI10800041
99,"Like It Loud","Cassie Davis",22,150,"","","Differently",2009-08-17,03:06,61,78,0,17,67,0,10,-5,A#/B♭ minor,4,2022-02-14,33lbpvYnJK8T4oY0BW1GMu,"Sony Music Entertainment",3A,AUBM00800673
100,"Jizz In My Pants","The Lonely Island",52,122,"comedy","Pop","Incredibad",2009-00-00,02:31,64,87,0,0,20,20,60,-7,G,4,2022-02-14,0WnUB48NWIl4R96uGuF2XQ,"Broadway Video/Republic Records",9B,USUM70852238
