#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud (Db),Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,ISRC
11,"Sexy Can I","Ray J, Yung Berg",65,172,"","","All I Feel",2008-04-08,03:24,57,69,30,0,93,30,60,-6,C♯/D♭,4,2024-05-27,1LnATvtXXioQNPeKTT4x9T,"eOne Music",3B,USKO10702948
12,"Take A Bow","Rihanna",77,80,"","","Good Girl Gone Bad: Reloaded",2008-06-02,03:49,52,47,25,0,56,10,0,-8,A,4,2019-06-03,3goSVuTt3fDYDP6kRnFwuL,"Def Jam Recordings",11B,USUM70809004
13,"Viva La Vida","Coldplay",86,138,"","","Viva La Vida or Death and All His Friends",2008-06-06,04:02,49,62,10,0,42,0,10,-7,F minor,4,2019-06-03,1mea3bSkSGXuIRvnydlB5b,"Parlophone UK",4A,GBAYE0800265
14,"I Kissed A Girl","Katy Perry",70,130,"pop","Pop","One Of The Boys",2008-06-17,02:59,70,76,0,0,70,0,10,-3,F,4,2024-05-27,005lwxGU1tms6HGELIcUv9,"Capitol Records",7B,USCA20801738
15,"Whatever You Like","T.I.",75,150,"southern hip hop","Hip Hop","Paper Trail",2008-09-07,04:09,68,69,2,0,47,0,20,-6,A minor,4,2019-06-03,1IAzD1muglOxOcPbUHs70R,"Grand Hustle, LLC",8A,USAT20803170
16,"Disturbia","Rihanna",82,125,"","","Good Girl Gone Bad: Reloaded",2008-06-02,03:58,71,81,9,0,72,0,10,-5,B minor,4,2019-06-03,2VOomzT6VavJOGBeySqaMc,"Def Jam Recordings",10A,USUM70814476
17,"Don't Stop The Music","Rihanna",84,123,"","","Good Girl Gone Bad: Reloaded",2008-06-02,04:27,83,67,3,0,55,0,0,-6,F#/G♭ minor,4,2019-06-03,0ByMNEPAPpOR5H69DVrTNy,"Def Jam Recordings",11A,USUM70734700
18,"Pocketful of Sunshine","Natasha Bedingfield",79,110,"","","Pocketful Of Sunshine",2007-04-27,03:22,72,88,19,0,66,0,0,-4,A minor,4,2019-06-03,1uigwk5hNV84zRd5YQQRTk,"Epic/Phonogenic",8A,GBARL0701374
19,"Kiss Kiss (feat. T-Pain)","Chris Brown, T-Pain",76,140,"r&b","R&B","Exclusive (Expanded Edition)",2007-11-06,04:10,73,66,5,0,55,20,0,-3,A#/B♭ minor,3,2024-05-27,3wKKkGVn7cVSfgPeYYIiXG,"Jive",3A,USJI10700577
20,"Closer","Ne-Yo",72,126,"","","Year Of The Gentleman",2008-01-01,03:54,71,75,2,0,57,0,10,-6,E minor,4,2024-05-27,0GX5oOKtU0nnx5OkhenW2i,"Def Soul",9A,USUM70809378
21,"Bubbly","Colbie Caillat",67,128,"","","Coco",2007-01-01,03:16,70,47,60,0,25,0,10,-7,A,4,2024-05-27,0rFOs9paloAvEtzwDX1Kmc,"Universal Records",11B,USUM70736197
22,"Touch My Body","Mariah Carey",75,79,"christmas","Pop","E=MC2 (Deluxe Version)",2008-04-04,03:24,71,67,10,0,84,0,20,-8,E minor,4,2024-05-27,2aEuXA1KswHlCGPOuPmCOW,"Def Jam Recordings",9A,USUM70809417
23,"4 Minutes (feat. Justin Timberlake and Timbaland)","Madonna, Justin Timberlake, Timbaland",50,113,"","","Hard Candy",2008-04-19,04:05,71,91,1,0,80,0,0,-5,D,4,2021-10-13,0NeZ8Bhhu3Vt5qCKLdvxpw,"Warner Records",10B,USWB10800435
24,"So What","P!nk",76,126,"","","Funhouse (Expanded Edition)",2008-10-24,03:35,53,87,0,0,46,0,20,-3,B minor,4,2024-05-27,0JiY190vktuhSGN6aqJdrt,"LaFace Records",10A,USLF20800067
25,"Paralyzer","Finger Eleven",43,106,"","","Them vs. You vs. Me",2007-01-01,03:28,65,94,16,0,88,0,10,-3,B minor,4,2024-08-05,06oFkihdWaUvtEnzpEIaM6,"The Bicycle Music Company",10A,USWU30700001
26,"Clumsy","Fergie",65,184,"","","The Dutchess",2006-09-13,04:00,73,56,19,0,45,10,30,-4,D,4,2024-05-27,50xeLNGKmskmYUSINhqvfa,"Will I Am / Fergie LP1",10B,USUM70609116
27,"I'm Yours","Jason Mraz",81,151,"soft pop, acoustic pop","Folk, Pop","We Sing. We Dance. We Steal Things. (Bonus Tracks Version)",2008-05-01,04:02,70,44,56,0,71,0,10,-9,B,4,2024-05-27,3S0OXQeoh0w6AY8WQVckRW,"Atlantic Records/ATG",1B,USEE10800667
28,"Leavin'","Jesse McCartney",63,79,"","","Departure - Recharged",2008-00-00,03:36,69,71,3,0,89,0,0,-6,A,4,2024-05-27,20ORwCJusz4KS2PbTPVNKo,"Hollywood Records",11B,USHR10823703
29,"Dangerous","Kardinal Offishall, Akon",78,117,"","","Not 4 Sale",2008-01-01,04:06,95,79,0,0,81,0,0,-6,G#/A♭,4,2024-05-27,4NOZ35Dhucr6UlVyLOtktd,"Konvict Live/Geffen Records",4B,USUM70830921
30,"Tattoo","Jordin Sparks",58,168,"","","Jordin Sparks",2007-11-19,03:53,57,77,43,0,55,0,10,-5,D,4,2024-05-27,1oi3vkeOGXAd3qljM5o9Oe,"19 Recordings",10B,GBCTA0700266
31,"See You Again","Miley Cyrus",68,139,"","","Meet Miley Cyrus",2007-06-26,03:10,69,91,2,0,80,10,10,-5,A minor,4,2024-05-25,3AjyOYxBv8bByfBtG5o9dP,"Hollywood Records",8A,USHR10723141
32,"Shake It","Metro Station",67,150,"","","Metro Station",2007-09-18,02:59,62,96,0,0,79,0,40,-4,E,4,2024-05-25,5619Ojc6t9evEEs3B7Drhe,"Red Ink",12B,USSM10702537
33,"Stop And Stare","OneRepublic",63,92,"soft pop","Pop","Dreaming Out Loud",2007-01-01,03:43,49,86,7,0,25,0,0,-4,E,4,2019-06-04,48s0QHJgmiNsth3WEO6U4M,"Mosley / Interscope",12B,USUM70758804
34,"Take You There","Sean Kingston",69,115,"","","Sean Kingston",2008-03-11,03:56,75,92,2,0,63,0,20,-4,F minor,4,2024-05-27,6AdLyvisRKHLAwARaZMGr6,"Epic/Beluga Heights",4A,USSM10702415
35,"Paper Planes","M.I.A.",78,172,"","","Kala",2007-08-20,03:25,45,85,3,0,49,20,60,-6,D,4,2024-05-27,1ixbwbeBi5ufN4noUKmW5a,"XL Recordings",10B,GBBKS0700215
36,"Hot N Cold","Katy Perry",72,132,"pop","Pop","One Of The Boys",2008-06-17,03:40,71,84,0,0,86,0,0,-4,G,4,2024-05-27,1y4eb6hmAvsqlDOl3fx9kk,"Capitol Records",9B,USCA20802544
37,"Live Your Life","T.I., Rihanna",75,160,"southern hip hop","Hip Hop","Paper Trail",2008-09-07,05:38,38,86,7,0,48,20,20,-3,B minor,4,2019-06-04,3jlbL2OTD5YmIunYzgQTAN,"Grand Hustle, LLC",10A,USAT20803620
38,"Bust It Baby, Pt. 2 (feat. Ne-Yo)","Plies, Ne-Yo",64,79,"southern hip hop","Hip Hop","Definition of Real",2008-06-10,04:00,65,80,15,0,81,10,30,-7,F minor,4,2024-05-27,0exb0K7vsjf5bXWLJJhAuF,"Atlantic/Slip N' Slide",4A,USAT20801378
39,"American Boy","Estelle, Kanye West",0,118,"rap","Hip Hop","Shine",2008-03-31,04:44,69,73,17,0,52,30,0,-3,C,4,2024-05-27,3IX1c76hbN4iTm9RcItC36,"Woah Dad!",8B,USAT20706210
40,"Got Money","Lil Wayne, T-Pain",56,82,"rap, hip hop","Hip Hop","Tha Carter III",2008-06-10,04:04,69,66,0,0,70,10,60,-5,G,4,2024-05-27,46lIt6GmL0VkkbuUyGDbCs,"CM/Republic",9B,USCM50800468
41,"Our Song","Taylor Swift",68,89,"","","Taylor Swift",2006-10-24,03:21,67,67,11,0,54,0,30,-5,D,4,2019-06-04,15DeqWWQB4dcEWzJg15VrN,"Taylor Swift",10B,USCJY0703142
42,"Damaged","Danity Kane",57,120,"","","Welcome to the Dollhouse",2008-03-17,04:04,77,65,9,0,82,0,10,-5,G#/A♭ minor,4,2024-05-27,4yHFxB8kzzeuNvoouR8N0N,"Bad Boy Records",1A,USAT20800937
43,"A Milli","Lil Wayne",69,151,"rap, hip hop","Hip Hop","Tha Carter III",2008-06-10,03:41,67,70,4,0,77,20,10,-9,F#/G♭ minor,4,2024-05-27,6ScJMrlpiLfZUGtWp4QIVt,"CM/Republic",11A,USCM50800553
44,"Sorry","Buckcherry",53,131,"","","15",2006-04-11,03:48,54,77,3,0,38,0,10,-4,D,4,2024-05-27,6HDfH9xZ36NBNl5A71QrTR,"Endurance Music Group",10B,USDPK0513006
45,"Independent (feat. Boosie Badazz & Lil Phat)","Webbie, Boosie Badazz, Lil Phat",58,174,"southern hip hop, crunk, new orleans bounce","Hip Hop","Savage Life 2",2008-02-25,04:10,73,43,0,0,20,0,10,-6,C♯/D♭ minor,4,2024-05-27,0tdjTo4xacmmF7eINqaM8z,"Trill Entertainment exclusively licensed to Santa Anna Label Group",12A,USAT20705690
46,"Can't Believe It (feat. Lil' Wayne)","T-Pain, Lil Wayne",66,90,"rap, hip hop","Hip Hop","Three Ringz (Thr33 Ringz) [Expanded Edition]",2008-11-11,04:33,65,52,0,0,8,0,0,-9,A#/B♭ minor,4,2024-05-27,4D2cYdHqk8tu65jUig4OcN,"Jive/Legacy",3A,USJI10800336
47,"Like You'll Never See Me Again","Alicia Keys",56,128,"r&b, neo soul","R&B","As I Am (Expanded Edition)",2007-11-09,05:15,56,66,17,0,27,0,10,-8,G,4,2019-06-04,3JHDtmFdX9kdx9wz0md98U,"J Records",9B,USJAY0700219
48,"Teardrops On My Guitar - Radio Single Remix","Taylor Swift",61,100,"","","Taylor Swift",2006-10-24,03:23,62,42,29,0,29,0,10,-7,A#/B♭,4,2019-06-04,7zMcNqs55Mxer82bvZFkpg,"Taylor Swift",6B,USCJY0603137
49,"When I Grow Up","The Pussycat Dolls",71,118,"","","Doll Domination (Deluxe)",2008-09-23,04:05,67,69,0,0,37,0,40,-6,B minor,4,2019-06-04,21pySLskKIKrhDziCX5ojQ,"Pussycat Dolls LP2 / Timbaland",10A,USUM70813999
50,"Sexual Eruption - Album Version (Explicit) FINAL","Snoop Dogg",43,120,"g-funk, west coast hip hop, gangster rap, hip hop, old school hip hop, rap","Hip Hop, R&B","Ego Trippin'",2008-01-01,04:00,77,82,1,0,53,0,0,-4,B,4,2024-05-27,5gHISrWamQR5jI2K51ISbA,"Geffen",1B,USUM70805713
51,"What You Got","Colby O'Donis, Akon",64,120,"","","Colby O",2008-01-01,04:03,78,64,3,0,31,0,10,-7,C♯/D♭,4,2019-06-04,3MldzywZOH4Uci6bq9noyJ,"Konvict Live/Geffen Records",3B,USUM70805346
52,"It's Not My Time","3 Doors Down",67,128,"post-grunge","Rock","3 Doors Down",2008-01-01,04:01,53,94,0,0,31,0,10,-5,C,4,2019-06-04,0uybt73QFXaLCoxuVf6fhm,"Universal (MT)",8B,USUM70803427
53,"Better in Time","Leona Lewis",69,164,"","","Spirit",2007-00-00,03:54,58,70,51,0,55,0,10,-4,F#/G♭,4,2024-05-27,2iXBZ32Fz5VDCLeE0JIdX5,"Syco Music UK",2B,GBHMU0700069
54,"Crank That (Soulja Boy)","Soulja Boy",76,140,"","","souljaboytellem.com",2007-01-01,03:41,73,74,51,0,80,0,0,-2,C,4,2019-06-04,66TRwr5uJwPt15mfFkzhbi,"Collipark / Interscope",8B,USUM70742048
55,"Shadow of the Day","Linkin Park",70,110,"nu metal, rap metal, rock, alternative metal","Metal, Rock, Hip Hop","Minutes to Midnight",2007-05-14,04:49,53,38,1,2,6,0,10,-8,B,4,2024-05-27,0OYcEfskah1egYHjYRvbg1,"Warner Records",1B,USWB10701214
56,"Sweetest Girl (Dollar Bill) (feat. Akon, Lil' Wayne & Niia)","Wyclef Jean, Akon, Lil Wayne, Niia",46,93,"rap, hip hop","Hip Hop","CARNIVAL VOL. II...Memoirs of an Immigrant",2007-11-23,03:59,73,75,7,0,55,0,30,-4,C♯/D♭,4,2024-05-27,4VSx9uyg0sZpdnygVar6pE,"Columbia",3B,USSM10703185
57,"Miss Independent","Ne-Yo",66,172,"","","Year Of The Gentleman",2008-01-01,03:52,67,67,48,0,73,10,10,-6,C♯/D♭,4,2024-05-27,1yJ5fyqBusR7Verj8JGsKV,"Def Soul",3B,USUM70826981
58,"Fall for You","Secondhand Serenade",1,170,"emo","Rock","A Twist in My Story",2008-05-13,03:03,40,45,18,0,36,0,10,-7,C,4,2024-05-27,2fywBLXK9GQi8YR8C8d3c4,"Glassnote Entertainment Group LLC",8B,USYAH0700007
59,"In the Ayer (feat. will.I.am)","Flo Rida, will.i.am",58,126,"","","Mail on Sunday",2008-03-17,03:40,83,75,0,0,65,0,20,-6,F minor,4,2024-05-27,6RpiAj9Ofv0Uqp6n2OuRoh,"Poe Boy/Atlantic",4A,USAT20801524
60,"Say","John Mayer",61,168,"singer-songwriter","Folk","Say",2006-10-13,03:50,49,72,54,0,54,0,0,-7,A#/B♭,4,2019-06-04,6wZI4mdT8JwXgkGURnBQiq,"Columbia",6B,USSM10704655
61,"One Step At a Time","Jordin Sparks",61,102,"","","Jordin Sparks",2007-11-19,03:25,77,69,8,0,69,0,0,-5,C♯/D♭,4,2024-05-27,7rFe0uEHuONOTavUfaxEcS,"19 Recordings",3B,GBCTA0700276
62,"Hate That I Love You","Rihanna, Ne-Yo",73,94,"","","Good Girl Gone Bad: Reloaded",2008-06-02,03:38,64,73,32,0,73,0,10,-5,F minor,4,2019-06-04,7iu0WYLdo4yksKf3seaxzI,"Def Jam Recordings",4A,USUM70734713
63,"Superstar (feat. Matthew Santos)","Lupe Fiasco, Matthew Santos",72,95,"","","Lupe Fiasco's The Cool",2007-01-01,04:49,57,82,21,0,47,30,30,-6,B minor,4,2024-05-27,7dltD9eEX7X1zk8JJ9BS0e,"1st & 15th/Atlantic",10A,USAT20704985
64,"Suffocate","J. Holiday",48,123,"r&b","R&B","Back Of My Lac'",2007-01-01,03:40,73,44,66,0,47,10,0,-8,C,4,2019-06-04,6xlEwLvtwDXR3bfLPxnjv9,"Capitol Records",8B,USCA20704866
65,"Let It Rock","Kevin Rudolf, Lil Wayne",69,113,"rap, hip hop","Hip Hop","In The City",2008-01-01,03:51,61,78,0,0,43,0,0,-4,G,4,2024-05-27,6TrNRd98WksT9Kkmx9uj6R,"Cash Money",9B,USCM50800823
66,"Get Like Me","David Banner, Chris Brown, Yung Joc",59,61,"southern hip hop, crunk, r&b","Hip Hop, R&B","The Greatest Story Ever Told",2008-00-00,03:44,61,75,0,0,65,40,20,-4,C♯/D♭,3,2019-06-04,2IBF9lQ9lgVai8LkskI5L7,"SRC Records",3B,USUM70808699
67,"Realize","Colbie Caillat",54,124,"","","Coco",2007-01-01,04:04,69,59,13,0,19,0,10,-6,C♯/D♭,4,2019-06-04,5OGkKx8jP0A5KSULEc6XYZ,"Universal Records",3B,USUM70736482
68,"Put On","Jeezy, Kanye West",70,138,"southern hip hop, crunk, rap, gangster rap","Hip Hop","The Recession",2008-01-01,05:21,65,76,0,0,27,0,0,-6,A minor,4,2024-05-27,3OePAyHePd68TTKmy2hjq0,"Def Jam Recordings",8A,USUM70815008
69,"The Time of My Life","David Cook",51,155,"","","David Cook",2008-11-18,03:36,41,58,5,0,28,0,10,-6,G#/A♭,3,2024-05-27,6avyV3xlz2UFeiAUZ0SqyT,"RCA Records Label",4B,GBCTA0800153
70,"Lolli Lolli (Pop That Body) (feat. Project Pat, Young D & Superpower) - Explicit Album Version","Three 6 Mafia, Project Pat, Young-D, Superpower",13,120,"southern hip hop, horrorcore, crunk, gangster rap","Hip Hop, Metal","Last 2 Walk",2008-06-21,04:11,89,95,2,0,88,0,10,-6,D,4,2024-05-27,7mOJIGI6O7F7OqSa48mead,"Hypnotize Minds/Columbia",10B,USSM10800904
71,"Cyclone (feat. T-Pain) - Main","Baby Bash, T-Pain",70,78,"","","Cyclone (feat. T-Pain) [Main]",2007-07-31,03:42,64,73,1,0,58,0,10,-5,B,4,2019-06-04,0x1LCpY9Rgeq97VPajm81B,"Arista",1B,USAR10700270
72,"Love Like This (feat. Sean Kingston)","Natasha Bedingfield, Sean Kingston",58,77,"","","Pocketful Of Sunshine",2007-04-27,03:42,78,79,14,0,90,0,10,-4,G minor,4,2024-05-27,49ppqF73rOz5Nyt1paRxIF,"Epic/Phonogenic",6A,GBARL0701133
73,"Burnin' Up","Jonas Brothers",16,114,"","","A Little Bit Longer",2008-08-12,02:55,67,95,3,0,81,0,30,-3,D,4,2019-06-04,2VEsmoek0sol9MnJFyoG9e,"Republic Records",10B,USHR10823884
74,"Love Lockdown","Kanye West",64,120,"rap","Hip Hop","808s & Heartbreak",2008-11-24,04:30,76,52,5,50,11,0,10,-8,C♯/D♭ minor,4,2019-08-04,1kxeWHF9PrCVZHvVskv8lg,"Roc-A-Fella",12A,USUM70837229
75,"I Luv Your Girl","The-Dream",66,90,"r&b","R&B","Love/Hate",2007-01-01,04:27,72,32,1,0,4,0,10,-10,G#/A♭,4,2019-06-04,3wkNK8tJZ2stygNJm8RCRD,"Dream / IDJ",4B,USUM70761979
76,"Crush","David Archuleta",70,162,"","","David Archuleta",2008-11-11,03:33,57,66,1,0,49,0,0,-5,C minor,4,2024-05-27,4wCD0qOFNRu1Q6O3N6ycm4,"Jive",5A,GBCTA0800201
77,"Hypnotized (feat. Akon)","Plies, Akon",67,117,"southern hip hop","Hip Hop","The Real Testament",2007-08-06,03:08,84,57,16,0,62,0,40,-7,A#/B♭,4,2024-05-27,3LN41NUdHkyNqQhi9gExMm,"Atlantic/Slip N' Slide",6B,USAT20703764
78,"Big Girls Don't Cry (Personal)","Fergie",66,113,"","","The Dutchess",2006-09-13,04:28,71,64,20,0,25,0,0,-4,G,4,2019-06-04,4AniPkv5vgdE1n6VKreiyI,"Will I Am / Fergie LP1",9B,USUM70609115
79,"Good Life","Kanye West, T-Pain",74,83,"rap","Hip Hop","Graduation",2007-09-11,03:27,44,81,0,0,49,30,40,-7,C♯/D♭,4,2024-05-27,4ZPdLEztrlZqbJkgHNw54L,"Roc-A-Fella",3B,USUM70749087
80,"Womanizer","Britney Spears",79,139,"pop","Pop","Circus (Deluxe Version)",2008-12-02,03:44,72,70,7,0,24,0,0,-5,B,4,2019-06-04,4fixebDZAVToLbUCuEloa2,"Jive",1B,USJI10800838
81,"Love Story","Taylor Swift",65,119,"","","Fearless",2008-11-11,03:55,62,74,17,0,30,0,0,-4,D,4,2019-06-04,1vrd6UOGamcKNGnSHJQlSt,"Taylor Swift",10B,USCJY0803275
82,"Just Fine","Mary J. Blige",62,123,"r&b","R&B","Growing Pains",2007-01-01,04:02,92,80,4,0,59,10,10,-4,B minor,4,2019-06-04,33vzOPcd9FRirYGlCu32x4,"Geffen*",10A,USUM70754422
83,"Piece of Me","Britney Spears",66,115,"pop","Pop","Blackout",2007-10-25,03:32,77,64,9,0,78,20,0,-5,B,4,2024-05-27,2EvwLVrnYbCZEG6Kx5DCRy,"Jive",1B,USJI10700729
84,"The Boss","Rick Ross, T-Pain",56,84,"southern hip hop","Hip Hop","Trilla",2008-01-01,03:45,42,84,1,0,58,30,30,-4,G,4,2024-05-27,67LLvp5hpAtJRZQa7frobT,"Def Jam Recordings",9B,USUM70764316
85,"All Summer Long","Kid Rock",72,103,"","","Rock n Roll Jesus",2007-10-09,04:57,70,86,2,0,89,0,10,-4,G,4,2019-06-04,5rX6C5QVvvZB7XckETNych,"Top Dog/Atlantic",9B,USAT20704333
86,"Can't Help but Wait","Trey Songz",66,95,"r&b","R&B","Trey Day",2007-10-01,03:26,70,70,36,0,61,0,0,-6,G#/A♭ minor,4,2019-06-04,5k3VjTwIsOjQ2woGz3Yx71,"Atlantic Records",1A,USAT20703795
87,"In Love With a Girl","Gavin DeGraw",49,162,"","","Gavin DeGraw",2008-05-06,03:26,44,91,2,0,68,0,30,-5,D#/E♭,4,2019-06-04,3zcmWxxUA7Em7X3IBqZGUo,"J Records",5B,USJAY0700330
88,"My Life","The Game, Lil Wayne",60,148,"west coast hip hop, rap, hip hop","Hip Hop","LAX",2008-01-01,05:20,67,77,7,0,38,30,0,-5,B,4,2024-05-27,3TVqRXUeqGdghlJLWgXtAu,"Geffen",1B,USUM70826440
89,"I Remember","Keyshia Cole",56,129,"r&b","R&B","Just Like You",2007-01-01,04:20,42,73,20,0,31,0,10,-4,F minor,4,2019-06-04,1dObJGQUgJ7tWxJ0byON6W,"Geffen",4A,USUM70748275
90,"Flashing Lights","Kanye West, Dwele",3,90,"rap, neo soul","R&B, Hip Hop","Graduation",2007-09-11,03:57,64,63,4,0,43,0,30,-8,F#/G♭ minor,4,2019-06-04,31I3Rt1bPa2LrE74DdNizO,"Roc-A-Fella",11A,USUM70749095
91,"Mrs. Officer","Lil Wayne, Bobby V., Kidd Kidd",69,112,"rap, hip hop, r&b","Hip Hop, R&B","Tha Carter III",2008-06-10,04:46,92,55,24,0,95,10,0,-5,F#/G♭,5,2024-05-27,0EHR9OObFtjlhQB8wSt1m7,"CM/Republic",2B,USCM50800559
92,"7 Things - Single Version","Miley Cyrus",61,107,"","","Breakout",2008-01-01,03:33,59,90,2,0,54,0,0,-4,C♯/D♭ minor,4,2024-05-27,5ecZWU5uQOiCVSnPxBZNmT,"Hollywood Records",12A,USHR10823877
93,"You're Gonna Miss This","Trace Adkins",64,155,"country, acoustic country","Country, Folk","American Man: Greatest Hits Vol. II",2007-12-04,03:44,51,67,2,0,32,0,10,-7,G#/A♭,4,2024-05-27,7Efs0OIW6zgQyH7ehKZYpN,"Capitol Nashville",4B,USCN10701228
94,"Love Remains The Same","Gavin Rossdale",0,149,"","","Wanderlust",2012-01-01,04:09,41,63,24,0,11,0,10,-5,E,4,2024-05-27,3ZQY0bVYJDg9GYcYc6jLmH,"eOne Music",12B,USKO11101057
95,"Feels Like Tonight","Daughtry",46,131,"","","Daughtry",2006-11-20,03:58,48,90,0,0,32,0,10,-3,F#/G♭,4,2024-07-26,2tVCFmn2zKg2wGXS1TCIIA,"RCA Records Label",2B,GBCTA0600257
96,"The Way I Are","Timbaland, Keri Hilson, D.O.E.",60,115,"","","Shock Value",2007-04-02,02:59,73,81,18,75,76,10,30,-6,F#/G♭,4,2019-06-04,5RM4iGrNOyeKLTcMv2FPc9,"Interscope/Blackground Records",2B,USUM70722806
97,"Addicted","Saving Abel",70,138,"post-grunge","Rock","Saving Abel",2008-01-01,03:42,51,86,0,0,53,0,10,-4,G,4,2019-06-04,3pxCXv0NACYfYnLjFcQW5D,"Virgin Records",9B,USVI20701296
98,"Into the Night (feat. Chad Kroeger)","Santana, Chad Kroeger",56,128,"","","Ultimate Santana",2007-09-25,03:42,60,84,1,0,60,0,20,-5,G,4,2019-06-04,5Hv1QAbRWrUSUHaT0CmnMS,"Arista",9B,USAR10700353
99,"Heaven Sent","Keyshia Cole",57,79,"r&b","R&B","Just Like You",2007-01-01,03:52,64,74,8,0,41,0,0,-4,D minor,4,2019-06-04,2E90KUsor4U2abOJGFKtfx,"Geffen",7A,USUM70750466
100,"She Got It","2 Pistols, T-Pain, Tay Dizm",53,134,"horrorcore","Hip Hop, Metal","Death Before Dishonor",2008-01-01,04:34,53,75,0,0,27,10,30,-6,A#/B♭ minor,4,2024-05-27,11WuptzKtcVfPMYaf5aook,"Universal (MT)",3A,USUM70767566
