#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud (Db),Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,ISRC
11,"You Belong With Me","Taylor Swift",65,130,"","","Fearless",2008-11-11,03:51,69,78,16,0,44,0,10,-4,F#/G♭,4,2019-08-04,3GCL1PydwsLodcpv0Ll1ch,"Taylor Swift",2B,USCJY0803328
12,"Dead And Gone","T.I., Justin Timberlake",71,135,"southern hip hop","Hip Hop","Paper Trail",2008-09-07,04:59,71,75,4,0,47,20,60,-5,C,4,2019-08-04,7IhsLJMqdxoo7YAZjaSMru,"Grand Hustle, LLC",8B,USAT20803689
13,"You Found Me","The Fray",79,152,"","","The Fray",2009-02-02,04:01,34,80,2,0,40,0,10,-5,G#/A♭ minor,4,2019-08-04,4IoYz8XqqdowINzfRrFnhi,"Epic",1A,USSM10803009
14,"Use Somebody","Kings of Leon",80,137,"","","Only By The Night",2008-09-23,03:50,28,72,1,0,17,0,20,-5,C,4,2024-05-17,5VGlqQANWDKJFl0MBG3sg2,"RCA/Legacy",8B,USRC10800301
15,"Knock You Down","Keri Hilson, Kanye West, Ne-Yo",65,155,"rap","Hip Hop","In A Perfect World...",2009-01-01,05:26,59,88,1,0,65,10,10,-5,G#/A♭,4,2019-08-04,58FUwmyGUqkt53YPUcm7cJ,"Mosley / Interscope",4B,USUM70955396
16,"Blame It","Jamie Foxx, T-Pain",66,176,"","","Intuition",2008-12-11,04:49,67,61,8,0,36,10,10,-5,G,4,2019-08-04,08uGhvS5MfBk7crUCpnjva,"J Records",9B,USJAY0800389
17,"I Know You Want Me (Calle Ocho)","Pitbull",70,127,"","","Pitbull Starring In Rebelution",2009-08-31,03:57,82,73,1,0,79,10,10,-6,A,4,2024-05-27,5RzFJd6W40SDTyZkX6xx45,"Mr.305/Polo Grounds Music/J Records",11B,USJAY0900144
18,"Live Your Life","T.I., Rihanna",75,160,"southern hip hop","Hip Hop","Paper Trail",2008-09-07,05:38,38,86,7,0,48,20,20,-3,B minor,4,2019-08-04,3jlbL2OTD5YmIunYzgQTAN,"Grand Hustle, LLC",10A,USAT20803620
19,"Kiss Me Thru The Phone","Soulja Boy, Sammie",80,150,"","","iSouljaBoyTellem",2008-01-01,03:13,76,71,2,0,79,10,0,-4,G,4,2019-08-04,2q4rjDy9WhaN3o9MvDbO21,"Collipark / Interscope",9B,USUM70848200
20,"Down","Jay Sean, Lil Wayne",80,132,"rap, hip hop","Hip Hop","All Or Nothing",2009-01-01,03:32,73,68,1,0,73,0,0,-4,D,4,2024-05-27,6cmm1LMvZdB5zsCwX5BjqE,"Cash Money",10B,USCM50900094
21,"The Climb","Miley Cyrus",67,161,"","","Hannah Montana The Movie",2009-01-01,03:56,33,59,8,0,33,0,10,-7,E,4,2019-08-04,0V8FYVlBFuXXTIvRnMbZyS,"Walt Disney Records",12B,USWD10935758
22,"Best I Ever Had","Drake",78,162,"rap","Hip Hop","So Far Gone",2009-00-00,04:17,40,92,19,0,56,30,10,-2,C♯/D♭,4,2019-08-04,3QLjDkgLh9AOEHlhQtDuhs,"Young Money/Cash Money Records",3B,USCM51900161
23,"My Life Would Suck Without You","Kelly Clarkson",66,145,"christmas","Pop","All I Ever Wanted",2009-03-06,03:31,53,88,0,0,42,0,10,-4,A,4,2019-08-04,4Dm32oO01YpIubCHaAtKkN,"RCA Records Label",11B,GBCTA0800348
24,"Halo","Beyoncé",48,80,"","","I AM...SASHA FIERCE NEW DELUXE EDITION",2008-00-00,04:21,51,72,27,0,47,0,0,-6,B minor,4,2024-08-11,45r8hXdNI5lP1judNbaJZZ,"Music World Music/Columbia",10A,USSM10804556
25,"Hot N Cold","Katy Perry",72,132,"pop","Pop","One Of The Boys",2008-06-17,03:40,71,84,0,0,86,0,0,-4,G,4,2024-05-27,1y4eb6hmAvsqlDOl3fx9kk,"Capitol Records",9B,USCA20802544
26,"Second Chance","Shinedown",72,100,"post-grunge, alternative metal, rock","Metal, Rock","The Sound of Madness",2008-06-23,03:42,46,80,0,0,18,0,10,-5,C minor,4,2024-05-27,0CwYG1UnRmOx8Q1EzElCIL,"Atlantic Records",5A,USAT20802281
27,"Circus","Britney Spears",79,115,"pop","Pop","Circus (Deluxe Version)",2008-12-02,03:12,79,73,15,0,76,0,0,-5,F#/G♭ minor,4,2021-10-27,7jk7gqyEonmVVYahZN5zhW,"Jive",11A,USJI10801081
28,"Day 'N' Nite (nightmare)","Kid Cudi",71,138,"","","Man On The Moon: The End Of Day (Deluxe)",2009-01-01,03:41,88,44,48,0,80,0,10,-6,B minor,4,2024-05-27,5wfllwdjglyQislkskYLBv,"Kid Cudi/Universal Records",10A,USUM70957500
29,"Party In The U.S.A.","Miley Cyrus",75,96,"","","The Time Of Our Lives",2009-01-01,03:22,65,70,0,0,47,0,0,-5,A#/B♭ minor,4,2023-07-05,5Q0Nhxo0l2bP3pNjpGJwV1,"Hollywood Records",3A,USHR10924519
30,"DONTTRUSTME","3OH!3",71,130,"","","WANT",2008-07-07,03:12,79,71,2,0,51,20,10,-4,F minor,4,2019-08-04,5jzX4dWVQeBTtfBaXnMRt5,"Rhino Atlantic",4A,USAT20802554
31,"Run This Town","JAY-Z, Rihanna, Kanye West",79,87,"hip hop, east coast hip hop, rap","Hip Hop","The Blueprint 3",2009-09-08,04:27,63,92,28,0,44,20,20,-2,C♯/D♭,4,2019-12-04,7LR85XLWw2yXqKBSI5brbG,"Roc Nation / Jay-Z",3B,USJZ10900010
32,"Let It Rock","Kevin Rudolf, Lil Wayne",69,113,"rap, hip hop","Hip Hop","In The City",2008-01-01,03:51,61,78,0,0,43,0,0,-4,G,4,2024-05-27,6TrNRd98WksT9Kkmx9uj6R,"Cash Money",9B,USCM50800823
33,"Fire Burning","Sean Kingston",74,123,"","","Tomorrow",2009-09-07,03:59,84,80,2,0,89,0,30,-3,C♯/D♭,4,2024-05-27,2oENJa1T33GJ0w8dC167G4,"Epic/Beluga Heights",3B,USSM10902107
34,"Whatcha Say","Jason Derulo",59,144,"","","Jason Derulo (Deluxe Audio)",2010-03-01,03:41,62,71,4,0,71,0,10,-6,B,4,2019-09-24,2zJZwWF7BTGIIvrAlgzJEx,"Beluga Heights/Warner Records",1B,USWB10901504
35,"LoveGame","Lady Gaga",55,105,"art pop, pop","Pop","The Fame Monster (Deluxe Edition)",2009-11-05,03:36,89,68,1,0,84,0,30,-6,F#/G♭ minor,4,2019-09-24,5iHDEI2GIsx3YEa9OXPtRJ,"Interscope",11A,USUM70824404
36,"Waking Up In Vegas","Katy Perry",57,131,"pop","Pop","One Of The Boys",2008-06-17,03:19,52,88,0,0,59,0,10,-3,F minor,4,2019-08-04,6fvxos1qSHrIgOkKw4dhWS,"Capitol Records",4A,USCA20802541
37,"Birthday Sex","Jeremih",72,60,"","","Jeremih",2009-01-01,03:46,68,52,30,0,45,0,10,-6,G minor,4,2021-02-09,16XNk3bVCSHXN1rlwbXtHb,"Bu Vision LLC / IDJ",6A,USUM70959630
38,"Sober","P!nk",65,91,"","","Funhouse (Expanded Edition)",2008-10-24,04:11,61,80,6,0,37,0,10,-5,F#/G♭,4,2024-05-27,733ncRLzZQT5UtSPg1QmPc,"LaFace Records",2B,USLF20800179
39,"Womanizer","Britney Spears",79,139,"pop","Pop","Circus (Deluxe Version)",2008-12-02,03:44,72,70,7,0,24,0,0,-5,B,4,2019-08-04,4fixebDZAVToLbUCuEloa2,"Jive",1B,USJI10800838
40,"Whatever You Like","T.I.",75,150,"southern hip hop","Hip Hop","Paper Trail",2008-09-07,04:09,68,69,2,0,47,0,20,-6,A minor,4,2019-08-04,1IAzD1muglOxOcPbUHs70R,"Grand Hustle, LLC",8A,USAT20803170
41,"Obsessed","Mariah Carey",55,86,"christmas","Pop","Memoirs of an imperfect Angel",2009-09-28,04:02,74,47,5,0,37,0,80,-6,A#/B♭ minor,4,2024-05-27,0ekPOYOJPlwgTRS1ktn2aW,"Def Jam Recordings",3A,USUM70973055
42,"Mad","Ne-Yo",62,130,"","","Year Of The Gentleman",2008-01-01,04:14,73,64,67,0,69,0,10,-5,C,4,2019-08-04,4LxjagX6D8MxMaoTmqpQ8Y,"Def Soul",8B,USUM70833542
43,"Good Girls Go Bad (feat. Leighton Meester)","Cobra Starship, Leighton Meester",65,120,"","","Hot Mess",2009-08-07,03:16,59,87,1,0,63,0,50,-4,C,4,2024-05-27,7kMfu3KUydmrFVGEAhjtyl,"Decaydance/Fueled By Ramen",8B,USAT20901277
44,"Love Lockdown","Kanye West",64,120,"rap","Hip Hop","808s & Heartbreak",2008-11-24,04:30,76,52,5,50,11,0,10,-8,C♯/D♭ minor,4,2019-08-04,1kxeWHF9PrCVZHvVskv8lg,"Roc-A-Fella",12A,USUM70837229
45,"So What","P!nk",76,126,"","","Funhouse (Expanded Edition)",2008-10-24,03:35,53,87,0,0,46,0,20,-3,B minor,4,2024-05-27,0JiY190vktuhSGN6aqJdrt,"LaFace Records",10A,USLF20800067
46,"Hotel Room Service","Pitbull",73,126,"","","Pitbull Starring In Rebelution",2009-08-31,03:57,85,63,1,0,79,10,0,-8,C♯/D♭,4,2019-08-04,6Rb0ptOEjBjPPQUlQtQGbL,"Mr.305/Polo Grounds Music/J Records",3B,USJAY0900063
47,"Crack A Bottle","Eminem, Dr. Dre, 50 Cent",68,170,"rap, hip hop, old school hip hop, g-funk, gangster rap, west coast hip hop, east coast hip hop","Hip Hop, R&B","Relapse: Refill",2009-05-15,04:57,52,87,9,0,39,10,10,-3,A,3,2024-05-27,4dK00wCxlqWEeN8BoM1BHT,"Eminem Catalog PS",11B,USUM70964942
48,"If I Were a Boy","Beyoncé",49,90,"","","I AM...SASHA FIERCE NEW DELUXE EDITION",2008-00-00,04:09,63,52,11,0,43,0,30,-6,F#/G♭,4,2024-08-11,4B5jh8KMbfkjrivrWHHT8F,"Music World Music/Columbia",2B,USSM10803202
49,"Turnin Me On - Original Dirty","Keri Hilson, Lil Wayne",40,160,"rap, hip hop","Hip Hop","Turnin Me On (Explicit)",2008-01-01,04:08,66,58,0,0,9,0,10,-5,C♯/D♭,4,2019-08-04,3R6dN42VdwivkZTMz03Rci,"Mosley Music Group/Zone 4 Inc/Interscope",3B,USUM70849546
50,"I Hate This Part","The Pussycat Dolls",65,112,"","","Doll Domination (Deluxe)",2008-09-23,03:38,76,61,7,0,45,0,20,-4,F,4,2019-08-04,3tSuRiNgJmMqmYR23dCqnR,"Pussycat Dolls LP2 / Timbaland",7B,USUM70832599
51,"Gotta Be Somebody","Nickelback",68,116,"post-grunge, rock","Rock","Dark Horse",2008-11-14,04:12,54,89,0,0,21,0,10,-5,C,4,2024-05-27,06T10fEzN8ZCcqzQZYA184,"Roadrunner Records",8B,NLA320888025
52,"Please Don't Leave Me","P!nk",64,138,"","","Funhouse (Expanded Edition)",2008-10-24,03:51,59,85,1,0,75,0,30,-4,F#/G♭,4,2024-05-27,2gnZad0pb6QtUqMLTj2AjI,"LaFace Records",2B,USLF20800182
53,"Paparazzi","Lady Gaga",57,115,"art pop, pop","Pop","The Fame Monster (Deluxe Edition)",2009-11-05,03:28,76,69,11,0,40,0,0,-4,F minor,4,2019-09-24,0uNMe6UEqe9uGazPgUGnLD,"Interscope",4A,USUM70824408
54,"Beautiful","Akon, Colby O'Donis, Kardinal Offishall",74,130,"","","Freedom",2008-01-01,05:12,74,95,13,0,63,0,10,-4,C minor,4,2024-05-27,1GLx5tpDdwEFiA7KaikvX2,"Konvict/Upfront/SRC/Universal Records",5A,USUM70845927
55,"Viva La Vida","Coldplay",86,138,"","","Viva La Vida or Death and All His Friends",2008-06-06,04:02,49,62,10,0,42,0,10,-7,F minor,4,2019-08-04,1mea3bSkSGXuIRvnydlB5b,"Parlophone UK",4A,GBAYE0800265
56,"Right Now (Na Na Na)","Akon",80,138,"","","Freedom",2008-01-01,04:00,83,86,26,0,59,10,40,-4,G#/A♭ minor,4,2024-05-27,5Ravsw8TmHN5wBiYPPYUFw,"Konvict/Upfront/SRC/Universal Records",1A,USUM70837868
57,"Battlefield","Jordin Sparks",54,145,"","","Battlefield",2009-07-20,04:01,61,63,2,0,37,0,0,-3,D,4,2019-08-04,1Nme6K1PYAh7p7uygyuRdf,"Jive",10B,GBCTA0900150
58,"Sugar (feat. Wynter)","Flo Rida, Wynter Gordon",42,130,"","","R.O.O.T.S. (Route of Overcoming the Struggle)",2009-03-23,04:12,74,87,4,0,20,0,20,-4,C♯/D♭,4,2019-08-04,75dHnNDDenNLCUwU1Shvcj,"Poe Boy/Atlantic",3B,USAT20900460
59,"Miss Independent","Ne-Yo",66,172,"","","Year Of The Gentleman",2008-01-01,03:52,67,67,48,0,73,10,10,-6,C♯/D♭,4,2019-08-04,1yJ5fyqBusR7Verj8JGsKV,"Def Soul",3B,USUM70826981
60,"Fireflies","Owl City",78,180,"","","Ocean Eyes",2009-01-01,03:48,51,66,3,0,47,0,10,-7,D#/E♭,4,2024-05-27,3DamFFqW32WihKkTVlwTYQ,"Universal Records",5B,USUM70972068
61,"New Divide","Linkin Park",71,118,"nu metal, rap metal, rock, alternative metal","Metal, Rock, Hip Hop","Transformers: Revenge Of The Fallen The Album",2009-06-12,04:28,49,81,0,0,38,0,10,-3,F minor,4,2019-08-04,6Wx88Mv6b9ofjKMKkdwOJd,"Reprise",4A,USWB10901893
62,"Empire State Of Mind","JAY-Z, Alicia Keys",85,174,"hip hop, east coast hip hop, rap, r&b, neo soul","Hip Hop, R&B","The Blueprint 3",2009-09-08,04:36,49,96,3,0,81,30,40,-2,B,4,2019-12-04,2igwFfvr1OAGX9SKDCPBwO,"Roc Nation / Jay-Z",1B,USJZ10900031
63,"No Surprise","Daughtry",48,96,"","","Leave This Town",2009-07-14,04:29,48,78,1,0,14,0,10,-4,D#/E♭,4,2019-08-04,6JnqbWl6N8g4Ikw5uZiJY4,"RCA Records Label",5B,GBCTA0900201
64,"She Wolf","Shakira",5,122,"latin pop","Latin, Pop","She Wolf (Expanded Edition)",2009-00-00,03:08,87,69,28,2,87,0,20,-7,G,4,2019-08-04,4cS2HQ6jK80vqdY9ofpztx,"Epic",9B,USSM10903570
65,"Break Up","Mario",50,74,"r&b","R&B","D.N.A.",2009-10-08,04:09,44,52,43,0,48,30,10,-7,C,4,2019-08-04,4UP5HP7IAnNdxD01g1lzQp,"J Records",8B,USJAY0900207
66,"Sweet Dreams","Beyoncé",45,122,"","","I AM...SASHA FIERCE NEW DELUXE EDITION",2008-00-00,03:28,70,81,10,0,76,10,0,-6,C♯/D♭,4,2024-08-11,7sgLgIbaZ1wMKrJZBiYjj6,"Music World Music/Columbia",3B,USSM10804756
67,"EveryGirl In The World","Young Money",58,76,"","","We Are Young Money",2009-01-01,05:13,60,74,0,0,74,20,30,-6,E,4,2024-05-27,1EjzkhMFJgl08Qkn2uDV1d,"Cash Money Records/Motown Records",12B,USCM50901240
68,"Fallin' For You","Colbie Caillat",60,117,"","","Breakthrough (Deluxe Edition)",2009-00-00,03:35,64,83,16,0,59,0,10,-6,E,4,2024-05-27,1le5KVGTF1xWf2aUj7ruLy,"Universal Records",12B,USUM70970021
69,"Untouched","The Veronicas",62,177,"","","Hook Me Up",2007-10-30,04:15,56,78,2,2,44,20,10,-5,F#/G♭ minor,4,2024-05-27,0KlahhzNb98zyN83Vwae0l,"Sire/Warner Records",11A,USWB10704602
70,"If Today Was Your Last Day","Nickelback",71,90,"post-grunge, rock","Rock","Dark Horse",2008-11-14,04:09,49,91,0,0,57,0,0,-6,D#/E♭,4,2024-05-27,4QJLKU75Rg4558f4LbDBRi,"Roadrunner Records",5B,NLA320887846
71,"Throw It In The Bag","Fabolous, The-Dream",59,172,"r&b","R&B","Loso's Way",2009-01-01,03:51,79,55,17,0,70,0,0,-7,B minor,4,2019-08-04,6c0GmyBsE7mQtrVvxJaWc3,"Fabolous / Desert Storm",10A,USUM70974662
72,"Love Drunk","BOYS LIKE GIRLS",63,150,"pop punk, emo","Rock, Pop","Love Drunk",2009-09-07,03:46,44,98,0,0,41,10,10,-3,A#/B♭,4,2019-08-04,20X9OeC606XNwEtDBOym5u,"Columbia",6B,USSM10903442
73,"I Love College","Asher Roth",56,86,"","","Asleep In The Bread Aisle",2009-01-01,04:01,71,83,9,0,66,20,40,-4,G#/A♭,4,2019-08-04,1akgiRM3mN2nxu2AX6ACCW,"SRC Records",4B,USUM70853293
74,"If U Seek Amy","Britney Spears",71,130,"pop","Pop","Circus (Deluxe Version)",2008-12-02,03:36,72,59,2,0,54,0,0,-7,E minor,4,2019-08-04,2hdy9Wt9qp7M7d0U3ossu2,"Jive",9A,USJI10801329
75,"Big Green Tractor","Jason Aldean",69,137,"country, acoustic country","Country, Folk","Wide Open",2009-04-07,03:24,62,59,65,0,58,0,30,-5,E,4,2024-05-27,0Ajm7DFmbGEURySKm7G2jf,"Broken Bow Records",12B,US58E0800180
76,"White Horse","Taylor Swift",52,93,"","","Fearless",2008-11-11,03:54,58,34,31,0,22,0,10,-8,C,4,2019-08-04,6wn61Fzx9XMxQmieLpoIhW,"Taylor Swift",8B,USCJY0803264
77,"Disturbia","Rihanna",82,125,"","","Good Girl Gone Bad: Reloaded",2008-06-02,03:58,71,81,9,0,72,0,10,-5,B minor,4,2019-08-04,2VOomzT6VavJOGBeySqaMc,"Def Jam Recordings",10A,USUM70814476
78,"21 Guns","Green Day",76,160,"punk, pop punk","Pop, Rock","21st Century Breakdown",2009-05-15,05:21,27,74,5,0,42,0,60,-5,F,4,2019-08-04,64yrDBpcdwEdNY9loyEGbX,"Reprise",7B,USRE10900679
79,"Turn My Swag On","Soulja Boy",66,150,"","","iSouljaBoyTellem",2008-01-01,03:26,55,71,0,0,49,0,40,-3,D#/E♭ minor,4,2019-08-04,6ATrsVaZT7XjkCynxM8cTS,"Collipark / Interscope",2A,USUM70844276
80,"Rockin' That Shit","The-Dream",64,78,"r&b","R&B","Love Vs Money",2009-01-01,03:41,67,62,12,0,63,0,30,-5,G#/A♭,4,2019-08-04,3RBGG1be9aBaSvjnw6ABkh,"Dream / IDJ",4B,USUM70955207
81,"Chicken Fried","Zac Brown Band",77,170,"country, acoustic country","Country, Folk","The Foundation",2008-11-17,03:58,57,71,65,0,81,0,10,-4,F#/G♭,4,2024-05-27,0LQtEJt7x0s6knb6RKdRYc,"Home Grown Music",2B,USAT20804178
82,"Diva","Beyoncé",46,146,"","","I AM...SASHA FIERCE NEW DELUXE EDITION",2008-00-00,03:20,88,54,5,1,88,30,0,-7,G,4,2024-08-11,6TEJDE4Wtkh962h5AtMmgN,"Music World Music/Columbia",9B,USSM10804755
83,"Replay","Iyaz",67,91,"","","Replay",2009-08-11,03:02,71,75,17,0,20,0,10,-6,A,4,2019-08-04,5vlEg2fT4cFWAqU5QptIpQ,"Time Is Money/Beluga Heights/Reprise",11B,USRE10901161
84,"Then","Brad Paisley",59,145,"country","Country","American Saturday Night",2009-06-30,05:21,49,64,51,0,30,0,20,-5,C,4,2019-08-04,3XKbdb9GB6u3hsnUklQTav,"Arista Nashville",8B,USAN20900013
85,"Her Diamonds","Rob Thomas",57,88,"","","Cradlesong",2009-06-22,04:40,56,92,2,0,87,0,0,-5,G,4,2024-05-27,3LtwmK1OfN0dGs9jf3qSjn,"Emblem / Atlantic",9B,USAT20900637
86,"How Do You Sleep? - Radio Edit Remix","Jesse McCartney, Ludacris",54,106,"southern hip hop","Hip Hop","Departure - Recharged",2008-00-00,03:28,75,88,34,0,56,0,0,-4,G#/A♭,4,2019-08-04,3jkdQNkDTxxXtjSO4l0o1H,"Hollywood Records",4B,USHR10924268
87,"3","Britney Spears",62,135,"pop","Pop","The Singles Collection",2009-11-09,03:33,70,71,5,0,79,0,10,-2,F minor,4,2019-08-04,6pymOcrCnMuCWdgGVTvUgP,"Jive",4A,USJI10900602
88,"Forever","Drake, Kanye West, Lil Wayne, Eminem",70,104,"rap, hip hop","Hip Hop","Relapse: Refill",2009-05-15,05:57,46,91,25,0,54,30,10,-2,F minor,5,2024-05-27,5UsLjwBaTHBX4ektWIr4XX,"Eminem Catalog PS",4A,USUM70920707
89,"One Time","Justin Bieber",48,146,"","","My World (Canada Version - All BP's)",2009-01-01,03:35,69,85,6,0,76,0,0,-3,C♯/D♭ minor,4,2019-08-04,38dxwjNTN6sw1ZV3EivUUu,"RBMG/Def Jam",12A,USUM70964274
90,"I Run To You","Lady A",42,114,"country, pop country","Country, Pop","Lady Antebellum",2008-01-01,04:16,66,79,16,0,38,0,10,-4,D#/E♭,4,2019-08-04,58b795UJmSNjfzqdHZOcen,"Capitol Nashville",5B,USCN10800387
91,"I Do Not Hook Up","Kelly Clarkson",43,144,"christmas","Pop","All I Ever Wanted",2009-03-06,03:20,50,94,0,0,35,10,30,-3,A,4,2019-08-04,2I5CPUnMIKjEXeg61OI9uV,"RCA Records Label",11B,GBCTA0900006
92,"Green Light (feat. André 3000)","John Legend, André 3000",58,78,"soft pop, neo soul","R&B, Pop","Evolver",2008-10-27,04:44,62,88,9,0,76,10,20,-6,A minor,4,2019-08-04,72by3Re4C3eVEBXvsUo0zV,"G.O.O.D. Music/Columbia",8A,USSM10801473
93,"People Are Crazy","Billy Currington",6,142,"country, acoustic country","Country, Folk","Little Bit Of Everything",2008-01-01,03:51,65,70,21,0,36,0,10,-5,F,4,2019-08-04,5JnLiuMgRAWoHYOhatFP3s,"Mercury Nashville",7B,USUM70835804
94,"Whatever It Is","Zac Brown Band",69,84,"country, acoustic country","Country, Folk","The Foundation",2008-11-17,03:28,69,58,44,0,72,0,20,-7,C♯/D♭,4,2024-05-27,33kKQSeqM2ecEcKF0LNSRT,"Home Grown Music",3B,USAT20804233
95,"Already Gone","Kelly Clarkson",56,78,"christmas","Pop","All I Ever Wanted",2009-03-06,04:41,21,87,22,0,29,0,0,-3,A,4,2019-08-04,4fq2YUONcgrCJ2SPndSeKC,"RCA Records Label",11B,GBCTA0900011
96,"Goodbye","Kristinia DeBarge",45,120,"","","Exposed (Deluxe Edition)",2009-01-01,03:28,78,82,1,0,65,0,10,-3,C♯/D♭ minor,4,2019-08-04,5myYDbAurm1CW038qd4gL2,"Sodapop LLC / IDJ",12A,USUM70959699
97,"Say Hey (I Love You) (feat. Cherine Anderson)","Michael Franti & Spearhead, Cherine Anderson",62,93,"lovers rock, reggae, riddim, dancehall","Reggae, Electronic","All Rebel Rockers",2008-09-09,03:55,74,98,4,0,96,0,10,-4,F minor,4,2024-05-27,383B8ksM58jbV3HbiRJo0K,"Boo Boo Wax",4A,USEP40806106
98,"Pop Champagne (feat. Juelz Santana) - Explicit Album Version","Jim Jones, Ron Browz, Juelz Santana",41,137,"","","Pray IV Reign",2009-03-19,03:35,61,43,3,0,46,20,10,-7,C,3,2024-05-27,5lrOsw7J8R7shum7A4j36t,"Koch/Columbia",8B,USQX90800187
99,"Pretty Wings - uncut","Maxwell",61,116,"neo soul, quiet storm, r&b","R&B","BLACKsummers'night (2009)",2009-07-07,05:10,56,40,25,0,20,0,0,-10,A,4,2024-05-27,22NLm3IIR9NLG0cUYtmHMW,"Columbia",11B,USSM10901885
100,"Never Say Never","The Fray",68,160,"","","The Fray",2009-02-02,04:16,23,49,57,0,26,0,10,-6,G#/A♭,4,2019-08-04,57uX2vR9j9DNiANDYfXw1i,"Epic",4B,USSM10805070
