#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud (Db),Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,ISRC
23,"Cupid's Chokehold / Breakfast in America - Radio Mix","Gym Class Heroes",57,80,"","","As Cruel as School Children",2006-07-25,03:57,58,68,50,0,82,0,20,-5,C♯/D♭ minor,4,2024-08-10,23hbqaze4DcmXchvsqIB5Q,"Decaydance/Fueled By Ramen/ATL",12A,USAT20621892
24,"How to Save a Life","The Fray",84,122,"","","How To Save A Life",2005-09-13,04:22,64,74,27,0,36,0,10,-4,A#/B♭,4,2019-05-20,5fVZC9GiM4e8vu99W0Xf6J,"Epic",6B,USSM10601178
25,"Home","Daughtry",51,144,"","","Daughtry",2006-11-20,04:15,44,85,0,0,34,0,20,-4,F#/G♭,4,2019-05-20,2nXWKf0GXbFby4posGqEht,"RCA Records Label",2B,GBCTA0600230
26,"My Love (feat. T.I.) - Single Version","Justin Timberlake, T.I.",47,120,"southern hip hop","Hip Hop","My Love",2006-10-24,04:41,77,67,27,0,80,20,40,-6,E minor,4,2019-05-20,2iWljCivLjWnLkwItPZdRV,"Jive",9A,USJI10600894
27,"Stronger","Kanye West",82,104,"rap","Hip Hop","Graduation",2007-09-11,05:11,62,72,1,0,50,10,40,-8,C♯/D♭,4,2024-08-10,0j2T0R9dR9qdJYsB7ciXhf,"Roc-A-Fella",3B,USUM70741299
28,"We Fly High","Jim Jones",54,120,"","","Hustler's P.O.M.E. (Product Of My Environment)",2006-11-07,03:56,68,80,8,0,48,20,0,-7,C♯/D♭,5,2024-08-10,42iB9FGhrqTXFQtE2Mypxl,"eOne Music",3B,USKO10601628
29,"U + Ur Hand","P!nk",65,141,"","","I'm Not Dead",2006-04-04,03:34,71,89,0,0,89,0,0,-4,C,4,2024-08-10,1iOJQhxKSJ7dg3Dk03yPnl,"LaFace/Legacy",8B,USLF20500242
30,"Walk It Out","Unk",61,160,"crunk, southern hip hop","Hip Hop","Beat'n Down Yo Block",2006-10-03,02:53,79,78,10,0,71,0,20,-4,C♯/D♭ minor,4,2024-08-10,0JPntF36B28bSTUkjplyNd,"eOne Music",12A,USKO10601381
31,"Beautiful Girls","Sean Kingston",65,130,"","","Sean Kingston",2008-03-11,04:01,75,67,16,0,71,0,30,-6,A,4,2024-08-10,67D9O4Oau629qirRXtTWCS,"Epic/Beluga Heights",11B,USSM10701781
32,"This Ain't A Scene, It's An Arms Race","Fall Out Boy",48,200,"emo, pop punk","Rock, Pop","Infinity On High",2007-02-06,03:32,44,89,0,0,41,0,0,-4,A,4,2019-05-20,4c7xQ7OsqL6W4RwEQmID7g,"Island Records",11B,USUM70619006
33,"Bartender (feat. Akon)","T-Pain, Akon",76,105,"","","Epiphany (Expanded Edition)",2007-06-05,03:58,83,39,6,0,44,0,20,-9,G#/A♭,4,2024-08-10,1RGIjMFMgJxkZHMDXVYzOJ,"Jive/Legacy",4B,USJI10700366
34,"Pop, Lock & Drop It - Video Edit","Huey",57,144,"crunk","Hip Hop","Notebook Paper",2006-00-00,04:21,72,64,0,0,65,20,30,-7,B minor,4,2024-08-10,6DbqCKweKwVkHgRv1CI53D,"Jive",10A,USJI10700459
35,"Runaway Love","Ludacris, Mary J. Blige",49,93,"southern hip hop, r&b","R&B, Hip Hop","Release Therapy",2006-01-01,04:40,41,72,33,0,82,20,20,-7,C♯/D♭,4,2019-05-20,3QnEp4rluCxUwgpXT43jmC,"Disturbing Tha Peace Recordings, Inc.",3B,USUM70609877
36,"Rockstar","Nickelback",52,144,"post-grunge, rock","Rock","All the Right Reasons",2005-09-26,04:15,62,91,5,0,71,0,30,-3,C,4,2024-08-10,2cKCSngj4rdMI9K1deFJOe,"Roadrunner Records",8B,NLA320581343
37,"Thnks fr th Mmrs","Fall Out Boy",41,155,"emo, pop punk","Rock, Pop","Infinity On High",2007-02-06,03:23,46,89,1,0,59,0,10,-5,A#/B♭ minor,4,2019-05-20,0Xm1MphW32ekOkhnoe61lk,"Island Records",3A,USUM70700326
38,"What I've Done","Linkin Park",85,120,"nu metal, rap metal, rock, alternative metal","Metal, Rock, Hip Hop","Minutes to Midnight",2007-05-14,03:25,63,94,1,0,29,0,10,-5,F,4,2024-08-10,18lR4BzEs7e3qzc0KVkTpU,"Warner Records",7B,USWB10700721
39,"Summer Love","Justin Timberlake",80,96,"","","FutureSex/LoveSounds",2006-09-12,04:12,61,59,8,0,48,0,30,-7,C minor,4,2019-11-19,1MBM7CyZbwJpVbbZJnHHRg,"Jive",5A,USJI10600503
40,"You","Lloyd, Lil Wayne",82,130,"r&b, rap, hip hop","Hip Hop, R&B","Street Love",2007-01-01,04:33,41,88,10,0,71,40,30,-6,F minor,5,2019-05-20,5Y77SQxEr1eiofPeUTPHxM,"I.G. Records, Inc./Universal Records",4A,USUM70616516
41,"Wait for You","Elliott Yamin",59,116,"","","Elliott Yamin",2007-03-23,04:21,76,49,25,0,35,0,10,-7,C,4,2019-05-20,0U969xYNlAyfzi8P1TaO7u,"Hickory/Sony ATV/RSM/RED",8B,USYYK0700001
42,"Last Night","Keyshia Cole, Diddy",55,121,"r&b, hip hop, east coast hip hop","Hip Hop, R&B","Just Like You",2007-01-01,04:15,92,85,17,0,97,0,0,-5,D#/E♭ minor,4,2024-08-10,3Cn1FSSTXeQ7hCfrbizrD0,"Geffen",2A,USUM70750591
43,"Make It Rain","Fat Joe, Lil Wayne",60,149,"east coast hip hop, rap, hip hop","Hip Hop","Me, Myself & I",2006-11-14,04:07,74,70,1,0,77,20,0,-5,B minor,4,2024-08-10,4JPCdSaqs9dJd7RatFSHww,"R4 So Valid, LLC",10A,QM4TW1638240
44,"Make Me Better","Fabolous, Ne-Yo",62,86,"","","From Nothin' To Somethin' (Bonus Track Version)",2007-01-01,04:13,60,60,33,0,56,10,20,-7,B,4,2019-05-20,0YkJU6TjjwzsVXUPRIO0DB,"Fabolous / Desert Storm",1B,USUM70731925
45,"Ice Box","Omarion",53,131,"r&b","R&B","21",2006-00-00,04:16,77,73,18,0,81,10,10,-5,G#/A♭,4,2024-08-10,25u7tVNFhpPA450EFQBwML,"Sony Urban/Epic",4B,USSM10606021
46,"Lips Of An Angel","Hinder",75,129,"post-grunge","Rock","Extreme Behavior",2005-01-01,04:21,48,74,2,0,25,0,20,-5,D,4,2019-05-20,40LQiUUUKXVGyNs09lHVjW,"Universal Records",10B,USUM70503185
47,"Waiting On the World to Change","John Mayer",74,177,"singer-songwriter","Folk","Continuum",2006-09-11,03:21,58,76,16,0,66,10,20,-6,D,4,2019-05-20,5imShWWzwqfAJ9gXFpGAQh,"Aware/Columbia",10B,USSM10602589
48,"Lost Without U","Robin Thicke",63,113,"","","The Evolution of Robin Thicke",2006-01-01,04:14,66,35,23,0,82,10,10,-12,C,5,2019-05-20,4V2F0DZrAXOWq9hkwMMG3x,"The Neptunes",8B,USUM70507488
49,"I'm a Flirt Remix (feat. T.I. & T-Pain)","R. Kelly, T.I., T-Pain",60,138,"r&b, southern hip hop","R&B, Hip Hop","The Essential R. Kelly",2014-05-19,05:30,84,57,7,0,90,10,0,-5,G#/A♭ minor,4,2019-12-06,6w1DBbA8akxHPiBQ6nAyJq,"Jive/Legacy",1A,USJI10700141
50,"If Everyone Cared","Nickelback",53,132,"post-grunge, rock","Rock","All the Right Reasons",2005-09-26,03:38,52,85,0,1,21,0,20,-5,F#/G♭ minor,4,2024-08-10,4qWQPFK9AtqqxJqGicATHv,"Roadrunner Records",11A,NLA320581341
51,"Get It Shawty","Lloyd",66,128,"r&b","R&B","Street Love",2007-01-01,03:29,82,91,12,0,66,20,0,-4,F minor,4,2019-05-20,2a03afRiyAbNAleOByVju4,"I.G. Records, Inc./Universal Records",4A,USUM70721403
52,"Face Down","The Red Jumpsuit Apparatus",76,93,"pop punk, emo","Rock, Pop","Don't You Fake It",2006-01-01,03:12,55,93,0,0,46,0,10,-2,G minor,4,2019-05-20,4wzjNqjKAKDU82e8uMhzmr,"Virgin Records",6A,USVI20600108
53,"The Way I Live","Baby Boy Da Prince, Boosie Badazz",56,90,"southern hip hop, crunk","Hip Hop","Across The Water",2006-01-01,05:24,88,44,1,0,71,20,0,-8,C,4,2019-05-20,68Zq7PMcPIQE8ol1x3gAqw,"Universal Records",8B,USUM70615565
54,"Shortie Like Mine (feat. Chris Brown & Johntá Austin)","Bow Wow, Chris Brown, Johnta Austin",64,142,"r&b","R&B","The Price Of Fame",2006-12-18,04:28,76,64,7,0,70,20,10,-8,G minor,4,2019-05-20,6oUGAx0vkBcnGzYkvw0ZsA,"Sony Urban Music/Columbia",6A,USSM10600952
55,"It Ends Tonight","The All-American Rejects",62,88,"pop punk, emo","Rock, Pop","Move Along",2005-01-01,04:04,45,64,0,0,31,0,10,-5,C,4,2019-05-20,1FMHNVeJ9s1x1l1WlaRs2I,"Interscope",8B,USDW10500174
56,"A Bay Bay - Single Version","Hurricane Chris",53,61,"southern hip hop, crunk","Hip Hop","A Bay Bay",2007-06-19,04:17,58,67,11,0,70,50,0,-5,F#/G♭,3,2024-08-10,2oWbOh3tLluqTdYL5OEDvs,"J Records/Legacy",2B,USJAY0700061
57,"Because Of You","Ne-Yo",78,110,"","","Because Of You",2007-01-01,04:26,81,54,53,0,83,0,10,-6,C minor,4,2019-05-20,6CFPFnS9EcLs2I0nWqtWci,"Def Soul",5A,USUM70731570
58,"I Tried","Bone Thugs-N-Harmony, Akon",63,82,"gangster rap, old school hip hop, g-funk","Hip Hop, R&B","Strength & Loyalty",2007-00-00,04:47,73,71,1,0,38,0,10,-6,E,4,2019-05-20,2elA6JLRaQ6iB7hxiuTKN4,"Full Surfiz / Interscope",12B,USUM70701555
59,"Welcome to the Black Parade","My Chemical Romance",80,97,"emo, pop punk","Rock, Pop","The Black Parade",2006-10-20,05:11,22,91,0,0,24,0,20,-4,D,4,2019-05-20,5wQnmLuC1W7ATsArWACrgW,"Reprise",10B,USRE10602613
60,"Shawty (feat. T Pain)","Plies, T-Pain",63,105,"southern hip hop","Hip Hop","The Real Testament",2007-08-06,04:15,44,71,4,0,26,10,0,-6,E minor,5,2024-08-10,0mYoKqA23wUUj7BTEgNzjg,"Atlantic/Slip N' Slide",9A,USAT20702002
61,"Chasing Cars","Snow Patrol",83,104,"","","Eyes Open",2006-01-01,04:27,56,60,20,0,14,0,10,-5,A,4,2024-08-10,5hnyJvgoWiQUYZttV4wXy6,"Polydor Records",11B,GBUM70600345
62,"Beautiful Liar","Beyoncé, Shakira",70,92,"latin pop","Latin, Pop","B'Day Deluxe Edition",2007-05-29,03:19,76,75,1,0,42,0,10,-4,G#/A♭,4,2024-08-10,2HWWNoWEEEECwZhAiLg7ib,"Columbia",4B,USSM10700448
63,"SexyBack (feat. Timbaland)","Justin Timberlake, Timbaland",85,117,"","","FutureSex/LoveSounds",2006-09-12,04:02,97,58,6,0,96,0,0,-6,G minor,4,2019-11-19,0O45fw2L5vsWpdsOdXwNAR,"Jive",6A,USJI10600269
64,"Keep Holding On","Avril Lavigne",63,161,"","","The Best Damn Thing (Expanded Edition)",2007-04-17,03:59,16,79,4,0,14,0,10,-2,G,3,2019-05-20,4UPcXTh26ilb7owtuyHqNI,"RCA Records Label",9B,USRC10602180
65,"Let It Go","Keyshia Cole, Missy Elliott, Lil' Kim",66,95,"r&b, hip hop, east coast hip hop","Hip Hop, R&B","Just Like You",2007-01-01,03:58,81,72,20,0,78,20,20,-5,C♯/D♭,4,2019-05-20,2RqZFOLOnzVmHUX7ZMcaES,"Geffen",3B,USUM70740000
66,"Apologize","Timbaland, OneRepublic",74,118,"soft pop","Pop","Shock Value",2007-04-02,03:04,65,60,3,0,10,0,10,-6,G#/A♭,4,2019-05-20,6ucR4KfvsBFWCMVFDvyKKl,"Interscope/Blackground Records",4B,USUM70722793
67,"Bubbly","Colbie Caillat",67,128,"","","Coco",2007-01-01,03:16,70,47,60,0,25,0,10,-7,A,4,2019-05-20,0rFOs9paloAvEtzwDX1Kmc,"Universal Records",11B,USUM70736197
68,"Like a Boy","Ciara",60,132,"","","The Evolution",2006-00-00,03:57,70,72,27,0,43,10,0,-6,C minor,4,2019-05-20,1qoRqpfQdPf0SftHDo7w4o,"LaFace Records",5A,USLF20600599
69,"Who Knew - Edit","P!nk",75,140,"","","I'm Not Dead",2006-04-04,03:28,69,73,0,0,46,0,0,-5,A,4,2024-08-10,2hns6Dv29Yrg68AVTJiAyA,"LaFace/Legacy",11B,USLF20600021
70,"Never Again","Kelly Clarkson",45,146,"christmas","Pop","My December",2007-00-00,03:37,51,91,0,0,47,0,20,-3,G minor,4,2019-05-20,24y3tSyLdRbpVsKhQrR2oj,"19 Recordings",6A,GBCTA0700059
71,"Promise","Ciara",45,123,"","","The Evolution",2006-00-00,04:27,70,63,41,0,44,0,0,-6,A,4,2019-05-20,2foKQn911DUT6yi2eoTQ5U,"LaFace Records",11B,USLF20600562
72,"Bed","J. Holiday",64,128,"r&b","R&B","Back Of My Lac'",2007-01-01,04:35,68,61,17,0,72,0,0,-7,F minor,4,2024-08-10,6TlRNJaezOdzdECnQeRuMM,"Capitol Records",4A,USCA20703432
73,"Throw Some D's","Rich Boy, Polow Da Don",58,161,"southern hip hop, crunk","Hip Hop","Rich Boy",2007-01-01,04:23,70,86,4,0,43,40,0,-5,B,4,2019-05-20,6SmPPtaMnfxgz5duA6t9Cu,"Zone 4 / Rich Boy / IGA",1B,USUM70609995
74,"Rehab","Amy Winehouse",64,72,"","","Back To Black",2006-10-27,03:33,43,87,5,0,73,0,40,-3,C,4,2019-05-20,1L5tZi0izXsi5Kk5OJf4W0,"Universal-Island Records Ltd.",8B,GBUM70603730
75,"Big S**t Poppin' [Do It]","T.I.",54,169,"southern hip hop","Hip Hop","T.I. VS T.I.P.",2007-06-11,04:47,63,84,13,0,49,20,40,-5,G#/A♭,4,2019-05-20,5tEbnKMOMK8LLoOIsEkWRr,"Grand Hustle, LLC",4B,USAT20702366
76,"No One","Alicia Keys",72,90,"r&b, neo soul","R&B","As I Am (Expanded Edition)",2007-11-09,04:13,64,55,2,0,17,0,10,-5,C♯/D♭ minor,4,2024-08-10,6IwKcFdiRQZOWeYNhUiWIv,"J Records",12A,USJAY0700190
77,"The Great Escape","BOYS LIKE GIRLS",50,150,"pop punk, emo","Rock, Pop","Boys Like Girls",2006-01-03,03:26,42,94,0,0,51,0,10,-4,C♯/D♭ minor,4,2019-05-20,0dQVYG5kXtmlDi9haVuQ6T,"Columbia/Red Ink",12A,USSM10603069
78,"2 Step","Unk",51,77,"crunk, southern hip hop","Hip Hop","Beat'n Down Yo Block",2006-10-03,03:15,76,80,6,0,65,0,30,-2,B minor,4,2024-08-10,3rALMatm3fRoubDlouWRpi,"eOne Music",10A,USKO10601384
79,"Walk Away (Remember Me) (feat. The DEY)","Paula DeAnda, The DEY",53,78,"","","Paula DeAnda",2006-06-01,03:58,67,59,19,0,83,0,10,-6,C,4,2019-05-20,0Sc9UwBpChiRKRF8DKvWKZ,"Arista",8B,USAR10600609
80,"Go Getta","Jeezy, R. Kelly",53,174,"southern hip hop, crunk, rap, gangster rap, r&b","Hip Hop, R&B","The Inspiration",2006-01-01,03:49,39,75,11,0,44,10,10,-7,D#/E♭ minor,4,2019-05-20,03b1NUHnoavfpLLKcEMfIb,"Def Jam Recordings",2A,USUM70620409
81,"Here (In Your Arms)","Hellogoodbye",59,126,"","","Zombies! Aliens! Vampires! Dinosaurs!",2006-08-08,04:00,70,61,20,0,77,0,20,-7,F,4,2024-08-10,1GV98LUEVk1U3LWAkX2Apw,"Drive Thru Records",7B,GBMA21895882
82,"On the Hotline","Pretty Ricky",59,93,"r&b","R&B","Late Night Special",2007-01-22,04:02,69,87,1,0,63,10,10,-5,F#/G♭,4,2019-05-20,3bsoEOP4NHEoeVbAAYdbaU,"Atlantic Records",2B,USAT20620223
83,"Wind It Up","Gwen Stefani",55,120,"","","The Sweet Escape",2006-01-01,03:09,96,90,31,0,95,0,30,-7,G#/A♭,4,2019-05-20,1GeECVH4Msg1zLm8DExkbH,"Interscope",4B,USUM70614830
84,"Cyclone (feat. T-Pain) - Main","Baby Bash, T-Pain",70,78,"","","Cyclone (feat. T-Pain) [Main]",2007-07-31,03:42,64,73,1,0,58,0,10,-5,B,4,2019-05-20,0x1LCpY9Rgeq97VPajm81B,"Arista",1B,USAR10700270
85,"Break It Off","Rihanna, Sean Paul",54,134,"dancehall","Reggae","A Girl Like Me",2006-04-10,03:33,90,74,2,0,80,20,0,-5,A#/B♭ minor,4,2019-05-20,4PgtB6Sul8WDTRZCe5e8St,"Def Jam Recordings",3A,USAT20611288
86,"First Time","Lifehouse",55,131,"post-grunge","Rock","Who We Are",2007-00-00,03:23,44,95,0,0,51,0,20,-2,D#/E♭,4,2019-05-20,40Fp6pxcS9l08kL1R50mR4,"Geffen",5B,USUM70734087
87,"Ayo Technology","50 Cent, Justin Timberlake, Timbaland",79,140,"east coast hip hop, old school hip hop","Hip Hop","Curtis",2007-01-01,04:07,63,78,8,0,42,10,0,-5,G#/A♭ minor,4,2019-05-20,36Hwcla06Q5BCr59CL0sBp,"Aftermath/Shady",1A,USUM70735445
88,"Outta My System (feat. T-Pain & Johntá Austin)","Bow Wow, T-Pain, Johnta Austin",57,84,"r&b","R&B","The Price Of Fame",2006-12-18,03:58,77,59,9,0,74,10,10,-7,F#/G♭,4,2019-05-20,3LGeYNY9aWQuBJovOOowqm,"Sony Urban Music/Columbia",2B,USSM10606876
89,"Teardrops On My Guitar - Radio Single Remix","Taylor Swift",61,100,"","","Taylor Swift",2006-10-24,03:23,62,42,29,0,29,0,10,-7,A#/B♭,4,2019-05-20,7zMcNqs55Mxer82bvZFkpg,"Taylor Swift",6B,USCJY0603137
90,"Shut Up And Drive","Rihanna",71,133,"","","Good Girl Gone Bad: Reloaded",2008-06-02,03:32,73,83,0,13,74,0,20,-5,C♯/D♭,4,2019-05-20,4Tn2llBm1g0UlWctmgPL8Z,"Def Jam Recordings",3B,USUM70734703
91,"Snow (Hey Oh)","Red Hot Chili Peppers",81,105,"funk rock, alternative rock, rock","Rock, R&B","Stadium Arcadium",2006-05-09,05:34,43,90,12,0,60,0,10,-4,B,4,2024-08-10,2aibwv5hGXSgw7Yru8IYTO,"Warner Records",1B,USWB10601591
92,"Money Maker","Ludacris, Pharrell Williams",59,79,"southern hip hop","Hip Hop","Release Therapy",2006-01-01,03:50,55,60,15,0,61,20,30,-7,C♯/D♭,4,2024-08-10,2JpUkUR0OsOlUUfm6iS8ic,"Disturbing Tha Peace Recordings, Inc.",3B,USUM70605316
93,"Kiss Kiss (feat. T-Pain)","Chris Brown, T-Pain",76,140,"r&b","R&B","Exclusive (Expanded Edition)",2007-11-06,04:10,73,66,5,0,55,20,0,-3,A#/B♭ minor,3,2024-08-10,3wKKkGVn7cVSfgPeYYIiXG,"Jive",3A,USJI10700577
94,"Far Away","Nickelback",70,133,"post-grunge, rock","Rock","All the Right Reasons",2005-09-26,03:58,52,80,0,0,29,0,10,-5,F#/G♭,4,2024-08-10,0ADZ5dmXhlfzjMw6lefoPl,"Roadrunner Records",2B,NLA320581338
95,"Rock Yo Hips","Crime Mob",59,77,"crunk, southern hip hop","Hip Hop","Hated on Mostly",2007-01-08,03:46,85,67,9,0,71,10,40,-6,F#/G♭,4,2019-05-20,76dZuMVXjIyLPRLv00skGd,"Crunk Incorporate/BME/Reprise",2B,USRE10700162
96,"LoveStoned / I Think She Knows (Interlude)","Justin Timberlake",58,121,"","","FutureSex/LoveSounds",2006-09-12,07:24,86,68,34,0,85,0,20,-6,C♯/D♭,4,2024-08-10,5iyE2d4U3Vc5cqY9mPTlpy,"Jive",3B,USJI10600495
97,"Better Than Me","Hinder",64,140,"post-grunge","Rock","Extreme Behavior",2005-01-01,03:43,45,68,21,0,25,0,10,-5,D minor,4,2019-05-20,10fddGyyeUquZZ2uPTjD7P,"Universal Records",7A,USUM70503176
98,"Paralyzer","Finger Eleven",43,106,"","","Them vs. You vs. Me",2007-01-01,03:28,65,94,16,0,88,0,10,-3,B minor,4,2019-05-20,06oFkihdWaUvtEnzpEIaM6,"The Bicycle Music Company",10A,USWU30700001
99,"That's That Shit","Snoop Dogg, R. Kelly",53,82,"g-funk, west coast hip hop, gangster rap, hip hop, old school hip hop, rap, r&b","Hip Hop, R&B","Sexual Eruption",2008-01-01,04:17,87,62,2,0,73,10,0,-5,A minor,4,2024-08-10,3J58iVk8OXYAGG4YvOKG8u,"Geffen",8A,USUM70613056
100,"Same Girl (with Usher)","R. Kelly, USHER",62,140,"r&b","R&B","Double Up",2007-05-25,04:12,72,58,51,0,82,10,0,-5,C♯/D♭,4,2024-08-10,6OSmeoh8kXhCfz9WqvzDoJ,"Jive",3B,USJI10700345
