#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud (Db),Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,ISRC
19,"My Immortal - Band Version","Evanescence",60,150,"alternative metal","Metal, Rock","Fallen",2003-03-04,04:33,37,34,76,0,7,0,0,-8,A,4,2019-07-04,3PYdxIDuBIuJSDGwfptFx4,"The Bicycle Music Company",11B,USWU30300059
20,"Sunshine (feat. Lea)","Lil' Flip, Lea",27,94,"southern hip hop, crunk, french rap","Hip Hop","U Gotta Feel Me",2004-10-18,03:42,82,38,2,0,84,0,20,-10,G,4,2019-07-04,22irp40MtAAatGBNsWE3du,"Columbia",9B,USSM10402601
21,"Dirt Off Your Shoulder","JAY-Z",63,164,"hip hop, east coast hip hop, rap","Hip Hop","The Black Album",2003-11-14,04:05,78,66,3,0,65,30,30,-7,C♯/D♭,4,2019-12-04,3IrkbGQCoEPAkzJ0Tkv8nm,"Roc Nation / Jay-Z",3B,USDJ20301457
22,"Move Ya Body","Nina Sky, Jabba",70,121,"","","Nina Sky",2004-01-01,03:52,87,71,2,0,88,0,0,-6,B minor,4,2024-08-04,2ndnVdR8si7CW9T8vJRHyW,"Universal Records",10A,USUR10400494
23,"Dip It Low","Christina Milian",52,169,"","","Dip It Low",2004-01-01,03:21,75,72,1,0,58,10,0,-4,B minor,4,2024-08-04,4L55p6txv9vuCWhpNnY6eY,"Def Jam Recordings",10A,USIR20300789
24,"My Boo","USHER, Alicia Keys",80,86,"r&b, neo soul","R&B","Confessions (Expanded Edition)",2004-03-23,03:43,66,51,26,0,68,10,0,-8,F,4,2019-07-04,68vgtRHr7iZHpzGpon6Jlo,"LaFace Records",7B,USAR10400887
25,"One Call Away","Chingy, Jason Weaver",63,163,"crunk","Hip Hop","Jackpot",2003-01-01,04:36,77,82,9,0,96,10,20,-6,E minor,4,2019-07-04,0UNTBB02C1aB55Fu4H63qd,"Capitol Records",9A,USCA20300286
26,"Me, Myself and I","Beyoncé",61,84,"","","Dangerously In Love",2003-06-24,05:01,75,46,23,0,54,0,10,-9,C♯/D♭,4,2019-07-04,6XsT5UGfpaFeHQf5LRIy4W,"Columbia",3B,USSM10305419
27,"Turn Me On (feat. Spragga Benz) - New","Kevin Lyttle, Spragga Benz",32,106,"soca, dancehall, ragga, reggae, riddim","Reggae, Hip Hop, Electronic, Latin","Kevin Lyttle (US Domestic Release)",2004-03-30,03:21,71,75,4,0,93,10,20,-6,A,4,2024-08-04,2TTH19zJIJHooAXtNAqkzb,"Atlantic Records",11B,USAT20400416
28,"The First Cut Is The Deepest","Sheryl Crow",45,160,"","","The Very Best Of",2003-01-01,03:47,51,70,4,0,67,0,10,-5,D,4,2024-08-04,7gN24J8E0pR3G2nsbhkcjw,"A&M",10B,USAM10300493
29,"You Don't Know My Name","Alicia Keys",69,167,"r&b, neo soul","R&B","The Diary Of Alicia Keys",2003-12-02,06:06,26,66,59,0,25,10,30,-8,A,4,2024-08-04,6LGwYMXXgURfaequXipzHx,"J Records",11B,USJAY0300430
30,"My Place","Nelly, Jaheim",23,163,"r&b, neo soul, quiet storm","R&B","Sweatsuit",2005-11-25,05:36,60,63,5,0,61,0,20,-4,C♯/D♭ minor,4,2024-08-04,0owSjKlZf5tvBrGmkmKFw5,"Motown",12A,USUR10400516
31,"Overnight Celebrity (feat. Miri Ben-Ari)","Twista, Miri Ben-Ari",57,134,"bachata","Latin","Kamikaze",2004-01-27,03:53,83,79,18,0,78,10,20,-5,A#/B♭ minor,4,2019-07-04,024Q1MI4uaYHF6j2Q2ZYgF,"Atlantic Records",3A,USAT20303709
32,"Hotel (feat. R.Kelly)","Cassidy, R. Kelly",56,91,"r&b","R&B","Split Personality",2004-03-15,04:07,68,66,12,0,41,20,10,-7,C,4,2024-08-04,4hHXhCRSnOKd6nMGaivmD0,"J Records",8B,USJAY0400029
33,"Numb","Linkin Park",88,110,"nu metal, rap metal, rock, alternative metal","Metal, Rock, Hip Hop","Meteora",2003-03-25,03:07,49,87,0,0,21,0,40,-4,F#/G♭ minor,4,2019-07-04,2nLtzopw4rPReszdYBJU6h,"Warner Records",11A,USWB10300474
34,"Diary (feat. Tony! Toni! Tone! & Jermaine Paul)","Alicia Keys, Tony! Toni! Toné!, Jermaine Paul",57,128,"r&b, neo soul, new jack swing, quiet storm","R&B","The Diary Of Alicia Keys",2003-12-02,04:44,66,47,56,0,28,0,10,-10,G#/A♭ minor,4,2019-07-04,5dxHF4lrDimKqnI3GaZUmC,"J Records",1A,USJAY0300445
35,"She Will Be Loved","Maroon 5",73,102,"pop","Pop","Songs About Jane",2002-06-25,04:17,71,71,6,0,54,0,10,-6,C minor,4,2019-07-04,7sapKrjDij2fpDVj0GxP66,"Interscope Records*",5A,USJAY0300082
36,"White Flag","Dido",63,170,"","","Life For Rent",2003-09-03,04:00,51,54,31,0,28,0,0,-7,F,4,2024-08-05,3adnLFXKO5rC1lhUNSeg3N,"Arista",7B,GBBXH0300035
37,"Heaven","Los Lonely Boys",13,92,"","","Los Lonely Boys",2004-11-16,03:46,66,82,40,0,81,0,0,-6,B,4,2024-08-05,5dBGMxZwSNCGXi0kHlSIx4,"Epic",1B,USSM10315916
38,"It's My Life","No Doubt",62,126,"","","The Singles Collection",2003-01-01,03:45,61,75,0,0,77,0,30,-5,G#/A♭ minor,4,2019-07-04,2fOxxLz9JVe53itq6pfBak,"Interscope",1A,USIR10312339
39,"Pieces Of Me","Ashlee Simpson",58,87,"bubblegum pop","Pop","Autobiography",2004-01-01,03:36,53,81,6,0,76,0,10,-4,D,4,2019-07-04,7yXibbAYi4to5oQTeO738f,"Geffen*",10B,USMC10400225
40,"Leave (Get Out)","JoJo",4,87,"","","JoJo",2004-06-22,04:02,70,56,16,0,46,20,0,-7,F,4,2021-09-24,3DOxMCaNBNvnjSzpHUSjE3,"Blackground Records, LLC",7B,USUYG1353158
41,"Milkshake","Kelis",64,113,"","","The Hits",2008-00-00,03:02,89,77,1,2,83,0,10,-6,C♯/D♭,4,2019-07-04,4LmzPJDil70LpiApWfOI6O,"Jive/Legacy",3B,USAR10301131
42,"Splash Waterfalls","Ludacris",48,146,"southern hip hop","Hip Hop","Chicken - N - Beer",2003-01-01,04:50,73,85,10,0,70,40,20,-6,B,4,2019-07-04,2T8hXV9LUZMDBKR5RALGEa,"Def Jam South",1B,USDJ20300805
43,"Jesus Walks","Kanye West",69,87,"rap","Hip Hop","The College Dropout",2004-02-10,03:13,64,83,61,0,72,30,30,-5,D#/E♭ minor,4,2019-07-04,5g1vtHqi9uV7xtYeCcFOBx,"Roc-A-Fella",2A,USDJ20400014
44,"Locked Up - Remix","Akon, Styles P",41,90,"east coast hip hop","Hip Hop","Trouble",2006-01-01,04:07,80,62,6,0,38,20,40,-6,G,4,2024-08-05,20p0zLM8245xqgmMotPGA9,"SRC Records",9B,USUR10400025
45,"Stand Up","Ludacris, Shawnna",60,99,"southern hip hop","Hip Hop","Chicken - N - Beer",2003-01-01,03:33,75,84,37,0,80,30,0,-5,F#/G♭,4,2019-07-04,2CtCwQhY0ZLvr8L2l8Bo6e,"Def Jam South",2B,USDJ20300765
46,"Suga Suga","Baby Bash, Frankie J",73,82,"","","Tha Smokin' Nephew",2003-01-01,03:59,66,75,69,0,54,20,0,-3,F minor,4,2019-07-04,6Nq5lE0CeOAAAqN4qhkbZU,"Universal Records",4A,USUR10300765
47,"All Falls Down","Kanye West, Syleena Johnson",83,91,"rap, neo soul","R&B, Hip Hop","The College Dropout",2004-02-10,03:43,66,73,15,0,43,40,10,-5,G#/A♭ minor,4,2019-07-04,5SkRLpaGtvYPhw02vZhQQ9,"Roc-A-Fella",1A,USDJ20301703
48,"Toxic","Britney Spears",85,143,"pop","Pop","In The Zone",2003-11-13,03:18,77,84,2,3,92,10,20,-4,F minor,4,2019-07-04,6I9VzXrHxO9rA9A5euc8Ak,"Jive",4A,USJI10301005
49,"Salt Shaker","Ying Yang Twins, Lil Jon & The East Side Boyz",64,102,"crunk, southern hip hop","Hip Hop","Me & My Brother",2003-09-16,04:12,88,70,5,0,32,10,0,-6,B,4,2019-07-04,4Kd0FzFpOgIGxlBl4HXuFn,"The Orchard",1B,USTV10300073
50,"With You","Jessica Simpson",52,94,"","","In This Skin (Deluxe Edition)",2003-00-00,03:11,55,76,9,0,61,10,20,-5,C,4,2024-08-05,7pNJ1T9TGbVbNHKaLhhPri,"Columbia",8B,USSM10308249
51,"Meant to Live","Switchfoot",65,152,"christian rock, christian alternative rock, ccm, christian","Christian, Rock","The Beautiful Letdown (Deluxe Version)",2003-00-00,03:21,40,90,1,0,56,0,30,-5,D,4,2019-07-04,2md2i5QvelRFnafpnd6LOg,"Columbia",10B,USSM10214186
52,"I Like That","Houston, Chingy, Nate Dogg, I-20",60,107,"crunk, g-funk, west coast hip hop, southern hip hop","Hip Hop, R&B","It's Already Written",2004-01-01,03:56,80,50,2,0,39,10,10,-4,A#/B♭ minor,4,2019-07-04,4MMqj7HaLL8BphbBZnlsdq,"Capitol Records",3A,USCA20400614
53,"Sorry 2004","Ruben Studdard",44,130,"gospel, gospel r&b","Christian, R&B","Soulful",2003-12-08,04:21,72,47,8,0,46,0,30,-8,A,4,2019-07-04,2u34ZVPVlr7hfN7vDr1512,"J Records",11B,GBCTA0300324
54,"My Happy Ending","Avril Lavigne",72,170,"","","Under My Skin",2004-00-00,04:02,41,94,0,0,74,0,30,-2,D,4,2019-07-04,6sqNctd7MlJoKDOxPVCAvU,"Arista",10B,USAR10400486
55,"On Fire","Lloyd Banks",56,95,"","","The Hunger For More",2004-01-01,03:07,76,83,9,0,43,20,20,-4,G#/A♭,4,2024-08-05,0B2ZuTLZnWQ6gz8RlNwBu1,"G-Unit Records",4B,USIR10400261
56,"Roses","Outkast",71,109,"southern hip hop, hip hop","Hip Hop","Speakerboxxx/The Love Below",2003-00-00,06:09,75,71,5,0,51,0,10,-6,C,4,2019-07-04,6bUNEbXT7HovLW6BgPCBsb,"Arista",8B,USAR10301000
57,"Walked Outta Heaven","Jagged Edge",56,120,"r&b","R&B","Hard",2003-10-07,04:30,67,62,57,0,52,20,0,-6,A#/B♭,4,2019-07-04,06ZDLodo1UDVavc3MXREZ3,"Sony Urban Music/Columbia",6B,USSM10307209
58,"Lose My Breath","Destiny's Child",66,119,"","","Destiny Fulfilled",2004-00-00,04:02,81,90,1,22,55,0,10,-6,C♯/D♭,4,2024-08-05,2n4uOdMHzEvcZ0KP7iQnay,"Sony Urban Music/Columbia",3B,USSM10412855
59,"My Band","D12",70,120,"","","D-12 World",2004-01-01,04:58,85,85,50,0,84,0,10,-3,C♯/D♭ minor,4,2019-07-04,4XHQyvbrBsQaaBUW1VvmsL,"Polydor Associated Labels",12A,USIR10400103
60,"I'm Still in Love with You (feat. Sasha)","Sean Paul, Sasha, Jeremy Harding, Murray Elias",71,87,"dancehall, reggae, ragga, soca, jungle, riddim","Reggae, Electronic, Hip Hop, Latin","Dutty Rock (20th Anniversary)",2022-11-11,04:33,77,67,10,0,76,10,10,-5,G,4,2024-08-05,5lJx5eiSahFfsqkMJVlkDN,"VP Records",9B,USAT20202578
61,"Through The Wire","Kanye West",74,83,"rap","Hip Hop","The College Dropout",2004-02-10,03:41,57,74,1,0,66,20,10,-6,G,4,2019-07-04,4mmkhcEm1Ljy1U9nwtsxUo,"Roc-A-Fella",9B,USDJ20400086
62,"Why","Jadakiss, Anthony Hamilton",51,168,"east coast hip hop, neo soul, r&b, quiet storm","Hip Hop, R&B","Kiss Of Death",2004-01-01,04:00,60,94,2,0,56,20,0,-3,C♯/D♭ minor,4,2019-07-04,58LflM1owDAzQkYIL7ayCX,"Ruff Ryders RECORDS",12A,USIR10400452
63,"Fuck It (I Don't Want You Back)","Eamon",52,68,"","","Fuck It (I Don't Want You Back)",2004-04-05,03:44,83,62,10,0,50,0,0,-6,C minor,4,2019-07-04,3K67L83YEiEo6Wyir4pkDU,"Jive",5A,USJI10300480
64,"Read Your Mind","Avant",57,73,"r&b, quiet storm","R&B","Private Room",2003-01-01,04:23,76,38,29,0,69,0,10,-7,G#/A♭ minor,4,2019-07-04,6cR1U61DMpYbS2TtNTlSvo,"Geffen*",1A,USMC10345831
65,"Game Over","Lil' Flip",11,160,"southern hip hop, crunk","Hip Hop","U Gotta Feel Me",2004-10-18,03:52,82,58,0,0,59,30,10,-9,G#/A♭,4,2019-07-04,2JOVv7Ubw6O52O2ZHBYCU7,"Columbia",4B,USSM10412976
66,"One Thing","Finger Eleven",61,152,"","","Finger Eleven",2003-01-01,04:39,59,56,45,0,45,0,0,-9,C♯/D♭,4,2019-07-04,2BepFzUWfczDk68DXj10w3,"The Bicycle Music Company",3B,USWU30300012
67,"Headsprung","LL COOL J",58,100,"old school hip hop, east coast hip hop, rap","Hip Hop","THE DEFinition",2004-08-31,04:27,72,79,1,0,47,0,0,-6,C,4,2019-07-04,1GIN41bLhiKeEPeC2vXH8i,"Mercury Records",8B,USDJ20400739
68,"Damn! (feat. Lil' Jon) - Club Mix","Youngbloodz, Lil Jon",57,84,"crunk, southern hip hop","Hip Hop","Drankin' Patnaz",2003-07-25,04:58,77,72,1,0,52,30,30,-6,F#/G♭ minor,4,2019-07-04,5TpaWJKnuyA4MjzAbFXSTQ,"Arista",11A,USAR10300469
69,"Baby Boy (feat. Sean Paul)","Beyoncé, Sean Paul",69,91,"dancehall","Reggae","Dangerously In Love",2003-06-24,04:04,66,49,8,0,79,20,20,-9,C♯/D♭,4,2019-07-04,4WY3HyGXsWqjFRCVD6gnTe,"Columbia",3B,USSM10305420
70,"Get Low","Lil Jon & The East Side Boyz, Ying Yang Twins",77,101,"crunk, southern hip hop","Hip Hop","Kings Of Crunk",2002-10-29,05:34,52,63,3,0,14,0,10,-7,C♯/D♭,4,2019-07-04,0r2Bul2NuCViraT2zX1l5j,"The Orchard",3B,USTV10200084
71,"Drop It Like It's Hot","Snoop Dogg, Pharrell Williams",76,92,"g-funk, west coast hip hop, gangster rap, hip hop, old school hip hop, rap","Hip Hop, R&B","R&G (Rhythm & Gangsta): The Masterpiece",2004-01-01,04:26,89,63,19,0,66,20,10,-4,C♯/D♭,4,2024-08-05,2NBQmPrOEEjA8VbeWOQGxO,"Geffen",3B,USMC10400640
72,"U Should've Known Better","Monica",49,122,"r&b","R&B","After The Storm",2003-00-00,04:17,75,52,19,0,83,0,20,-5,F#/G♭,4,2019-07-04,0EQuu6hyNACWI7LT7N5pRv,"J Records",2B,USJAY0200230
73,"On the Way Down","Ryan Cabrera",52,95,"","","Take It All Away (U.S. Version)",2004-06-08,03:33,50,85,0,0,54,0,10,-5,C♯/D♭,4,2019-07-04,1GwVi2ceNb8dMFA3DZGnnY,"Atlantic Records",3B,USAT20302943
74,"Breakaway","Kelly Clarkson",67,160,"christmas","Pop","Breakaway",2004-01-17,03:57,45,70,3,0,39,0,0,-4,A minor,3,2019-07-04,61Qhe2mHSLhUE04QeK4lkD,"RCA Records Label",8A,GBCTA0400230
75,"Why Don't You & I (feat. Alex Band) - Alt. Version","Santana, Alex Band",38,168,"","","Ultimate Santana",2007-09-25,03:51,46,91,4,0,79,0,10,-4,A#/B♭,4,2024-08-22,4Xfxmq0n9kMSIeb1EGcNoz,"Arista",6B,USAR10300601
76,"Are You Gonna Be My Girl","Jet",11,105,"","","Get Born",2003-00-00,03:33,61,96,0,0,60,0,10,-3,D,4,2024-08-05,305WCRhhS10XUcH6AEwZk6,"BMG Rights Management (US) LLC",10B,USEE10340526
77,"100 Years","Five For Fighting",64,121,"","","The Battle for Everything",2003-00-00,04:04,64,57,54,0,28,0,10,-7,G,4,2019-07-04,2lFlveK1y13WWp3vnQtrr3,"Aware/Columbia",9B,USSM10312427
78,"Step In the Name of Love - Remix","R. Kelly",51,95,"r&b","R&B","Chocolate Factory",2003-00-00,07:12,78,53,20,0,78,10,20,-7,C♯/D♭ minor,4,2024-08-05,7lrAsaTw9CTh5uSr0fvHOd,"Jive",12A,USJI10300021
79,"Breaking the Habit","Linkin Park",69,100,"nu metal, rap metal, rock, alternative metal","Metal, Rock, Hip Hop","Meteora",2003-03-25,03:16,58,87,11,0,59,0,10,-4,E minor,4,2019-07-04,6n8TMVyFKoUmDc4apxceRD,"Warner Records",9A,USWB10300470
80,"Gigolo (feat. R.Kelly)","Nick Cannon, R. Kelly",45,93,"r&b","R&B","Nick Cannon",2003-03-13,03:57,90,55,27,0,66,10,0,-6,E minor,4,2019-07-04,1T1ZUKX4X87tVLaBGjwFv4,"Nick/Jive Records",9A,USJI10300518
81,"Live Like You Were Dying","Tim McGraw",66,160,"country, classic country","Country","Live Like You Were Dying",2004-08-17,05:00,42,55,49,0,42,0,0,-8,G,4,2019-07-04,7B1QliUMZv7gSTUGAfMRRD,"Curb Records",9B,USCRB0406175
82,"Remember When","Alan Jackson",54,126,"country, christian country, classic country","Christian, Country","Greatest Hits Volume II",2003-10-09,04:30,56,31,71,0,28,0,20,-11,D,4,2019-07-04,46wsj9yMktwifcIhXhqj1b,"Arista Nashville",10B,USAN20300027
83,"Everytime","Britney Spears",66,110,"pop","Pop","In The Zone",2003-11-13,03:50,40,28,97,0,11,0,10,-13,D#/E♭,4,2019-07-04,0dRhSF9LV0HR8Jwd3MMMKJ,"Jive",5B,USJI10301010
84,"Southside","Lloyd, Ashanti",61,75,"r&b","R&B","Southside",2004-01-01,04:37,69,40,38,0,45,0,0,-9,A minor,3,2019-07-04,7lurcq2Yw96B1K0KOJAHxg,"I.G. Records, Inc./Universal Records",8A,USDJ20400128
85,"Dude","Beenie Man, Ms. Thing",59,94,"dancehall, ragga, reggae, soca, riddim","Reggae, Hip Hop, Electronic, Latin","Back To Basics",2004-01-01,04:15,62,71,12,0,95,20,10,-7,F,4,2019-07-04,746nPV2NXSoxW3imGpG8gk,"Virgin Records",7B,USVI20301246
86,"Wanna Get To Know You","G-Unit, Joe",63,77,"gangster rap, r&b, quiet storm","Hip Hop, R&B","Beg For Mercy",2003-01-01,04:25,51,83,11,0,89,10,0,-4,A#/B♭ minor,1,2019-07-04,1dHJETCn2X1R1YwVlMvSza,"G-Unit Records",3A,USIR10312429
87,"Holidae In","Chingy, Ludacris, Snoop Dogg",57,153,"crunk, southern hip hop, g-funk, west coast hip hop, gangster rap, hip hop, old school hip hop, rap","Hip Hop, R&B","Jackpot",2003-01-01,05:14,81,79,9,0,95,10,0,-6,G,4,2019-07-04,0FmCLEHfINGqwlyzvklNqy,"Capitol Records",9B,USCA20300295
88,"Let's Get It Started - Spike Mix","Black Eyed Peas",75,105,"","","Elephunk",2003-06-24,03:37,78,79,11,0,81,10,30,-2,B minor,4,2024-08-05,4hfIVhq0F0zFUcrbecsYmo,"A&M",10A,USIR10400364
89,"When the Sun Goes Down","Kenny Chesney, Uncle Kracker",64,105,"country","Country","When The Sun Goes Down",2004-01-22,04:50,80,74,4,0,71,0,20,-7,A,4,2019-07-04,5vLonpxn4VN0A8GtQOBSG0,"BNA Records Label",11B,USBN10300051
90,"American Soldier","Toby Keith",60,82,"country, classic country","Country","Shock 'N Y'all",2003-11-04,04:23,56,54,19,0,23,0,0,-8,A,4,2019-07-04,0oVWPlnK5eAqnJCVB0FvpP,"DreamWorks Nashville",11B,USDW10300598
91,"Change Clothes","JAY-Z",51,104,"hip hop, east coast hip hop, rap","Hip Hop","The Black Album",2003-11-14,04:18,90,63,4,0,34,0,0,-4,A#/B♭,4,2019-12-04,1xE7osYAtzz1PvLoVdOp5E,"Roc Nation / Jay-Z",6B,USDJ20301456
92,"Don't Tell Me","Avril Lavigne",60,144,"","","Under My Skin",2004-00-00,03:22,52,80,0,0,48,0,30,-3,E,4,2019-07-04,0dEQaNYfp5G7Sflek2Qnde,"Arista",12B,USAR10400119
93,"You’ll Think Of Me","Keith Urban",61,83,"country","Country","Golden Road",2002-10-04,04:53,58,49,37,0,45,0,10,-11,D,4,2024-08-05,68Iw932AjRCDEPLIzpmOtF,"Capitol Nashville",10B,USCN10200234
94,"Happy People","R. Kelly",21,97,"r&b","R&B","U Saved Me/Happy People",2004-07-26,06:05,76,64,10,0,80,0,0,-5,F minor,4,2024-08-05,1f3QXrBlRE3AmU2dhW3S1z,"Jive",4A,USJI10400108
95,"Hey Mama","Black Eyed Peas",66,100,"","","Elephunk",2003-06-24,03:34,87,88,11,0,94,20,60,-6,B minor,4,2024-08-05,3KDCYRQl4O681lkYI2sCqE,"A&M",10A,USIR10311890
96,"Over And Over","Nelly, Tim McGraw",40,170,"country, classic country","Country","Sweatsuit",2005-11-25,04:13,64,52,1,0,44,0,10,-10,G,4,2024-08-05,1yOYcCTPcepDgrLz7cU1rW,"Motown",9B,USUR10400789
97,"Redneck Woman","Gretchen Wilson",63,185,"country","Country","Here For The Party",2004-05-11,03:41,50,83,13,0,75,10,30,-5,F#/G♭,4,2019-07-04,26bL4gSULWDgdIMX0pRFrG,"Epic",2B,USSM10402009
98,"Just Lose It","Eminem",51,121,"rap, hip hop","Hip Hop","Encore",2004-11-12,04:08,94,63,6,0,96,0,20,-4,G#/A♭,4,2024-08-05,35gqchrol8FU9YYcZguuCL,"Eminem Catalog PS",4B,USIR10400682
99,"Letters from Home","John Michael Montgomery",58,128,"country, classic country","Country","Letters From Home",2004-04-20,04:27,64,63,37,0,39,0,10,-7,C,4,2019-07-04,15cGdiAHmezm0P04jVAjMo,"Warner Records/Nashville",8B,USWB10400048
100,"I Go Back","Kenny Chesney",66,90,"country","Country","When The Sun Goes Down",2004-01-22,04:03,53,84,4,0,67,0,20,-6,F,4,2019-07-04,57I7CUbXo4XlWuTVB8pXW6,"BNA Records Label",7B,USBN10300091
