#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud (Db),Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,ISRC
32,"Tonight Tonight","Hot Chelle Rae",67,100,"","","Whatever",2011-11-25,03:20,69,78,8,0,81,10,10,-5,E,4,2024-08-11,2i0AUcEnsDm3dsqLrFWUCq,"RCA Records Label",12B,USJI11100019
33,"Blow","Kesha",76,120,"","","Cannibal (Expanded Edition)",2010-11-19,03:39,75,73,0,0,81,0,0,-4,B minor,4,2019-09-20,3pYDZTJM2tVBUhIRifWVzI,"RCA Records Label",10A,USRC11000889
34,"Lighters","Bad Meets Evil, Bruno Mars",68,90,"","","Hell: The Sequel (Deluxe)",2011-01-01,05:03,68,70,35,0,14,20,10,-8,C,4,2019-09-20,5zpDHEU12zATwLGvozxPw2,"Shady Records",8B,USUM71108179
35,"If I Die Young","The Band Perry",67,131,"country","Country","The Band Perry",2010-01-01,03:42,61,50,35,0,36,0,20,-7,E,4,2019-09-20,4u26EevCNXMhlvE1xFBJwX,"Big Machine Label Group, LLC",12B,USUM71007807
36,"Stereo Hearts (feat. Adam Levine)","Gym Class Heroes, Adam Levine",83,90,"","","The Papercut Chronicles II",2011-11-11,03:30,65,80,3,0,80,10,20,-3,A,4,2019-09-20,0qOnSQQF0yzuPWsXrQ9paz,"Decaydance/Fueled By Ramen",11B,USAT21101071
37,"The Time (Dirty Bit)","Black Eyed Peas",52,128,"","","The Beginning",2010-01-01,05:07,82,81,7,0,44,0,60,-8,F#/G♭ minor,4,2019-09-20,0iQHjEwLtwyGA9kL1H6SeN,"A&M",11A,USUM71026190
38,"Coming Home","Diddy - Dirty Money, Skylar Grey",66,168,"","","Last Train To Paris",2010-01-01,03:58,39,84,16,0,23,10,30,-2,G,4,2019-09-20,6Iocm6VMu6bVNYwiDoyQFW,"Bad Boy / Interscope",9B,USUM71027542
39,"Hey Baby (Drop It to the Floor) (feat. T-Pain)","Pitbull, T-Pain",79,128,"","","Planet Pit (Deluxe Version)",2011-06-17,03:54,60,91,4,0,76,0,20,-3,A#/B♭ minor,4,2019-09-20,3rfhI32Il2hVRKDkuGeeen,"Mr.305/Polo Grounds Music/J Records",3A,USJAY1000153
40,"Only Girl (In The World)","Rihanna",51,126,"","","Loud",2010-11-16,03:55,79,71,11,0,63,0,0,-4,B minor,4,2019-09-20,1VDXQhu7YGdbM6UeEIfsaX,"Def Jam Recordings",10A,USUM71023200
41,"6 Foot 7 Foot","Lil Wayne, Cory Gunz",71,79,"rap, hip hop","Hip Hop","Tha Carter IV (Complete Edition)",2011-08-29,04:08,36,75,0,0,61,30,30,-5,D,4,2024-08-11,5Qy6a5KzM4XlRxsNcGYhgH,"CM/Republic",10B,USCM51000869
42,"Just A Kiss","Lady A",66,143,"country, pop country","Country, Pop","Own The Night",2011-09-13,03:38,59,64,45,0,33,0,10,-6,C♯/D♭,4,2024-08-11,2OXidlnDThZR3zf36k6DVL,"Capitol Nashville",3B,USCN11100095
43,"Dirt Road Anthem","Jason Aldean",74,127,"country, acoustic country","Country, Folk","My Kinda Party",2010-11-02,03:49,68,74,34,0,64,0,10,-5,D,4,2024-08-11,5ZVGvay4xwgXMnQWffNYeU,"Broken Bow Records",10B,US58E1000234
44,"Dynamite","Taio Cruz",71,120,"","","Rokstarr",2010-01-01,03:23,75,80,0,0,82,0,0,-3,E,4,2019-09-20,1DqdF42leyFIzqNDv9CjId,"Universal-Island Records Ltd.",12B,GBUM71003721
45,"No Hands (feat. Roscoe Dash & Wale)","Waka Flocka Flame, Roscoe Dash, Wale",82,131,"","","Flockaveli",2010-10-01,04:23,76,60,1,0,36,0,20,-6,C♯/D♭,4,2024-08-11,03tqyYWC9Um2ZqU0ZN849H,"Asylum/Warner Records",3B,USWB11002103
46,"I Wanna Go","Britney Spears",70,130,"pop","Pop","Femme Fatale (Deluxe Version)",2011-03-28,03:30,70,55,0,0,79,0,30,-7,F,4,2019-09-20,5cCAZS9VhLGEDV4NCfieeg,"Jive",7B,USJI11100095
47,"I'm On One","DJ Khaled, Drake, Rick Ross, Lil Wayne",73,149,"rap, southern hip hop, hip hop","Hip Hop","We The Best Forever",2011-01-01,04:56,41,81,5,0,44,30,60,-3,B minor,4,2019-09-20,608a1wIsSd5KzMEqm1O7w3,"Cash Money",10A,USCM51100126
48,"You Make Me Feel... (feat. Sabi)","Cobra Starship, Sabi",72,132,"","","Night Shades",2011-08-29,03:35,67,86,2,0,75,0,0,-3,G minor,4,2019-09-20,16Of7eeW44kt0a1M0nitHM,"Decaydance/Fueled By Ramen",6A,USAT21100959
49,"Yeah 3x","Chris Brown",68,130,"r&b","R&B","F.A.M.E. (Expanded Edition)",2011-03-22,04:01,71,88,0,0,70,0,0,-3,B minor,4,2019-09-20,2QtxlzvSBONjs1bDC34ixs,"Jive",10A,USJI11000230
50,"Moment 4 Life","Nicki Minaj, Drake",48,98,"rap","Hip Hop","Pink Friday (Complete Edition)",2010-11-22,04:39,68,88,41,0,39,20,20,-4,B,4,2024-08-11,2sUlQXHLnZLY1n6i12MzoJ,"Nicki Minaj/Cash Money",1B,USCM51000722
51,"I Need A Doctor","Dr. Dre, Eminem, Skylar Grey",68,156,"old school hip hop, g-funk, gangster rap, west coast hip hop, hip hop, rap","Hip Hop, R&B","I Need A Doctor",2011-02-01,04:43,59,95,9,0,40,40,30,-5,D#/E♭,4,2019-09-20,70ATm56tH7OrQ1zurYssz0,"Aftermath",5B,USUM71029031
52,"Just A Dream","Nelly",78,90,"","","5.0",2010-11-12,03:57,53,75,4,0,10,0,10,-6,C♯/D♭,4,2019-09-20,3ZdJffjzJWFimSQyxgGIxN,"Motown",3B,USUM71020948
53,"Motivation","Kelly Rowland, Lil Wayne",70,141,"rap, hip hop","Hip Hop","Here I Am (Deluxe Version)",2011-01-01,03:50,74,67,19,0,27,0,10,-6,A minor,4,2024-08-11,6rbhWExtuchhpLC5fHnB8n,"Motown",8A,USUM71103562
54,"Stereo Love - Original","Edward Maya, Vika Jigulina",66,127,"","","Stereo Love",2009-00-00,04:08,78,79,4,1,34,0,0,-5,A,4,2024-08-11,1aklRy3btsbucImSXvR2SY,"Ultra Records, LLC",11B,ROCMA0901578
55,"jar of hearts","Christina Perri",74,75,"soft pop","Pop","lovestrong.",2011-05-10,04:06,35,35,73,0,9,0,10,-6,D#/E♭,4,2024-08-11,0HZhYMZOcUzZKSFwPOti6m,"Atlantic Records",5B,USAT21001508
56,"Roll Up","Wiz Khalifa",64,125,"rap","Hip Hop","Rolling Papers",2011-03-29,03:47,52,81,5,0,60,10,0,-5,D#/E♭,5,2024-08-11,53DB6LJV9B8sz0p1s6tlGS,"Rostrum/Atlantic",5B,USAT21100050
57,"Sexy And I Know It","LMFAO",64,130,"","","Sorry For Party Rocking (Deluxe Version)",2011-01-01,03:19,71,86,10,0,80,30,10,-4,G,4,2019-09-20,0obBFrPYkSoBJbvHfUIhkv,"Will I Am / A&M",9B,USUM71108090
58,"Rocketeer","Far East Movement, Ryan Tedder, Ruff Loaderz",69,96,"","","Free Wired",2010-01-01,03:31,66,85,18,0,36,0,20,-6,E minor,4,2019-09-20,45sDIKapDyxPl307QpEAwl,"Interscope",9A,USUM71022782
59,"All Of The Lights","Kanye West",79,142,"rap","Hip Hop","My Beautiful Dark Twisted Fantasy",2010-11-22,04:59,53,80,8,0,22,0,10,-3,C♯/D♭,4,2019-09-20,22L7bfCiAkJo5xGSQgmiIO,"Roc-A-Fella",3B,USUM71027273
60,"Hold It Against Me","Britney Spears",56,133,"pop","Pop","Femme Fatale (Deluxe Version)",2011-03-28,03:48,65,72,1,0,39,0,20,-5,C minor,4,2019-09-20,7Dyq1bhhjknLKEGg4k5NLr,"Jive",5A,USJI11000320
61,"More - RedOne Jimmy Joker Remix","USHER",72,125,"r&b","R&B","More",2010-11-22,03:39,55,89,0,0,79,0,30,-3,G,4,2019-09-20,0aBKFfdyOD1Ttvgv0cfjjJ,"LaFace Records",9B,USLF21000098
62,"What the Hell","Avril Lavigne",76,150,"","","Goodbye Lullaby (Expanded Edition)",2011-03-08,03:40,58,93,0,1,88,0,10,-4,F#/G♭ minor,4,2019-09-20,2z4U9d5OAA4YLNXoCgioxo,"Epic",11A,USRC11000915
63,"Written in the Stars (feat. Eric Turner)","Tinie Tempah, Eric Turner",50,91,"grime","Electronic, Hip Hop","Disc-Overy",2010-05-31,03:39,64,95,6,0,57,0,10,-4,G,4,2019-09-20,61HQWI1Woxup7CnGwVUsdI,"Parlophone UK",9B,GB7TP0900044
64,"Bottoms Up (feat. Nicki Minaj)","Trey Songz, Nicki Minaj",72,74,"r&b","R&B","Passion, Pain & Pleasure (Deluxe Version)",2010-09-14,04:02,84,60,2,0,33,10,30,-5,C♯/D♭,4,2024-08-11,4AYX69oFP3UOS1CFmV9UfO,"Atlantic Records",3B,USAT21001515
65,"DJ Got Us Fallin' In Love (feat. Pitbull)","USHER, Pitbull",84,120,"r&b","R&B","Raymond v Raymond (Expanded Edition)",2010-03-30,03:40,66,86,3,0,65,10,0,-3,G minor,4,2019-09-20,4356Typ82hUiFAynbLYbPn,"LaFace Records",6A,USLF21000041
66,"For the First Time","The Script",63,174,"","","Science & Faith (US Version)",2011-01-18,04:12,40,63,3,0,36,0,10,-5,A,4,2024-08-11,09ZcYBGFX16X8GMDrvqQwt,"Phonogenic",11B,GBARL1000776
67,"Honey Bee","Blake Shelton",64,206,"country","Country","Red River Blue (Deluxe Edition)",2011-07-11,03:30,48,85,0,0,72,0,10,-5,E,4,2019-09-20,0gY2iq0xJPRoIB1PScKSw4,"Warner Records",12B,USWB11100080
68,"Don't You Wanna Stay - with Kelly Clarkson","Jason Aldean, Kelly Clarkson",64,144,"country, acoustic country, christmas","Country, Folk, Pop","My Kinda Party",2010-11-02,04:16,45,63,13,0,15,0,0,-5,B,4,2024-08-11,0ZbmQnOlXM8liVcNVtNxmD,"Broken Bow Records",1B,US58E1000238
69,"We Found Love","Rihanna, Calvin Harris",23,128,"edm","Electronic","Talk That Talk (Deluxe Explicit)",2011-01-01,03:35,74,77,3,0,60,0,10,-4,C♯/D♭,4,2024-08-11,6cZqFT5RanA70lmN9wuWzB,"Def Jam Recordings",3B,USUM71115507
70,"Pretty Girl Rock","Keri Hilson",63,160,"","","No Boys Allowed",2010-01-01,04:03,67,87,20,0,90,20,0,-5,B minor,4,2019-09-20,2Adn2LNgkHMH5TelQVAu4n,"Mosley / Interscope",10A,USUM71025061
71,"You And I","Lady Gaga",47,127,"art pop, pop","Pop","Born This Way (Special Edition)",2011-01-01,05:07,52,70,9,0,52,0,0,-5,D,4,2019-09-20,6szOfaZn6H3rZXnUqgJ4R7,"Interscope",10B,USUM71106457
72,"Like A G6","Far East Movement, The Cataracs, DEV",71,165,"","","Free Wired",2010-01-01,03:36,36,84,1,0,78,40,10,-8,G minor,5,2019-09-20,4DvhkX2ic4zWkQeWMwQ2qf,"Interscope",6A,USUM71008138
73,"Without You (feat. Usher)","David Guetta, USHER",70,128,"edm, r&b","Electronic, R&B","Nothing but the Beat 2.0",2011-08-24,03:28,61,61,23,0,40,0,10,-4,D,4,2024-08-11,1tAutlhI9FwnKn7fVgmd5P,"Parlophone (France)",10B,GB28K1100030
74,"Back To December","Taylor Swift",62,142,"","","Speak Now",2010-10-25,04:53,53,67,12,0,29,0,30,-5,D,4,2019-09-20,3DrjZArsPsoqbLzUZZV1Id,"Taylor Swift",10B,USCJY1003657
75,"Teenage Dream","Katy Perry",63,120,"pop","Pop","Teenage Dream: The Complete Confection",2012-03-12,03:47,72,80,1,0,61,0,10,-5,A#/B♭,4,2019-09-20,55qBw1900pZKfXJ6Q9A2Lc,"Capitol Records",6B,USCA21001255
76,"Crazy Girl","Eli Young Band",68,151,"country, texas country, red dirt, acoustic country","Country, Folk","Life At Best",2011-01-01,03:20,37,65,0,1,26,0,20,-4,E,3,2019-09-20,1nVLAEzhBXMJLR5zAl90Nl,"Big Machine Label Group",12B,USUM71101201
77,"Cheers (Drink To That)","Rihanna",47,80,"","","Loud",2010-11-16,04:21,57,91,2,0,72,0,20,-4,A,4,2019-09-20,46MDLc0Yip6xCMSsdePOAU,"Def Jam Recordings",11B,USUM71026595
78,"Who Says","Selena Gomez & The Scene",73,101,"","","When The Sun Goes Down",2011-01-01,03:15,68,93,8,0,74,0,10,-3,E,4,2019-09-20,3TcL0dyCMyr0kyTTc4NLgI,"Hollywood Records",12B,USHR11132695
79,"Barefoot Blue Jean Night","Jake Owen",68,172,"country, acoustic country","Country, Folk","Barefoot Blue Jean Night",2011-08-26,02:47,60,81,20,0,81,0,20,-5,E,4,2019-09-20,3ts6xK5GzfMAAriT9AIBmP,"RCA Records Label Nashville",12B,USRN11100006
80,"Knee Deep (feat. Jimmy Buffett)","Zac Brown Band, Jimmy Buffett",72,91,"country, acoustic country","Country, Folk","You Get What You Give",2010-09-20,03:23,72,58,43,0,61,0,10,-8,G#/A♭,4,2024-08-11,60IGhnH20N82dNxKnc8jDd,"Home Grown Music",4B,USAT21001570
81,"Country Girl (Shake It For Me)","Luke Bryan",75,106,"country, acoustic country","Country, Folk","Tailgates & Tanlines",2011-01-01,03:45,64,90,3,0,67,0,0,-5,D,4,2024-08-11,0JbSghVDghtFEurrSO8JrC,"Capitol Nashville",10B,USCN11100078
82,"Remind Me (with Carrie Underwood)","Brad Paisley, Carrie Underwood",57,141,"country","Country","This Is Country Music",2011-05-23,04:31,49,73,6,0,29,0,20,-4,F,4,2019-09-20,4ABua0yuWcpTotImEEJTaw,"Arista Nashville",7B,USAN21100006
83,"In The Dark","DEV",56,125,"","","The Night The Sun Came Up",2012-01-01,03:46,74,82,0,0,44,0,30,-4,G#/A♭,4,2019-09-20,1pbHy9VBpSyZh56xuujZz0,"Universal Records",4B,USUM71105330
84,"Backseat (feat. The Cataracs & Dev)","New Boyz, The Cataracs, DEV",46,125,"","","Too Cool to Care",2011-05-13,03:44,60,92,7,0,78,10,50,-3,G,4,2019-09-20,4dWjQ3wEfW6KPaaxCoaPH4,"Warner Records",9B,USWB11100018
85,"Headlines","Drake",86,152,"rap","Hip Hop","Take Care (Deluxe)",2011-11-15,03:55,64,57,37,0,43,10,0,-7,F#/G♭ minor,4,2024-08-11,6LxSe8YmdPxy095Ux6znaQ,"Cash Money Records/Young Money Ent./Universal Rec.",11A,USCM51100290
86,"Best Thing I Never Had","Beyoncé",67,99,"","","4",2011-06-24,04:13,55,65,14,0,30,0,0,-4,F#/G♭,4,2024-08-11,3lBRNqXjPp2j3JMTCXDTNO,"Parkwood Entertainment/Columbia",2B,USSM11102904
87,"Don't Wanna Go Home","Jason Derulo",63,122,"","","Future History (Deluxe Edition)",2011-09-16,03:26,67,81,2,0,64,0,10,-5,D minor,4,2024-08-11,1r3myKmjWoOqRip99CmSj1,"Beluga Heights/Warner Records",7A,USWB11101043
88,"Where Them Girls At (feat. Nicki Minaj & Flo Rida)","David Guetta, Flo Rida, Nicki Minaj",67,130,"edm","Electronic","Nothing but the Beat 2.0",2011-08-24,03:30,66,87,3,0,56,0,20,-3,D#/E♭,4,2024-08-11,63rbP24OzfaQCJjsHWZXnY,"Parlophone (France)",5B,GB28K1100001
89,"She Ain't You","Chris Brown",63,91,"r&b","R&B","F.A.M.E. (Expanded Edition)",2011-03-22,04:08,63,72,3,0,62,10,0,-7,D,4,2019-09-20,3dhvQUA0NyrAea4vQ7X6Gn,"Jive",10B,USJI11100076
90,"Take A Back Road","Rodney Atkins",65,170,"country, acoustic country","Country, Folk","Take A Back Road",2011-10-04,03:28,58,86,18,0,92,0,0,-4,D#/E♭,4,2019-09-20,7B6m8tHAYZsOKOKMU5SR2n,"Curb Records",5B,USCRB1109549
91,"Please Don't Go","Mike Posner",66,120,"","","31 Minutes to Takeoff",2010-08-09,03:16,70,88,0,5,66,0,10,-4,E minor,4,2024-08-11,6jg5SRvdGxvJ0DzNV0UqEK,"J Records",9A,USJAY1000077
92,"Sure Thing","Miguel",85,81,"r&b","R&B","All I Want Is You",2010-11-26,03:15,68,61,3,0,50,10,10,-8,B minor,4,2019-09-20,0JXXNGljqupsJaZsgSbMZV,"Jive",10A,USJI10800160
93,"Price Tag","Jessie J, B.o.B",65,175,"","","Who You Are (Platinum Edition)",2011-01-01,03:43,64,83,3,0,68,10,20,-4,F,4,2019-09-20,5mvKuE9Lf9ARVXVXA32kK9,"Lava Music/Republic Records",7B,USUM71029357
94,"God Gave Me You","Blake Shelton",62,152,"country","Country","Red River Blue (Deluxe Edition)",2011-07-11,03:49,48,84,0,0,54,0,40,-5,D,4,2019-09-20,0w9LJae3sVlZlH2CnxTInF,"Warner Records",10B,USWB11101784
95,"She Will","Lil Wayne, Drake",78,100,"rap, hip hop","Hip Hop","Tha Carter IV (Complete Edition)",2011-08-29,05:05,36,84,0,0,8,10,20,-5,G#/A♭,5,2024-08-11,0b4M7hd7mzLTm99MrMeZsp,"CM/Republic",4B,USCM51100309
96,"Are You Gonna Kiss Me Or Not","Thompson Square",62,152,"country","Country","Thompson Square",2011-02-08,03:04,49,70,4,0,61,0,10,-4,G#/A♭,4,2024-08-11,2oyJMZrw1DGvvkT2NbCZ0Y,"Stoney Creek Records",4B,US58E1000225
97,"Animal","Neon Trees",72,148,"","","Habits",2010-01-01,03:32,48,83,0,0,74,0,30,-6,F,4,2019-09-20,1fBl642IhJOE5U319Gy2Go,"Mercury Records",7B,USUM71001801
98,"You and Tequila (feat. Grace Potter)","Kenny Chesney, Grace Potter",60,136,"country","Country","Hemingway's Whiskey",2010-09-28,04:02,69,45,44,0,35,0,0,-9,F#/G♭,4,2019-09-20,1t2hJFgJyUPD2crOafMUEk,"BNA Records Label",2B,USBN11000011
99,"Colder Weather","Zac Brown Band",70,136,"country, acoustic country","Country, Folk","You Get What You Give",2010-09-20,04:33,67,38,46,0,20,0,10,-7,D#/E♭,4,2024-08-11,3U8dHeggJ8IBe0UCb1gbyB,"Home Grown Music",5B,USAT21001364
100,"My Last","Big Sean, Chris Brown",44,175,"r&b","R&B","Finally Famous",2011-01-01,04:14,31,78,9,0,37,20,20,-6,G#/A♭,4,2024-08-11,3GQRsTSdx1EZeyQLBNlSgm,"Getting Out Our Dreams Inc. (G.O.O.D.) Music / IDJ",4B,USUM71101896
