#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud (Db),Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,ISRC
14,"Lose Control (feat. Ciara & Fat Man Scoop)","Missy Elliott, Ciara, Fatman Scoop",68,125,"hip hop","Hip Hop","The Cookbook",2005-07-04,03:46,90,81,3,1,81,10,0,-7,E minor,4,2019-07-10,0UaMYEvWZi0ZqiDOoHU3YI,"Atlantic Records/ATG",9A,USEE10414022
15,"Shake It Off","Mariah Carey",40,134,"christmas","Pop","The Emancipation Of Mimi (Ultra Platinum Edition)",2005-04-12,03:52,76,49,19,0,82,20,10,-6,D,4,2024-07-01,5mQIdusyj5LhDFkMmM50uf,"Def Jam Recordings",10B,USIR20500246
16,"Mr. Brightside","The Killers",88,148,"alternative rock","Rock","Hot Fuss",2004-00-00,03:42,35,91,0,0,24,0,10,-5,C♯/D♭,4,2024-07-01,003vvx7Niy0yvhvHt4a68B,"Island Records",3B,USIR20400274
17,"Just A Lil Bit","50 Cent",80,97,"east coast hip hop, old school hip hop","Hip Hop","The Massacre",2005-03-03,03:57,49,69,3,1,53,40,30,-7,C♯/D♭,4,2019-07-10,4nva9EpKntUTs6CRSGBCn9,"Aftermath/Shady",3B,USIR10500279
18,"Pon de Replay","Rihanna",79,99,"","","Music Of The Sun",2005-08-29,04:06,78,64,0,0,50,10,10,-8,G,4,2019-07-10,4TsmezEQVSZNNPv5RJ65Ov,"Def Jam Recordings",9B,USIR20500331
19,"How We Do","The Game, 50 Cent",75,98,"west coast hip hop, east coast hip hop, old school hip hop","Hip Hop","The Documentary",2005-00-00,03:55,86,65,5,0,64,20,0,-7,E minor,4,2024-07-01,4PmMVdIFpJTB9WQbmILf4p,"Geffen",9A,USIR10400834
20,"Beverly Hills","Weezer",70,88,"alternative rock","Rock","Make Believe",2005-05-10,03:16,69,82,9,0,74,0,30,-4,F,4,2019-07-10,1yKu2MhpwzDXXH2tzG6xoa,"Geffen",7B,USIR10500448
21,"Oh (feat. Ludacris)","Ciara, Ludacris",66,128,"southern hip hop","Hip Hop","Goodies",2004-09-27,04:16,80,50,0,0,36,0,0,-7,G,4,2019-07-10,7i7UIbm5E0DD7aSOYvwp2v,"So So Def",9B,USLF20400123
22,"Lonely No More","Rob Thomas",60,172,"","","Something to Be",2005-04-05,03:46,55,90,3,0,86,10,0,-3,A minor,4,2024-07-01,4faFAhOflLzhfJECveRwva,"Melisma/Atlantic Records",8A,USAT20500023
23,"Drop It Like It's Hot","Snoop Dogg, Pharrell Williams",76,92,"g-funk, west coast hip hop, gangster rap, hip hop, old school hip hop, rap","Hip Hop, R&B","R&G (Rhythm & Gangsta): The Masterpiece",2004-01-01,04:26,89,63,19,0,66,20,10,-4,C♯/D♭,4,2024-08-05,2NBQmPrOEEjA8VbeWOQGxO,"Geffen",3B,USMC10400640
24,"Hate It Or Love It","The Game, 50 Cent",82,100,"west coast hip hop, east coast hip hop, old school hip hop","Hip Hop","The Documentary",2005-00-00,03:26,80,79,14,0,44,20,10,-5,A,4,2019-07-10,2wGSgTmgSF3xjRrHkTc25R,"Geffen",11B,USIR10401121
25,"Lovers And Friends","Lil Jon & The East Side Boyz, USHER, Ludacris",69,140,"crunk, southern hip hop, r&b","Hip Hop, R&B","Crunk Juice",2004-11-16,04:20,68,50,5,0,53,20,40,-6,A#/B♭,4,2019-07-10,41PWz0hAiU9FqsmjR9Wh62,"The Orchard",6B,USTV10400221
26,"Soldier (feat. T.I. & Lil' Wayne)","Destiny's Child, T.I., Lil Wayne",56,77,"southern hip hop, rap, hip hop","Hip Hop","Destiny Fulfilled",2004-00-00,05:25,88,42,4,0,90,30,0,-7,G,4,2024-07-01,0DlVOdK5GJtnom4nI3EOz5,"Sony Urban Music/Columbia",9B,USSM10413197
27,"Breakaway","Kelly Clarkson",67,160,"christmas","Pop","Breakaway",2004-01-17,03:57,45,70,3,0,39,0,0,-4,A minor,3,2024-07-01,61Qhe2mHSLhUE04QeK4lkD,"RCA Records Label",8A,GBCTA0400230
28,"Switch","Will Smith",56,103,"","","Lost And Found",2005-01-01,03:16,88,89,1,0,52,10,50,-5,C♯/D♭,4,2024-07-01,2bmxx16hNi3W5FGzfFO9xX,"Overbrook/Interscope",3B,USIR10500153
29,"Let Me Hold You (feat. Omarion)","Bow Wow, Omarion",62,152,"r&b","R&B","Wanted",2005-00-00,04:08,82,66,9,0,61,20,0,-8,F#/G♭,4,2024-07-01,1oNToERLIN71YCPLbRIQGQ,"Sony Urban Music/Columbia",2B,USSM10501964
30,"Like You (feat. Ciara)","Bow Wow, Ciara",68,82,"r&b","R&B","Wanted",2005-00-00,03:25,71,60,5,0,50,0,0,-8,F#/G♭,4,2024-07-01,3jEqrIfwKO0M8ALu3TGilF,"Sony Urban Music/Columbia",2B,USSM10500413
31,"Rich Girl","Gwen Stefani, Eve",68,98,"","","Love. Angel. Music. Baby. (Deluxe Version)",2004-11-12,03:56,86,75,3,0,76,0,20,-3,G minor,4,2024-07-01,2Y2q7PkD7lvuWr8YaZfWuv,"Interscope",6A,USIR10400846
32,"My Humps","Black Eyed Peas",5,124,"","","Monkey Business",2005-01-01,05:26,80,68,11,0,59,20,10,-6,C♯/D♭ minor,4,2024-07-01,19JdbdEwQI7bCxefMokZO8,"A&M",12A,USIR10500771
33,"Obsesion (No Es Amor) (feat. Baby Bash)","Frankie J, Baby Bash",55,75,"","","The One",2003-00-00,03:45,65,50,9,0,54,0,30,-8,G#/A♭,4,2024-07-01,4UC4H4vX3bJtcgtKR0ZCFJ,"Columbia",4B,USSM10414469
34,"Caught Up","USHER",65,110,"r&b","R&B","Confessions (Expanded Edition)",2004-03-23,03:44,82,81,3,0,81,0,10,-5,F#/G♭,4,2019-07-10,5zdUc1JRCImBYcDWgvFNpE,"LaFace Records",2B,USAR10400975
35,"Listen to Your Heart - Furious F. EZ Radio Edit","DHT, Edmee",41,145,"","","Listen to Your Heart",2005-07-19,03:50,56,99,2,0,36,0,30,-5,B minor,4,2024-07-01,1YNWGyVHdDfRAHuLumg1wg,"Robbins Entertainment LLC",10A,BEZ490300090
36,"Scars","Papa Roach",64,90,"nu metal, rap metal, alternative metal, rap rock, rock","Metal, Rock, Hip Hop","Getting Away With Murder",2004-01-01,03:28,46,93,9,0,48,0,20,-3,B,4,2024-07-01,3TAtUJc4Sj913Cs5gBUeu0,"Geffen",1B,USDW10400812
37,"Feel Good Inc.","Gorillaz, De La Soul",90,139,"jazz rap, east coast hip hop","Hip Hop, Jazz","Demon Days",2005-05-23,03:42,82,71,1,0,77,10,60,-7,F#/G♭,4,2024-07-01,0d28khcov6AiegSCpG5TuT,"Parlophone UK",2B,GBAYE0500172
38,"Let Me Go - Rock Version","3 Doors Down",42,184,"post-grunge","Rock","Seventeen Days",2005-01-01,03:52,37,83,3,0,50,0,10,-5,C♯/D♭ minor,4,2019-07-10,2ZarMPkdQSrDFi7eFMruq7,"Universal Records",12A,USUR10401064
39,"Holiday","Green Day",62,147,"punk, pop punk","Pop, Rock","Greatest Hits: God's Favorite Band",2017-11-17,03:52,55,89,0,0,72,0,80,-3,G#/A♭,4,2024-07-01,4VgEM12OeaN3GyBV487Me7,"Reprise",4B,USRE10400984
40,"Sugar, We're Goin Down","Fall Out Boy",78,162,"emo, pop punk","Rock, Pop","From Under The Cork Tree",2005-05-03,03:49,49,84,1,0,57,0,10,-5,G,4,2019-07-10,2TfSHkHiFO4gRztVIkggkE,"Island Records",9B,USIR20500201
41,"Grind With Me","Pretty Ricky",66,137,"r&b","R&B","Bluestars",2005-05-17,03:57,70,54,0,0,19,0,10,-6,C♯/D♭,4,2019-07-10,3B7i9OKRRmIsSBHEbJz58Y,"Atlantic Records",3B,USAT20502447
42,"Run It! (feat. Juelz Santana)","Chris Brown, Juelz Santana",77,101,"r&b","R&B","Chris Brown (Expanded Edition)",2005-00-00,03:49,85,48,2,0,21,10,30,-7,C♯/D♭ minor,4,2019-07-10,7xYnUQigPoIDAMPVK79NEq,"Jive",12A,USJI10500482
43,"Photograph","Nickelback",66,146,"post-grunge, rock","Rock","All the Right Reasons",2005-09-26,04:18,52,88,0,0,39,0,10,-4,G#/A♭,4,2024-07-01,3hb2ScEVkGchcAQqrPLP0R,"Roadrunner Records",4B,NLA320581256
44,"Lonely","Akon",0,90,"","","Trouble",2004-01-01,03:55,63,53,34,0,62,0,20,-8,F minor,4,2019-07-10,1DQIgIaD25KVCc4bRL0nWN,"Universal Records",4A,USUR10400235
45,"Collide","Howie Day",55,94,"","","Stop All The World Now",2003-00-00,04:09,64,63,22,0,34,0,10,-8,B,4,2024-07-01,5aDpULK8MbJmHl42kR5KNI,"Epic",1B,USSM10310894
46,"Wake Me up When September Ends","Green Day",38,105,"punk, pop punk","Pop, Rock","Greatest Hits: God's Favorite Band",2017-11-17,04:45,55,81,2,0,15,0,10,-5,G,4,2024-07-01,5GajMY3svgJJa8UfbyNFpu,"Reprise",9B,USRE10400992
47,"Slow Down - 12  Version","Bobby V.",75,186,"r&b","R&B","Disturbing Tha Peace Presents Bobby Valentino",2005-01-01,04:18,57,73,18,0,62,10,40,-5,B minor,4,2019-07-10,4Ilen0VxPEsVRLpnePji8P,"Disturbing Tha Peace Recordings, Inc.",10A,USDJ20500006
48,"Over And Over","Nelly, Tim McGraw",40,170,"country, classic country","Country","Sweatsuit",2005-11-25,04:13,64,52,1,0,44,0,10,-10,G,4,2024-07-01,1yOYcCTPcepDgrLz7cU1rW,"Motown",9B,USUR10400789
49,"Some Cut (feat. Cutty)","Trillville, Cutty",58,85,"crunk, southern hip hop","Hip Hop","The King Of Crunk & BME Recordings Present: Welcome to Trillville USA",2004-02-24,04:43,90,51,0,0,64,30,10,-6,C♯/D♭,4,2024-07-01,07u02f6biDHx5VexfAs41b,"Warner Records",3B,USWB10400213
50,"Get It Poppin' (feat. Nelly) - Serban Main 4/20/05","Fat Joe, Nelly",51,101,"east coast hip hop","Hip Hop","All Or Nothing",2005-06-14,03:25,91,55,9,0,55,30,0,-7,A#/B♭ minor,4,2019-07-10,04FXF9tLQvYzc9ZWnTpaA3,"RT Industries",3A,USAT20502232
51,"Play","David Banner",54,95,"southern hip hop, crunk","Hip Hop","Certified",2005-01-01,03:50,84,66,0,12,59,10,20,-8,C♯/D♭ minor,4,2019-07-10,5CWyE2OcZI1HVnHBh4RrKF,"SRC Records",12A,USUM70500322
52,"Soul Survivor","Jeezy, Akon",69,84,"southern hip hop, crunk, rap, gangster rap","Hip Hop","Let's Get It: Thug Motivation 101",2005-00-00,04:40,66,48,0,0,11,0,10,-8,A#/B♭,4,2019-07-10,0Ss50OU9tCozI7JIywkv14,"Def Jam Recordings",6B,USUM70501374
53,"Pimpin' All Over The World","Ludacris, Bobby V.",54,92,"southern hip hop, r&b","R&B, Hip Hop","The Red Light District",2004-01-01,05:29,50,88,29,0,78,30,10,-4,B,4,2019-07-10,6VixoRqnikN4QqegoKUSbH,"Def Jam Recordings",1B,USDJ20401053
54,"My Boo","USHER, Alicia Keys",80,86,"r&b, neo soul","R&B","Confessions (Expanded Edition)",2004-03-23,03:43,66,51,26,0,68,10,0,-8,F,4,2019-07-10,68vgtRHr7iZHpzGpon6Jlo,"LaFace Records",7B,USAR10400887
55,"Sugar (Gimme Some) [feat. Ludacris, Lil Kim, and Cee-Lo] - Main","Trick Daddy",32,120,"southern hip hop, crunk","Hip Hop","Sugar (Gimme Some)",2005-03-01,04:06,81,69,9,0,91,10,10,-6,E minor,4,2019-07-10,61yMEjzVPDXONZsl8btpDG,"Atlantic Records",9A,USAT20403580
56,"Karma","Alicia Keys",50,85,"r&b, neo soul","R&B","The Diary Of Alicia Keys",2003-12-02,04:16,73,74,7,0,69,0,0,-6,A#/B♭,4,2019-07-10,588RGyR1f4Plc8nm7SrdCa,"J Records",6B,USJAY0300449
57,"Speed of Sound","Coldplay",73,123,"","","X&Y",2005-06-07,04:47,51,90,0,3,35,0,0,-7,B minor,4,2024-07-01,7clUVcSOtkNWa58Gw5RfD4,"Parlophone Records Limited",10A,GBAYE0500602
58,"I Don't Want to Be","Gavin DeGraw",65,155,"","","Chariot",2003-07-21,03:37,42,86,1,0,46,0,10,-5,C minor,4,2024-07-01,4vl2zwXsTmAxgu9iY0g6UK,"J Records",5A,USJAY0300148
59,"Mockingbird","Eminem",52,84,"rap, hip hop","Hip Hop","Encore",2004-11-12,04:10,64,68,21,0,25,20,10,-4,C,4,2024-07-01,0JtIWgsblOvJfpoyhGkFuS,"Eminem Catalog PS",8B,USIR10400813
60,"La Tortura (feat. Alejandro Sanz)","Shakira, Alejandro Sanz",27,100,"latin pop","Latin, Pop","Fijación Oral, Vol. 1",2005-06-03,03:32,74,78,3,0,81,0,10,-5,C,4,2019-07-10,5BSclXJTa9B0iURhUjZo50,"Epic",8B,USSM10501700
61,"She Will Be Loved","Maroon 5",73,102,"pop","Pop","Songs About Jane",2002-06-25,04:17,71,71,6,0,54,0,10,-6,C minor,4,2019-07-10,7sapKrjDij2fpDVj0GxP66,"Interscope Records*",5A,USJAY0300082
62,"Baby, I'm Back","Baby Bash, Akon",61,100,"","","Super Saucy",2005-00-00,03:39,90,39,5,0,76,10,10,-4,A minor,4,2024-07-01,6EfyEbyk4XjCisJz90V8Ki,"Universal Records",8A,USUR10401102
63,"Wait (The Whisper Song)","Ying Yang Twins",58,102,"crunk, southern hip hop","Hip Hop","U.S.A. (United State of Atlanta)",2005-06-28,02:59,93,51,0,0,60,30,10,-13,G,4,2019-07-10,5Y78yINSOCW6xbOfGWNBg4,"The Orchard",9B,USTV10500375
64,"Incomplete","Backstreet Boys",66,134,"","","Never Gone",2005-06-14,03:59,44,59,23,0,17,0,0,-5,E,4,2019-07-10,0CnD7Hiw6pae6rLsZw5q5W,"Jive",12B,USJI10500131
65,"Bring Em Out","T.I.",63,99,"southern hip hop","Hip Hop","Urban Legend",2004-11-28,03:36,76,89,3,0,59,20,10,-3,B,4,2019-07-10,3CcvahnsiArpTHYQEWV2Au,"Grand Hustle, LLC",1B,USAT20402495
66,"Cater 2 U","Destiny's Child",62,126,"","","Destiny Fulfilled",2004-00-00,04:05,61,58,29,0,46,20,20,-7,B minor,4,2024-07-01,0FZvjrHpAmLKj574M4VwrF,"Sony Urban Music/Columbia",10A,USSM10413905
67,"1 Thing","Amerie",68,130,"","","Touch",2005-00-00,03:58,61,96,11,0,87,30,0,-3,A#/B♭ minor,5,2024-07-01,1mnqraQ8oV8MX92rdOFLWW,"Richcraft/Sony Urban Music/Columbia",3A,USSM10500100
68,"Best of You","Foo Fighters",75,130,"rock, post-grunge, alternative rock, grunge","Rock","In Your Honor",2005-06-14,04:15,37,94,0,0,37,0,10,-5,C♯/D♭ minor,4,2024-07-01,5FZxsHWIvUsmSK1IAvm2pp,"RCA Records Label",12A,USRW30500001
69,"It's Like That","Mariah Carey, Jermaine Dupri, Fatman Scoop",41,96,"christmas, southern hip hop","Pop, Hip Hop","The Emancipation Of Mimi (Ultra Platinum Edition)",2005-04-12,03:23,80,65,9,0,83,0,0,-5,G#/A♭ minor,4,2024-07-01,0se2VwrFsbioleGjzLD3u5,"Def Jam Recordings",1A,USIR20500028
70,"Goin' Crazy","Natalie",50,106,"","","Natalie",2005-01-01,04:54,60,56,62,1,23,0,0,-7,C♯/D♭,4,2024-07-01,48JAAdtKgOQ4u4QRER6bJX,"Universal (MT)",3B,USUR10500074
71,"Inside Your Heaven (Bonus Track)","Carrie Underwood",35,135,"country","Country","Some Hearts",2005-11-14,03:45,38,56,11,0,14,0,20,-5,G,4,2019-07-10,3w8xlZi49MQuQkyyB5bi5e,"Arista",9B,GBCTA0500108
72,"Because of You","Kelly Clarkson",67,140,"christmas","Pop","Breakaway",2004-01-17,03:39,58,58,25,0,14,0,10,-5,F minor,4,2024-07-01,3f3omU8n47Mqyab5nCaGyT,"RCA Records Label",4A,GBCTA0400265
73,"Truth Is","Fantasia",55,73,"r&b","R&B","Free Yourself",2004-11-22,03:56,71,45,31,0,62,0,0,-10,B,4,2019-07-10,3QfsB9tPwAjMb5b9P7r3Z5,"J Records",1B,GBCTA0400244
74,"Your Body","Pretty Ricky",62,90,"r&b","R&B","Bluestars",2005-05-17,04:00,84,59,18,0,51,10,0,-6,E minor,4,2019-07-10,5y4TDQdYzlT4eoQIPOgNDz,"Atlantic Records",9A,USAT20502193
75,"Beautiful Soul","Jesse McCartney",70,90,"","","Beautiful Soul",2004-01-01,03:34,66,67,8,0,93,0,0,-4,A,4,2019-07-10,1HwpWwa6bnqqRhK8agG4RS,"Hollywood Records",11B,USHR10421324
76,"Cool","Gwen Stefani",58,112,"","","Love. Angel. Music. Baby. (Deluxe Version)",2004-11-12,03:09,71,72,3,0,80,0,30,-4,D,4,2024-07-01,469RmLzEsicj8VSn9aIuKV,"Interscope",10B,USIR10400853
77,"Get Back","Ludacris",63,172,"southern hip hop","Hip Hop","The Red Light District",2004-01-01,04:30,56,64,6,0,18,20,10,-5,C♯/D♭,4,2019-07-10,3njpLvANriMsdv3dgADEad,"Def Jam Recordings",3B,USDJ20401031
78,"Outta Control - Remix","50 Cent, Mobb Deep",53,92,"east coast hip hop, old school hip hop, hardcore hip hop, hip hop, gangster rap","Hip Hop","Outta Control",2005-08-06,04:08,77,59,3,0,56,20,0,-6,G#/A♭ minor,4,2019-07-10,5mXSLsHbwqqZmDAR2ejD5D,"Eminem Catalog PS",1A,USUM70501168
79,"U Don't Know Me","T.I.",54,84,"southern hip hop","Hip Hop","Urban Legend",2004-11-28,04:03,78,66,5,0,53,10,0,-5,C♯/D♭,4,2019-07-10,2SuMoyOaAVBg5AzfKyZaKV,"Grand Hustle, LLC",3B,USAT20402062
80,"These Words","Natasha Bedingfield",67,97,"","","Unwritten",2004-08-30,03:36,73,64,3,0,93,0,0,-7,F,4,2024-07-01,6MFQeWtk7kxWGydnJB2y36,"Sony Music CG",7B,GBARL0400683
81,"Don't Lie","Black Eyed Peas",0,90,"","","Monkey Business",2005-01-01,03:39,66,79,17,0,60,10,0,-5,A,4,2019-07-10,600qBKuhdgLqxZb1BqIE0T,"A&M",11B,USIR10500766
82,"Get Right","Jennifer Lopez",65,97,"","","Rebirth",2005-00-00,03:45,74,76,2,0,36,10,60,-5,C minor,4,2019-07-10,3jVSV60WZE5jPE2a6KGNFy,"Epic",5A,USSM10414903
83,"Daughters","John Mayer",65,125,"singer-songwriter","Folk","Heavier Things",2003-09-09,03:57,67,41,84,0,50,0,10,-8,D,3,2024-07-01,5FPnjikbwlDMULCCCa6ZCJ,"Aware/Columbia",10B,USSM10310154
84,"As Good As I Once Was","Toby Keith",73,119,"country, classic country","Country","Honkytonk University",2005-01-01,03:47,68,87,27,0,65,0,10,-4,F,4,2019-07-10,7G6l2FtQyRhQgYgut2I6i8,"DreamWorks Nashville",7B,USDW10500088
85,"Girlfight","Brooke Valentine, Lil Jon, Big Boi",43,100,"crunk, southern hip hop","Hip Hop","Chain Letter",2005-01-01,03:54,75,62,1,0,60,10,10,-8,B,4,2019-07-10,0GkkiqqRdjqmRDrWfTdemH,"Virgin Records",1B,USVI20400655
86,"Lose My Breath","Destiny's Child",66,119,"","","Destiny Fulfilled",2004-00-00,04:02,81,90,1,22,55,0,10,-6,C♯/D♭,4,2024-07-01,2n4uOdMHzEvcZ0KP7iQnay,"Sony Urban Music/Columbia",3B,USSM10412855
87,"Ordinary People","John Legend",63,67,"soft pop, neo soul","R&B, Pop","Get Lifted",2005-12-06,04:41,47,13,93,0,36,0,0,-14,A#/B♭,3,2019-07-10,2ZA4uMlSZjaoWGFqP1tsLI,"Getting Out Our Dreams/Sony Urban Music/Columbia",6B,USSM10411915
88,"We Be Burnin'","Sean Paul",68,117,"dancehall","Reggae","The Trinity",2005-09-27,03:35,95,80,14,0,86,10,0,-4,C♯/D♭,4,2019-07-10,4kOTDj4SiZPkW1p96WMDNv,"VP Records",3B,USAT20502060
89,"Just the Girl","The Click Five",61,111,"","","Greetings From Imrie House (U.S. Version)",2005-08-08,03:54,57,89,1,0,75,0,0,-2,A,4,2024-07-01,1JURww012QnWAw0zZXi6Aa,"Lava",11B,USAT20503222
90,"True","Ryan Cabrera",58,97,"","","Take It All Away (U.S. Version)",2004-06-08,03:24,60,40,46,0,37,0,10,-10,F#/G♭,4,2019-07-10,0jdeV5dSB3kUBRqe1xQJbh,"Atlantic Records",2B,USAT20302944
91,"O","Omarion",45,120,"r&b","R&B","O",2005-02-16,04:40,74,52,9,0,56,0,20,-6,C,4,2019-07-10,6SdQ0ZTmUFOm0H66l91sXk,"Sony Urban/Epic",8B,USSM10412688
92,"Back Then","Mike Jones",64,160,"southern hip hop, crunk","Hip Hop","Who Is Mike Jones?",2005-04-19,04:04,78,74,1,0,54,20,10,-6,A,4,2019-07-10,5krOROgmf8adn3SJzeKLZy,"Warner Records",11B,USWB10500861
93,"Numb / Encore","JAY-Z, Linkin Park",66,107,"hip hop, east coast hip hop, rap, nu metal, rap metal, rock, alternative metal","Metal, Rock, Hip Hop","Collision Course",2004-00-00,03:25,69,80,6,0,80,10,50,-4,D,4,2024-07-01,7dyluIqv7QYVTXXZiMWPHW,"Warner Records/Roc-A-Fella",10B,USWB10403681
94,"Wonderful","Ja Rule, R. Kelly, Ashanti",67,93,"east coast hip hop, r&b","Hip Hop, R&B","R.U.L.E.",2004-01-01,04:30,66,78,28,0,76,10,0,-5,B minor,4,2019-07-10,1bl99Q4umnPomYGv3dQP67,"I.G. Records, Inc./Universal Records",10A,USDJ20400973
95,"I'm Sprung","T-Pain",71,100,"","","Rappa Ternt Sanga (Expanded Edition)",2005-12-06,03:51,73,33,9,0,20,10,10,-12,C minor,4,2024-07-01,0DLOyyQvwPTSDKuhpzMMwA,"Jive/Legacy",5A,USJI10500485
96,"Chariot","Gavin DeGraw",51,167,"","","Chariot",2003-07-21,03:59,28,78,4,0,35,0,30,-5,G,4,2024-07-01,4dygMGhvfENVhwRXmAscbl,"J Records",9B,USJAY0300036
97,"U Already Know Remix","112, Foxy Brown",27,87,"r&b, east coast hip hop","Hip Hop, R&B","Pleasure & Pain",2005-01-01,04:13,70,58,23,0,87,10,10,-9,G minor,4,2024-07-01,0fp0ecsIH2NxR9gt9haeNs,"RAL (Rush Associated Label)",6A,USDJ20500169
98,"Mississippi Girl","Faith Hill",53,84,"country","Country","Fireflies",2005-08-02,03:52,50,77,11,0,67,0,0,-4,A,4,2019-07-10,79YeQbd1p7MsuT7wHQLRYY,"Warner Records/Nashville",11B,USWB10501811
99,"Number One Spot","Ludacris",49,147,"southern hip hop","Hip Hop","The Red Light District",2004-01-01,04:34,54,95,3,0,51,30,30,-4,F#/G♭,4,2019-07-10,5SV9SnHkuHMh446QsgQtry,"Def Jam Recordings",2B,USDJ20401036
100,"Give Me That (feat. Bun B)","Webbie, Bun B",37,78,"southern hip hop, crunk, new orleans bounce","Hip Hop","Savage Life",2005-07-05,04:27,67,77,1,0,52,20,30,-6,G#/A♭,4,2024-07-01,2zkU5wM9LKCKC99Tma8Jrb,"Trill Entertainment exclusively licensed to Santa Anna Label Group",4B,USGV61010318
